 **********************************************
  Force-displ constraints part of amatrix size is          192
 **********************************************
  before call to svd, amat and bmat are:
   1.0       4.0       0.0       8.0       0.0       0.0       4.0       4.0       2.0       4.0       0.0       8.0       0.0       8.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0    
   0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       4.0       0.0    
   0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0      -1.0       0.0       0.0    
  0.12E-01  0.16E-04 -0.85E-21  0.31E-04 -0.85E-21   0.0      0.68E-05 -0.44E-05 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04   0.0     -0.85E-21  0.16E-04   0.0     -0.25E-07 -0.17E-10  0.51E-07 -0.56E-10  0.12    
   0.0      0.11E-04 -0.85E-21  0.22E-04 -0.85E-21   0.0      0.11E-04   0.0     -0.44E-05   0.0       0.0     -0.18E-04   0.0      0.22E-04   0.0     -0.85E-21  0.11E-04 -0.13E-07 -0.18E-10  0.12E-10 -0.16E-26  0.18E-06   0.0    
 -0.11E-05  0.16E-04 -0.17E-20  0.31E-04   0.0       0.0      0.68E-05 -0.44E-05 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04   0.0     -0.85E-21  0.16E-04   0.0      0.11E-10 -0.17E-10 -0.49E-11  0.13E-06   0.0    
 -0.11E-05  0.16E-04   0.0      0.31E-04 -0.85E-21 -0.85E-21  0.68E-05  0.23E-01 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04 -0.85E-21 -0.17E-20  0.16E-04   0.0      0.11E-10 -0.17E-10 -0.49E-11 -0.56E-10 -0.50E-03
   0.0      0.11E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04   0.0     -0.44E-05   0.0       0.0     -0.18E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04  0.36E-11 -0.18E-10  0.12E-10  0.12E-26 -0.85E-10   0.0    
 -0.33E-05  0.68E-05 -0.17E-20  0.14E-04   0.0       0.0      0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04   0.0     -0.85E-21  0.68E-05   0.0      0.11E-10 -0.75E-11 -0.15E-10 -0.56E-10   0.0    
 -0.11E-05  0.16E-04   0.0      0.31E-04   0.0       0.0      0.68E-05  0.23E-01 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04   0.0      0.85E-21  0.16E-04  0.24E-11  0.11E-10  0.17E-10  0.49E-11 -0.90E-10 -0.50E-03
 -0.22E-05  0.11E-04 -0.85E-21  0.22E-04 -0.85E-21   0.0      0.11E-04 -0.88E-05   0.0     -0.88E-05   0.0     -0.18E-04   0.0      0.22E-04   0.0     -0.85E-21  0.11E-04  0.12E-11  0.11E-10  0.12E-10  0.97E-11 -0.95E-10   0.0    
 -0.11E-05  0.16E-04 -0.85E-21  0.31E-04   0.0     -0.85E-21  0.68E-05 -0.44E-05 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04 -0.85E-21 -0.85E-21  0.16E-04  0.24E-11  0.11E-10  0.17E-10  0.49E-11 -0.90E-10   0.0    
 -0.11E-05  0.16E-04   0.0      0.31E-04   0.0     -0.85E-21  0.68E-05 -0.44E-05 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04   0.0       0.0      0.16E-04  0.73E-11  0.11E-10  0.17E-10  0.49E-11 -0.71E-10  0.46E-02
 -0.22E-05  0.11E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04 -0.88E-05   0.0     -0.88E-05   0.0     -0.18E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04  0.36E-11  0.11E-10  0.12E-10  0.97E-11 -0.85E-10   0.0    
 -0.33E-05  0.68E-05 -0.85E-21  0.14E-04   0.0     -0.85E-21  0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04 -0.85E-21 -0.85E-21  0.68E-05  0.24E-11  0.11E-10  0.75E-11  0.15E-10 -0.90E-10   0.0    
 -0.33E-05  0.68E-05 -0.85E-21  0.14E-04 -0.85E-21   0.0      0.16E-04 -0.13E-04  0.23E-01 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04   0.0     -0.85E-21  0.68E-05   0.0      0.11E-10 -0.75E-11 -0.15E-10 -0.56E-10 -0.33E-03
   0.0      0.11E-04 -0.85E-21  0.22E-04   0.0       0.0      0.11E-04   0.0     -0.44E-05   0.0       0.0     -0.18E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04  0.36E-11 -0.18E-10  0.12E-10  0.81E-27 -0.85E-10   0.0    
 -0.11E-05  0.16E-04 -0.85E-21  0.31E-04   0.0       0.0      0.68E-05 -0.44E-05 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04   0.0       0.0      0.16E-04   0.0      0.11E-10 -0.17E-10 -0.49E-11 -0.56E-10   0.0    
 -0.33E-05  0.68E-05   0.0      0.14E-04 -0.85E-21 -0.85E-21  0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04 -0.85E-21 -0.17E-20  0.68E-05   0.0      0.11E-10 -0.75E-11 -0.15E-10 -0.56E-10  0.16E-03
   0.0      0.11E-04   0.0      0.22E-04   0.0     -0.85E-21  0.11E-04   0.0     -0.44E-05   0.0       0.0     -0.18E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04  0.11E-10 -0.18E-10  0.12E-10   0.0     -0.56E-10   0.0    
 -0.33E-05  0.68E-05 -0.85E-21  0.14E-04   0.0       0.0      0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04   0.0       0.0      0.68E-05   0.0      0.11E-10 -0.75E-11 -0.15E-10 -0.56E-10   0.0    
 -0.33E-05  0.68E-05   0.0      0.14E-04   0.0       0.0      0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04   0.0      0.85E-21  0.68E-05  0.24E-11  0.11E-10  0.75E-11  0.15E-10 -0.90E-10  0.16E-03
 -0.22E-05  0.11E-04 -0.85E-21  0.22E-04   0.0       0.0      0.11E-04 -0.88E-05   0.0     -0.88E-05   0.0     -0.18E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04  0.36E-11  0.11E-10  0.12E-10  0.97E-11 -0.85E-10   0.0    
 -0.11E-05  0.16E-04   0.0      0.31E-04   0.0       0.0      0.68E-05 -0.44E-05 -0.66E-05 -0.44E-05   0.0     -0.88E-05   0.0      0.14E-04 -0.85E-21 -0.85E-21  0.16E-04  0.73E-11  0.11E-10  0.17E-10  0.49E-11 -0.71E-10   0.0    
 -0.33E-05  0.68E-05   0.0      0.14E-04   0.0     -0.85E-21  0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04   0.0       0.0      0.68E-05  0.73E-11  0.11E-10  0.75E-11  0.15E-10 -0.71E-10 -0.27E-03
 -0.22E-05  0.11E-04   0.0      0.22E-04   0.0     -0.85E-21  0.11E-04 -0.88E-05   0.0     -0.88E-05   0.0     -0.18E-04   0.0      0.22E-04 -0.85E-21 -0.85E-21  0.11E-04  0.11E-10  0.11E-10  0.12E-10  0.97E-11 -0.56E-10   0.0    
 -0.33E-05  0.68E-05   0.0      0.14E-04   0.0       0.0      0.16E-04 -0.13E-04 -0.22E-05 -0.13E-04   0.0     -0.88E-05   0.0      0.31E-04 -0.85E-21 -0.85E-21  0.68E-05  0.73E-11  0.11E-10  0.75E-11  0.15E-10 -0.71E-10   0.0    
  0.44E-05  0.12E-01   0.0     -0.44E-05   0.0       0.0     -0.11E-04  0.18E-04  0.45E-05  0.18E-04 -0.85E-21  0.18E-04   0.0     -0.22E-04   0.0       0.0     -0.22E-05 -0.20E-10 -0.66E-04  0.13E-07 -0.20E-10  0.21E-10 -0.29E-01
  0.44E-05 -0.22E-05 -0.12E-01 -0.44E-05   0.0       0.0     -0.11E-04  0.18E-04  0.45E-05  0.18E-04  0.85E-21  0.18E-04   0.0     -0.22E-04   0.0       0.0     -0.22E-05 -0.20E-10 -0.11E-10 -0.51E-07  0.67E-04 -0.64E-07  0.19E-01
  0.44E-05 -0.22E-05  0.12E-01 -0.44E-05   0.0       0.0     -0.11E-04  0.18E-04  0.45E-05  0.18E-04  0.85E-21  0.18E-04   0.0     -0.22E-04   0.0       0.0     -0.22E-05 -0.20E-10 -0.11E-10  0.64E-07 -0.66E-04 -0.51E-07 -0.19E-01
  0.44E-05 -0.22E-05   0.0      0.12E-01   0.0       0.0     -0.11E-04  0.18E-04  0.45E-05  0.18E-04   0.0      0.18E-04   0.0     -0.22E-04   0.0       0.0     -0.22E-05 -0.10E-10 -0.11E-10 -0.24E-11 -0.20E-10  0.60E-10  0.48E-03
