 # la,nk,dk(nk),kp(:,nk),om(la,nk),gruneisen(la,nk))
     1    1  0.000      0.000      0.000      0.000     0.3055E-01 -.6508E-06
     2    1  0.000      0.000      0.000      0.000     0.8297E-02 0.3650E-07
     3    1  0.000      0.000      0.000      0.000     0.8297E-02 0.9210E-05
     4    1  0.000      0.000      0.000      0.000      280.1      1.907    
     5    1  0.000      0.000      0.000      0.000      280.1      1.907    
     6    1  0.000      0.000      0.000      0.000      280.1      1.907    
     1    2 0.2816E-01 0.1880E-01 -.1880E-01  0.000      7.748      114.4    
     2    2 0.2816E-01 0.1880E-01 -.1880E-01  0.000      10.06      81.38    
     3    2 0.2816E-01 0.1880E-01 -.1880E-01  0.000      14.32      7.884    
     4    2 0.2816E-01 0.1880E-01 -.1880E-01  0.000      279.8      1.806    
     5    2 0.2816E-01 0.1880E-01 -.1880E-01  0.000      279.8      1.890    
     6    2 0.2816E-01 0.1880E-01 -.1880E-01  0.000      279.9      1.822    
     1    3 0.5631E-01 0.3760E-01 -.3760E-01  0.000      15.42      115.2    
     2    3 0.5631E-01 0.3760E-01 -.3760E-01  0.000      19.96      82.62    
     3    3 0.5631E-01 0.3760E-01 -.3760E-01  0.000      28.51      8.297    
     4    3 0.5631E-01 0.3760E-01 -.3760E-01  0.000      278.9      1.496    
     5    3 0.5631E-01 0.3760E-01 -.3760E-01  0.000      279.0      1.839    
     6    3 0.5631E-01 0.3760E-01 -.3760E-01  0.000      279.4      1.565    
     1    4 0.8447E-01 0.5639E-01 -.5639E-01  0.000      22.94      116.6    
     2    4 0.8447E-01 0.5639E-01 -.5639E-01  0.000      29.53      84.69    
     3    4 0.8447E-01 0.5639E-01 -.5639E-01  0.000      42.46      8.984    
     4    4 0.8447E-01 0.5639E-01 -.5639E-01  0.000      277.5     0.9614    
     5    4 0.8447E-01 0.5639E-01 -.5639E-01  0.000      277.8      1.751    
     6    4 0.8447E-01 0.5639E-01 -.5639E-01  0.000      278.7      1.137    
     1    5 0.1126     0.7519E-01 -.7519E-01  0.000      30.23      118.5    
     2    5 0.1126     0.7519E-01 -.7519E-01  0.000      38.64      87.59    
     3    5 0.1126     0.7519E-01 -.7519E-01  0.000      56.04      9.941    
     4    5 0.1126     0.7519E-01 -.7519E-01  0.000      275.7     0.1784    
     5    5 0.1126     0.7519E-01 -.7519E-01  0.000      276.0      1.623    
     6    5 0.1126     0.7519E-01 -.7519E-01  0.000      277.6     0.5362    
     1    6 0.1408     0.9399E-01 -.9399E-01  0.000      37.22      121.0    
     2    6 0.1408     0.9399E-01 -.9399E-01  0.000      47.18      91.30    
     3    6 0.1408     0.9399E-01 -.9399E-01  0.000      69.15      11.16    
     4    6 0.1408     0.9399E-01 -.9399E-01  0.000      273.6     -.8830    
     5    6 0.1408     0.9399E-01 -.9399E-01  0.000      273.7      1.451    
     6    6 0.1408     0.9399E-01 -.9399E-01  0.000      276.3     -.2370    
     1    7 0.1689     0.1128     -.1128      0.000      43.85      124.2    
     2    7 0.1689     0.1128     -.1128      0.000      55.06      95.80    
     3    7 0.1689     0.1128     -.1128      0.000      81.68      12.61    
     4    7 0.1689     0.1128     -.1128      0.000      270.9      1.231    
     5    7 0.1689     0.1128     -.1128      0.000      271.4     -2.251    
     6    7 0.1689     0.1128     -.1128      0.000      274.7     -1.183    
     1    8 0.1971     0.1316     -.1316      0.000      50.06      128.0    
     2    8 0.1971     0.1316     -.1316      0.000      62.26      101.0    
     3    8 0.1971     0.1316     -.1316      0.000      93.56      14.24    
     4    8 0.1971     0.1316     -.1316      0.000      267.6     0.9595    
     5    8 0.1971     0.1316     -.1316      0.000      269.2     -3.945    
     6    8 0.1971     0.1316     -.1316      0.000      273.0     -2.300    
     1    9 0.2252     0.1504     -.1504      0.000      55.80      132.7    
     2    9 0.2252     0.1504     -.1504      0.000      68.77      106.9    
     3    9 0.2252     0.1504     -.1504      0.000      104.7      16.00    
     4    9 0.2252     0.1504     -.1504      0.000      263.8     0.6327    
     5    9 0.2252     0.1504     -.1504      0.000      267.2     -5.962    
     6    9 0.2252     0.1504     -.1504      0.000      271.1     -3.585    
     1   10 0.2534     0.1692     -.1692      0.000      61.01      138.1    
     2   10 0.2534     0.1692     -.1692      0.000      74.66      113.1    
     3   10 0.2534     0.1692     -.1692      0.000      115.1      17.77    
     4   10 0.2534     0.1692     -.1692      0.000      259.5     0.2455    
     5   10 0.2534     0.1692     -.1692      0.000      265.5     -8.273    
     6   10 0.2534     0.1692     -.1692      0.000      269.0     -5.035    
     1   11 0.2816     0.1880     -.1880      0.000      65.66      144.4    
     2   11 0.2816     0.1880     -.1880      0.000      80.00      119.7    
     3   11 0.2816     0.1880     -.1880      0.000      124.6      19.43    
     4   11 0.2816     0.1880     -.1880      0.000      254.7     -.2101    
     5   11 0.2816     0.1880     -.1880      0.000      264.3     -10.81    
     6   11 0.2816     0.1880     -.1880      0.000      266.9     -6.639    
     1   12 0.3097     0.2068     -.2068      0.000      69.73      151.7    
     2   12 0.3097     0.2068     -.2068      0.000      84.93      126.2    
     3   12 0.3097     0.2068     -.2068      0.000      133.4      20.81    
     4   12 0.3097     0.2068     -.2068      0.000      249.5     -.7488    
     5   12 0.3097     0.2068     -.2068      0.000      263.5     -13.47    
     6   12 0.3097     0.2068     -.2068      0.000      264.8     -8.389    
     1   13 0.3379     0.2256     -.2256      0.000      73.18      160.2    
     2   13 0.3379     0.2256     -.2256      0.000      89.59      132.5    
     3   13 0.3379     0.2256     -.2256      0.000      141.5      21.79    
     4   13 0.3379     0.2256     -.2256      0.000      243.9     -1.397    
     5   13 0.3379     0.2256     -.2256      0.000      262.6     -10.27    
     6   13 0.3379     0.2256     -.2256      0.000      263.1     -16.14    
     1   14 0.3660     0.2444     -.2444      0.000      76.02      169.9    
     2   14 0.3660     0.2444     -.2444      0.000      94.09      138.3    
     3   14 0.3660     0.2444     -.2444      0.000      148.9      22.24    
     4   14 0.3660     0.2444     -.2444      0.000      237.8     -2.197    
     5   14 0.3660     0.2444     -.2444      0.000      260.5     -12.26    
     6   14 0.3660     0.2444     -.2444      0.000      263.1     -18.69    
     1   15 0.3942     0.2632     -.2632      0.000      78.23      181.0    
     2   15 0.3942     0.2632     -.2632      0.000      98.52      143.7    
     3   15 0.3942     0.2632     -.2632      0.000      155.8      22.10    
     4   15 0.3942     0.2632     -.2632      0.000      231.5     -3.218    
     5   15 0.3942     0.2632     -.2632      0.000      258.5     -14.34    
     6   15 0.3942     0.2632     -.2632      0.000      263.4     -21.04    
     1   16 0.4223     0.2820     -.2820      0.000      79.84      193.7    
     2   16 0.4223     0.2820     -.2820      0.000      102.9      148.8    
     3   16 0.4223     0.2820     -.2820      0.000      162.2      21.38    
     4   16 0.4223     0.2820     -.2820      0.000      225.0     -4.548    
     5   16 0.4223     0.2820     -.2820      0.000      256.6     -16.48    
     6   16 0.4223     0.2820     -.2820      0.000      263.7     -23.12    
     1   17 0.4505     0.3008     -.3008      0.000      80.87      208.1    
     2   17 0.4505     0.3008     -.3008      0.000      107.1      154.0    
     3   17 0.4505     0.3008     -.3008      0.000      168.2      20.12    
     4   17 0.4505     0.3008     -.3008      0.000      218.6     -6.281    
