 nk, la, al, be, mode_kap, mode_kap_RTA
          29           6           1           2 -0.4729E-15   0.000    
          30           6           1           2  0.3373E-02  0.2049E-02
          31           6           1           2 -0.5304E-04 -0.2057E-03
          32           6           1           2  0.1954E-02  0.2049E-02
          33           6           1           2  0.7185E-16   0.000    
          34           6           1           2  0.1954E-02  0.2049E-02
          35           6           1           2  0.4282E-17 -0.1394E-26
          36           6           1           2  0.2697E-02  0.2186E-02
          37           6           1           2 -0.3046E-02 -0.2049E-02
          38           6           1           2  0.2340E-02 -0.1199E-13
          39           6           1           2 -0.1163E-02 -0.1482E-02
          40           6           1           2  0.9774E-15 -0.5076E-15
          41           6           1           2  0.6446E-17  0.9757E-26
          42           6           1           2  0.1499E-02  0.1482E-02
          43           6           1           2  -0.000      -0.000    
          44           6           1           2  0.1163E-02  0.1482E-02
          45           6           1           2 -0.2585E-02 -0.2186E-02
          46           6           1           2  0.1309E-15  0.5076E-15
          47           6           1           2 -0.1499E-02 -0.1482E-02
          48           6           1           2 -0.2340E-02  0.1199E-13
          49           6           1           2 -0.1960E-02 -0.2049E-02
          50           6           1           2   0.000       0.000    
          51           6           1           2 -0.6820E-02 -0.5528E-02
          52           6           1           2 -0.1092E-03  0.5076E-15
          53           6           1           2   0.000       0.000    
          54           6           1           2  0.3046E-02  0.2049E-02
          55           6           1           2  0.3961E-03 -0.2057E-03
          56           6           1           2  0.3373E-02  0.2049E-02
          57           6           1           2 -0.3906E-02 -0.2186E-02
          58           6           1           2  0.1093E-03 -0.5076E-15
          59           6           1           2 -0.2006E-02 -0.1482E-02
          60           6           1           2 -0.1691E-13 -0.1199E-13
          61           6           1           2  0.5453E-04  0.2057E-03
          62           6           1           2  0.7702E-02  0.5181E-02
          63           6           1           2 -0.3399E-15 -0.4241E-26
          64           6           1           2  0.2006E-02  0.1482E-02
           1           1           1           3  0.9409E-17  0.6146E-25
           2           1           1           3 -0.9069E-02 -0.2196E-01
           3           1           1           3 -0.9817E-17  0.6385E-26
           4           1           1           3 -0.9095E-02 -0.2196E-01
           5           1           1           3  0.9558E-02  0.8487E-02
           6           1           1           3  0.1804E-13  0.4424E-13
           7           1           1           3  0.9069E-02  0.2196E-01
           8           1           1           3  0.2775E-09 -0.5695E-19
           9           1           1           3  0.1184E-16 -0.1916E-25
          10           1           1           3 -0.9558E-02 -0.8487E-02
          11           1           1           3 -0.4726E-17 -0.6146E-25
          12           1           1           3 -0.9821E-02 -0.8927E-02
          13           1           1           3  0.9554E-02  0.8487E-02
          14           1           1           3  0.3368E-09 -0.1139E-18
          15           1           1           3  0.1108E-01  0.2310E-01
          16           1           1           3  0.4519E-13  0.1106E-12
          17           1           1           3 -0.2473E-01 -0.2196E-01
          18           1           1           3  0.3043E-01  0.7198E-01
          19           1           1           3 -0.9069E-02 -0.2196E-01
          20           1           1           3  0.9299E-15 -0.1909E-24
          21           1           1           3  0.1454E-01 -0.4424E-13
          22           1           1           3  0.1454      0.2730    
          23           1           1           3 -0.3134E-12 -0.6455E-12
          24           1           1           3  0.9069E-02  0.2196E-01
          25           1           1           3 -0.8584E-02 -0.8487E-02
          26           1           1           3 -0.9672E-14  -0.000    
          27           1           1           3 -0.1275     -0.2730    
          28           1           1           3 -0.3043E-01 -0.7198E-01
          29           1           1           3  0.1312E-13  0.1139E-18
          30           1           1           3  0.8584E-02  0.8487E-02
          31           1           1           3 -0.1454E-01  0.4424E-13
          32           1           1           3  0.2473E-01  0.2196E-01
          33           1           1           3  0.7890E-17 -0.1277E-25
          34           1           1           3 -0.2473E-01 -0.2196E-01
          35           1           1           3  0.2836E-16  0.3687E-24
          36           1           1           3 -0.2483E-01 -0.2310E-01
          37           1           1           3  0.2220E-01  0.2196E-01
          38           1           1           3  0.5719E-02   0.000    
          39           1           1           3  0.1275      0.2730    
          40           1           1           3  0.1871E-13  0.4424E-13
          41           1           1           3 -0.5645E-17 -0.3687E-25
          42           1           1           3 -0.1454     -0.2730    
          43           1           1           3   0.000      -0.000    
          44           1           1           3 -0.1275     -0.2730    
          45           1           1           3  0.2541E-01  0.2310E-01
          46           1           1           3 -0.1804E-13 -0.4424E-13
          47           1           1           3  0.1454      0.2730    
          48           1           1           3 -0.5719E-02  -0.000    
          49           1           1           3 -0.2472E-01 -0.2196E-01
          50           1           1           3 -0.5645E-15  0.1909E-24
          51           1           1           3 -0.1108E-01 -0.2310E-01
          52           1           1           3  0.3049E-01  0.7198E-01
          53           1           1           3 -0.6562E-14 -0.5695E-19
          54           1           1           3  0.2220E-01  0.2196E-01
          55           1           1           3  0.1454E-01 -0.4424E-13
          56           1           1           3  0.9558E-02  0.8487E-02
          57           1           1           3 -0.9821E-02 -0.8927E-02
          58           1           1           3 -0.2935E-01 -0.7198E-01
          59           1           1           3 -0.1454     -0.2730    
          60           1           1           3 -0.9672E-14  -0.000    
          61           1           1           3 -0.1458E-01  0.1106E-12
          62           1           1           3  0.9069E-02  0.2196E-01
          63           1           1           3  0.3134E-12  0.6455E-12
          64           1           1           3  0.1454      0.2730    
           1           2           1           3  0.1131E-15  0.1621E-24
           2           2           1           3  0.9455E-01  0.9293E-01
           3           2           1           3 -0.2231E-15 -0.5824E-25
           4           2           1           3  0.9450E-01  0.9293E-01
           5           2           1           3  0.2328E-01  0.2008E-01
           6           2           1           3  -0.000      -0.000    
           7           2           1           3 -0.9455E-01 -0.9293E-01
           8           2           1           3  0.2584E-08 -0.1539E-18
           9           2           1           3  0.4399E-16 -0.6795E-25
          10           2           1           3 -0.2328E-01 -0.2008E-01
          11           2           1           3 -0.3863E-17 -0.1621E-24
          12           2           1           3 -0.2243E-01 -0.1996E-01
          13           2           1           3  0.2324E-01  0.2008E-01
          14           2           1           3  0.5693E-08 -0.9235E-18
          15           2           1           3 -0.9734E-01 -0.9233E-01
          16           2           1           3  0.2708E-12  0.2382E-12
          17           2           1           3  0.1077      0.9293E-01
          18           2           1           3  0.3967      0.3668    
          19           2           1           3  0.9455E-01  0.9293E-01
          20           2           1           3  0.7520E-15 -0.4479E-25
          21           2           1           3 -0.1637E-01   0.000    
          22           2           1           3  0.2392      0.3397    
          23           2           1           3  0.1695E-12  0.3744E-12
          24           2           1           3 -0.9455E-01 -0.9293E-01
          25           2           1           3 -0.1902E-01 -0.2008E-01
          26           2           1           3  0.1510E-13 -0.1055E-24
          27           2           1           3 -0.2578     -0.3397    
          28           2           1           3 -0.3967     -0.3668    
          29           2           1           3 -0.2619E-14  0.9235E-18
          30           2           1           3  0.1902E-01  0.2008E-01
          31           2           1           3  0.1637E-01  -0.000    
          32           2           1           3 -0.1077     -0.9293E-01
          33           2           1           3 -0.2639E-16  0.4077E-25
          34           2           1           3  0.1077      0.9293E-01
          35           2           1           3  0.1545E-16  0.6482E-24
          36           2           1           3  0.1021      0.9234E-01
          37           2           1           3 -0.8801E-01 -0.9293E-01
          38           2           1           3  0.1531E-01 -0.1070E-12
          39           2           1           3  0.2578      0.3396    
          40           2           1           3  -0.000      -0.000    
          41           2           1           3 -0.3770E-16 -0.5402E-25
          42           2           1           3 -0.2392     -0.3397    
          43           2           1           3  -0.000      -0.000    
          44           2           1           3 -0.2578     -0.3396    
          45           2           1           3 -0.1038     -0.9233E-01
          46           2           1           3   0.000       0.000    
          47           2           1           3  0.2392      0.3397    
          48           2           1           3 -0.1531E-01  0.1070E-12
          49           2           1           3  0.1075      0.9293E-01
          50           2           1           3 -0.2761E-15  0.4479E-25
          51           2           1           3  0.9735E-01  0.9234E-01
          52           2           1           3  0.3966      0.3668    
          53           2           1           3  0.4364E-15 -0.1539E-18
          54           2           1           3 -0.8801E-01 -0.9293E-01
          55           2           1           3 -0.1637E-01   0.000    
          56           2           1           3  0.2328E-01  0.2008E-01
          57           2           1           3 -0.2243E-01 -0.1996E-01
          58           2           1           3 -0.4172     -0.3668    
          59           2           1           3 -0.2392     -0.3397    
          60           2           1           3  0.1510E-13 -0.1055E-24
          61           2           1           3  0.1602E-01  0.2382E-12
          62           2           1           3 -0.9455E-01 -0.9293E-01
          63           2           1           3 -0.1695E-12 -0.3744E-12
          64           2           1           3  0.2392      0.3397    
           1           3           1           3  0.9490E-17 -0.2663E-26
           2           3           1           3  0.6452E-02  0.1901E-01
           3           3           1           3 -0.2399E-16  0.5248E-25
           4           3           1           3  0.6490E-02  0.1901E-01
           5           3           1           3  0.4308E-02  0.7083E-02
           6           3           1           3 -0.2448E-13 -0.2112E-13
           7           3           1           3 -0.6452E-02 -0.1901E-01
           8           3           1           3 -0.3090E-11  0.1381E-22
           9           3           1           3 -0.2577E-16  0.1050E-24
          10           3           1           3 -0.4308E-02 -0.7083E-02
          11           3           1           3  0.2303E-17  0.2663E-26
          12           3           1           3 -0.4390E-02 -0.7220E-02
          13           3           1           3  0.4206E-02  0.7083E-02
          14           3           1           3 -0.2253E-11 -0.6906E-22
          15           3           1           3 -0.1263E-01 -0.1938E-01
          16           3           1           3 -0.8185E-14 -0.7042E-14
          17           3           1           3  0.1156E-01  0.1901E-01
          18           3           1           3  0.7102E-01  0.7747E-01
          19           3           1           3  0.6452E-02  0.1901E-01
          20           3           1           3 -0.6243E-15  0.2790E-26
          21           3           1           3 -0.5319E-02  0.2112E-13
          22           3           1           3  0.8555      0.8998    
          23           3           1           3  0.4506E-12  0.4367E-12
          24           3           1           3 -0.6452E-02 -0.1901E-01
          25           3           1           3 -0.3710E-02 -0.7083E-02
          26           3           1           3 -0.1604E-13  0.1999E-25
          27           3           1           3 -0.8739     -0.8998    
          28           3           1           3 -0.7102E-01 -0.7747E-01
          29           3           1           3 -0.3115E-14  0.6906E-22
          30           3           1           3  0.3710E-02  0.7083E-02
          31           3           1           3  0.5319E-02 -0.2112E-13
          32           3           1           3 -0.1156E-01 -0.1901E-01
          33           3           1           3 -0.1288E-16  0.5248E-25
          34           3           1           3  0.1156E-01  0.1901E-01
          35           3           1           3  0.4605E-17  0.5325E-26
          36           3           1           3  0.1106E-01  0.1938E-01
          37           3           1           3 -0.9959E-02 -0.1901E-01
          38           3           1           3 -0.1402      0.1747E-12
          39           3           1           3  0.8739      0.8998    
          40           3           1           3 -0.1937E-13 -0.2112E-13
          41           3           1           3 -0.4745E-17  0.1331E-26
          42           3           1           3 -0.8555     -0.8998    
          43           3           1           3  -0.000      -0.000    
          44           3           1           3 -0.8739     -0.8998    
          45           3           1           3 -0.1178E-01 -0.1938E-01
          46           3           1           3  0.2448E-13  0.2112E-13
          47           3           1           3  0.8555      0.8998    
          48           3           1           3  0.1402     -0.1747E-12
          49           3           1           3  0.1129E-01  0.1901E-01
          50           3           1           3 -0.9103E-16 -0.2790E-26
          51           3           1           3  0.1263E-01  0.1938E-01
          52           3           1           3  0.7121E-01  0.7747E-01
          53           3           1           3 -0.6230E-15  0.1381E-22
          54           3           1           3 -0.9959E-02 -0.1901E-01
          55           3           1           3 -0.5319E-02  0.2112E-13
          56           3           1           3  0.4308E-02  0.7083E-02
          57           3           1           3 -0.4390E-02 -0.7220E-02
          58           3           1           3 -0.8977E-01 -0.7747E-01
          59           3           1           3 -0.8555     -0.8998    
          60           3           1           3 -0.1604E-13  0.1999E-25
          61           3           1           3  0.5530E-02 -0.7042E-14
          62           3           1           3 -0.6452E-02 -0.1901E-01
          63           3           1           3 -0.4506E-12 -0.4367E-12
          64           3           1           3  0.8555      0.8998    
           1           4           1           3   0.000      -0.000    
           2           4           1           3  0.2121      0.2486    
           3           4           1           3  0.2443E-16 -0.5346E-25
           4           4           1           3  0.2119      0.2486    
           5           4           1           3  0.2000      0.1696    
           6           4           1           3  0.6546E-13  0.7251E-13
           7           4           1           3 -0.2121     -0.2486    
           8           4           1           3  0.1142E-14 -0.4643E-26
           9           4           1           3  0.2624E-16   0.000    
          10           4           1           3 -0.2000     -0.1696    
          11           4           1           3  0.1243E-17  -0.000    
          12           4           1           3 -0.1806     -0.1637    
          13           4           1           3  0.2000      0.1696    
          14           4           1           3  0.6860E-15  0.1393E-25
          15           4           1           3 -0.2116     -0.2400    
          16           4           1           3 -0.6545E-13 -0.7251E-13
          17           4           1           3  0.2931      0.2486    
          18           4           1           3  0.2346      0.2913    
          19           4           1           3  0.2121      0.2486    
          20           4           1           3 -0.4284E-15  0.1741E-26
          21           4           1           3 -0.7609E-03 -0.7251E-13
          22           4           1           3  0.4212E-01  0.2864E-01
          23           4           1           3 -0.2362E-13 -0.2049E-13
          24           4           1           3 -0.2121     -0.2486    
          25           4           1           3 -0.1866     -0.1696    
          26           4           1           3 -0.2547E-15   0.000    
          27           4           1           3 -0.4145E-01 -0.2864E-01
          28           4           1           3 -0.2346     -0.2913    
          29           4           1           3 -0.1428E-14 -0.1393E-25
          30           4           1           3  0.1866      0.1696    
          31           4           1           3  0.7609E-03  0.7251E-13
          32           4           1           3 -0.2931     -0.2486    
          33           4           1           3 -0.1312E-16  -0.000    
          34           4           1           3  0.2931      0.2486    
          35           4           1           3   0.000      -0.000    
          36           4           1           3  0.2835      0.2400    
          37           4           1           3 -0.2735     -0.2486    
          38           4           1           3  0.3274E-03  -0.000    
          39           4           1           3  0.4145E-01  0.2864E-01
          40           4           1           3  0.5839E-13  0.7251E-13
          41           4           1           3  -0.000       0.000    
          42           4           1           3 -0.4212E-01 -0.2864E-01
          43           4           1           3  -0.000      -0.000    
          44           4           1           3 -0.4145E-01 -0.2864E-01
          45           4           1           3 -0.2648     -0.2400    
          46           4           1           3 -0.6546E-13 -0.7251E-13
          47           4           1           3  0.4212E-01  0.2864E-01
          48           4           1           3 -0.3274E-03   0.000    
          49           4           1           3  0.2931      0.2486    
          50           4           1           3 -0.8575E-16 -0.1741E-26
          51           4           1           3  0.2116      0.2400    
          52           4           1           3  0.2345      0.2913    
          53           4           1           3 -0.4759E-15 -0.4643E-26
          54           4           1           3 -0.2735     -0.2486    
          55           4           1           3 -0.7609E-03 -0.7251E-13
          56           4           1           3  0.2000      0.1696    
          57           4           1           3 -0.1806     -0.1637    
          58           4           1           3 -0.2630     -0.2913    
          59           4           1           3 -0.4212E-01 -0.2864E-01
          60           4           1           3 -0.2547E-15   0.000    
          61           4           1           3  0.5851E-03 -0.7251E-13
          62           4           1           3 -0.2121     -0.2486    
          63           4           1           3  0.2362E-13  0.2049E-13
          64           4           1           3  0.4212E-01  0.2864E-01
           1           5           1           3  0.2121E-16 -0.2157E-26
           2           5           1           3 -0.4208E-02 -0.4095E-02
           3           5           1           3  0.5960E-17  -0.000    
           4           5           1           3 -0.4205E-02 -0.4095E-02
           5           5           1           3  0.2199E-02  0.1957E-02
           6           5           1           3   0.000       0.000    
           7           5           1           3  0.4208E-02  0.4095E-02
           8           5           1           3  0.8043E-09  0.8779E-20
           9           5           1           3 -0.5591E-16 -0.7597E-26
          10           5           1           3 -0.2199E-02 -0.1957E-02
          11           5           1           3  0.1494E-17  0.2157E-26
          12           5           1           3 -0.2183E-02 -0.2085E-02
          13           5           1           3  0.2249E-02  0.1957E-02
          14           5           1           3  0.2894E-08  0.8779E-20
          15           5           1           3  0.5086E-02  0.4363E-02
          16           5           1           3  0.2294E-14  0.2647E-14
          17           5           1           3 -0.4602E-02 -0.4095E-02
          18           5           1           3  0.5062E-02  0.6612E-02
          19           5           1           3 -0.4208E-02 -0.4095E-02
          20           5           1           3 -0.1242E-15 -0.1356E-26
          21           5           1           3 -0.4923E-03  -0.000    
          22           5           1           3  0.2172E-02  0.1517E-02
          23           5           1           3  0.2684E-13  0.2295E-13
          24           5           1           3  0.4208E-02  0.4095E-02
          25           5           1           3 -0.1253E-02 -0.1957E-02
          26           5           1           3 -0.3082E-15 -0.4463E-26
          27           5           1           3 -0.1695E-02 -0.1517E-02
          28           5           1           3 -0.5062E-02 -0.6612E-02
          29           5           1           3 -0.6660E-15 -0.8779E-20
          30           5           1           3  0.1253E-02  0.1957E-02
          31           5           1           3  0.4923E-03   0.000    
          32           5           1           3  0.4602E-02  0.4095E-02
          33           5           1           3  -0.000      -0.000    
          34           5           1           3 -0.4602E-02 -0.4095E-02
          35           5           1           3 -0.1494E-17 -0.2157E-26
          36           5           1           3 -0.4217E-02 -0.4363E-02
          37           5           1           3  0.2622E-02  0.4095E-02
          38           5           1           3 -0.3961E-03 -0.5738E-14
          39           5           1           3  0.1695E-02  0.1517E-02
          40           5           1           3   0.000       0.000    
          41           5           1           3  0.7071E-17 -0.7189E-27
          42           5           1           3 -0.2172E-02 -0.1517E-02
          43           5           1           3   0.000      -0.000    
          44           5           1           3 -0.1695E-02 -0.1517E-02
          45           5           1           3  0.4569E-02  0.4363E-02
          46           5           1           3  -0.000      -0.000    
          47           5           1           3  0.2172E-02  0.1517E-02
          48           5           1           3  0.3961E-03  0.5738E-14
          49           5           1           3 -0.4707E-02 -0.4095E-02
          50           5           1           3  0.4470E-15  0.1356E-26
          51           5           1           3 -0.5086E-02 -0.4363E-02
          52           5           1           3  0.5015E-02  0.6612E-02
          53           5           1           3  0.6660E-15  0.8779E-20
          54           5           1           3  0.2622E-02  0.4095E-02
          55           5           1           3 -0.4923E-03  -0.000    
          56           5           1           3  0.2199E-02  0.1957E-02
          57           5           1           3 -0.2183E-02 -0.2085E-02
          58           5           1           3 -0.5766E-02 -0.6612E-02
          59           5           1           3 -0.2172E-02 -0.1517E-02
          60           5           1           3 -0.3082E-15 -0.4463E-26
          61           5           1           3  0.4919E-03  0.2647E-14
          62           5           1           3  0.4208E-02  0.4095E-02
          63           5           1           3 -0.2684E-13 -0.2295E-13
          64           5           1           3  0.2172E-02  0.1517E-02
           1           6           1           3 -0.1499E-16  0.4879E-26
           2           6           1           3 -0.3373E-02 -0.2049E-02
           3           6           1           3   0.000      -0.000    
           4           6           1           3 -0.3340E-02 -0.2049E-02
           5           6           1           3  0.7702E-02  0.5181E-02
           6           6           1           3 -0.9774E-15  0.5076E-15
           7           6           1           3  0.3373E-02  0.2049E-02
           8           6           1           3  0.7712E-09  -0.000    
           9           6           1           3  -0.000      -0.000    
          10           6           1           3 -0.7702E-02 -0.5181E-02
          11           6           1           3 -0.3223E-17 -0.4879E-26
          12           6           1           3 -0.6820E-02 -0.5528E-02
          13           6           1           3  0.7720E-02  0.5181E-02
          14           6           1           3  0.2486E-08  0.2407E-19
          15           6           1           3  0.3906E-02  0.2186E-02
          16           6           1           3 -0.9736E-15  0.5076E-15
          17           6           1           3 -0.3046E-02 -0.2049E-02
          18           6           1           3  0.5304E-04  0.2057E-03
          19           6           1           3 -0.3373E-02 -0.2049E-02
          20           6           1           3 -0.4729E-15   0.000    
          21           6           1           3  0.1093E-03 -0.5076E-15
          22           6           1           3  0.1163E-02  0.1482E-02
          23           6           1           3  0.1691E-13  0.1199E-13
          24           6           1           3  0.3373E-02  0.2049E-02
          25           6           1           3 -0.4941E-02 -0.5181E-02
          26           6           1           3 -0.3399E-15 -0.4241E-26
          27           6           1           3 -0.1499E-02 -0.1482E-02
          28           6           1           3 -0.5304E-04 -0.2057E-03
          29           6           1           3 -0.2851E-14 -0.2407E-19
          30           6           1           3  0.4941E-02  0.5181E-02
          31           6           1           3 -0.1093E-03  0.5076E-15
          32           6           1           3  0.3046E-02  0.2049E-02
          33           6           1           3  0.8250E-16  0.5607E-26
          34           6           1           3 -0.3046E-02 -0.2049E-02
          35           6           1           3  0.6446E-17  0.9757E-26
          36           6           1           3 -0.2585E-02 -0.2186E-02
          37           6           1           3  0.1954E-02  0.2049E-02
          38           6           1           3 -0.9614E-03 -0.1199E-13
          39           6           1           3  0.1499E-02  0.1482E-02
          40           6           1           3  0.1309E-15  0.5076E-15
          41           6           1           3  0.4282E-17 -0.1394E-26
          42           6           1           3 -0.1163E-02 -0.1482E-02
          43           6           1           3   0.000      -0.000    
          44           6           1           3 -0.1499E-02 -0.1482E-02
          45           6           1           3  0.2697E-02  0.2186E-02
          46           6           1           3  0.9774E-15 -0.5076E-15
          47           6           1           3  0.1163E-02  0.1482E-02
          48           6           1           3  0.9614E-03  0.1199E-13
          49           6           1           3 -0.3053E-02 -0.2049E-02
          50           6           1           3   0.000       0.000    
          51           6           1           3 -0.3906E-02 -0.2186E-02
          52           6           1           3  0.5453E-04  0.2057E-03
          53           6           1           3   0.000       0.000    
          54           6           1           3  0.1954E-02  0.2049E-02
          55           6           1           3  0.1093E-03 -0.5076E-15
          56           6           1           3  0.7702E-02  0.5181E-02
          57           6           1           3 -0.6820E-02 -0.5528E-02
          58           6           1           3  0.3961E-03 -0.2057E-03
          59           6           1           3 -0.1163E-02 -0.1482E-02
          60           6           1           3 -0.3399E-15 -0.4241E-26
          61           6           1           3 -0.1092E-03  0.5076E-15
          62           6           1           3  0.3373E-02  0.2049E-02
          63           6           1           3 -0.1691E-13 -0.1199E-13
          64           6           1           3  0.1163E-02  0.1482E-02
           1           1           2           1  0.2836E-16  0.3687E-24
           2           1           2           1  0.9558E-02  0.8487E-02
           3           1           2           1 -0.9250E-17  0.1916E-25
           4           1           2           1  0.9554E-02  0.8487E-02
           5           1           2           1 -0.2220E-01 -0.2196E-01
           6           1           2           1 -0.1454E-01  0.4424E-13
           7           1           2           1 -0.8584E-02 -0.8487E-02
           8           1           2           1  0.1312E-13  0.1139E-18
           9           1           2           1 -0.3083E-17  0.6385E-26
          10           1           2           1  0.2220E-01  0.2196E-01
          11           1           2           1 -0.5645E-17 -0.3687E-25
          12           1           2           1  0.2483E-01  0.2310E-01
          13           1           2           1 -0.2216E-01 -0.2196E-01
          14           1           2           1 -0.6562E-14 -0.5695E-19
          15           1           2           1 -0.9821E-02 -0.8927E-02
          16           1           2           1 -0.1458E-01  0.1106E-12
          17           1           2           1 -0.9069E-02 -0.2196E-01
          18           1           2           1 -0.1804E-13 -0.4424E-13
          19           1           2           1 -0.9558E-02 -0.8487E-02
          20           1           2           1 -0.3368E-09  0.1139E-18
          21           1           2           1  0.2935E-01  0.7198E-01
          22           1           2           1  0.1275      0.2730    
          23           1           2           1   0.000       0.000    
          24           1           2           1  0.9558E-02  0.8487E-02
          25           1           2           1 -0.2473E-01 -0.2196E-01
          26           1           2           1 -0.7208E-02 -0.6455E-12
          27           1           2           1 -0.1454     -0.2730    
          28           1           2           1  0.1804E-13  0.4424E-13
          29           1           2           1  0.5645E-15 -0.1909E-24
          30           1           2           1  0.2473E-01  0.2196E-01
          31           1           2           1 -0.2935E-01 -0.7198E-01
          32           1           2           1  0.9069E-02  0.2196E-01
          33           1           2           1  0.9817E-17 -0.6385E-26
          34           1           2           1  0.9069E-02  0.2196E-01
          35           1           2           1 -0.4717E-17 -0.3687E-25
          36           1           2           1  0.1108E-01  0.2310E-01
          37           1           2           1 -0.9069E-02 -0.2196E-01
          38           1           2           1  0.3134E-12  0.6455E-12
          39           1           2           1 -0.1039     -0.2730    
          40           1           2           1  0.1454E-01 -0.4424E-13
          41           1           2           1  0.4717E-16  0.3687E-24
          42           1           2           1  0.1039      0.2730    
          43           1           2           1  -0.000      -0.000    
          44           1           2           1  0.1039      0.2730    
          45           1           2           1 -0.1108E-01 -0.2310E-01
          46           1           2           1 -0.1454E-01  0.4424E-13
          47           1           2           1 -0.1039     -0.2730    
          48           1           2           1 -0.3134E-12 -0.6455E-12
          49           1           2           1 -0.9095E-02 -0.2196E-01
          50           1           2           1  0.2775E-09 -0.5695E-19
          51           1           2           1 -0.9596E-02 -0.8927E-02
          52           1           2           1  0.4519E-13  0.1106E-12
          53           1           2           1 -0.9299E-15  0.1909E-24
          54           1           2           1  0.9069E-02  0.2196E-01
          55           1           2           1 -0.3043E-01 -0.7198E-01
          56           1           2           1  0.2220E-01  0.2196E-01
          57           1           2           1 -0.2483E-01 -0.2310E-01
          58           1           2           1 -0.1871E-13 -0.4424E-13
          59           1           2           1 -0.1275     -0.2730    
          60           1           2           1  0.7208E-02  0.6455E-12
          61           1           2           1  0.2941E-01  0.7198E-01
          62           1           2           1  0.8584E-02  0.8487E-02
          63           1           2           1   0.000       0.000    
          64           1           2           1  0.1275      0.2730    
           1           2           2           1  0.1545E-16  0.6482E-24
           2           2           2           1  0.2328E-01  0.2008E-01
           3           2           2           1 -0.8164E-17  0.6795E-25
           4           2           2           1  0.2324E-01  0.2008E-01
           5           2           2           1  0.8801E-01  0.9293E-01
           6           2           2           1  0.1637E-01   0.000    
           7           2           2           1 -0.1902E-01 -0.2008E-01
           8           2           2           1 -0.2619E-14  0.9235E-18
           9           2           2           1  0.6998E-17 -0.5824E-25
          10           2           2           1 -0.8801E-01 -0.9293E-01
          11           2           2           1 -0.3770E-16 -0.5402E-25
          12           2           2           1 -0.1021     -0.9234E-01
          13           2           2           1  0.8795E-01  0.9293E-01
          14           2           2           1  0.4364E-15 -0.1539E-18
          15           2           2           1 -0.2243E-01 -0.1996E-01
          16           2           2           1  0.1602E-01  0.2382E-12
          17           2           2           1  0.9455E-01  0.9293E-01
          18           2           2           1  -0.000      -0.000    
          19           2           2           1 -0.2328E-01 -0.2008E-01
          20           2           2           1 -0.5693E-08  0.9235E-18
          21           2           2           1  0.4172      0.3668    
          22           2           2           1  0.2578      0.3396    
          23           2           2           1 -0.1796E-14  0.1055E-24
          24           2           2           1  0.2328E-01  0.2008E-01
          25           2           2           1  0.1077      0.9293E-01
          26           2           2           1 -0.6372E-02  0.3744E-12
          27           2           2           1 -0.2392     -0.3397    
          28           2           2           1   0.000       0.000    
          29           2           2           1  0.2761E-15 -0.4479E-25
          30           2           2           1 -0.1077     -0.9293E-01
          31           2           2           1 -0.4172     -0.3668    
          32           2           2           1 -0.9455E-01 -0.9293E-01
          33           2           2           1  0.2231E-15  0.5824E-25
          34           2           2           1 -0.9455E-01 -0.9293E-01
          35           2           2           1 -0.7446E-18 -0.5402E-25
          36           2           2           1 -0.9734E-01 -0.9233E-01
          37           2           2           1  0.9455E-01  0.9293E-01
          38           2           2           1 -0.1695E-12 -0.3744E-12
          39           2           2           1 -0.2529     -0.3397    
          40           2           2           1 -0.1637E-01  -0.000    
          41           2           2           1  0.8935E-17  0.6482E-24
          42           2           2           1  0.2528      0.3396    
          43           2           2           1   0.000      -0.000    
          44           2           2           1  0.2529      0.3397    
          45           2           2           1  0.9735E-01  0.9234E-01
          46           2           2           1  0.1637E-01   0.000    
          47           2           2           1 -0.2528     -0.3396    
          48           2           2           1  0.1695E-12  0.3744E-12
          49           2           2           1  0.9450E-01  0.9293E-01
          50           2           2           1  0.2584E-08 -0.1539E-18
          51           2           2           1 -0.2207E-01 -0.1996E-01
          52           2           2           1  0.2708E-12  0.2382E-12
          53           2           2           1 -0.7520E-15  0.4479E-25
          54           2           2           1 -0.9455E-01 -0.9293E-01
          55           2           2           1 -0.3967     -0.3668    
          56           2           2           1 -0.8801E-01 -0.9293E-01
          57           2           2           1  0.1021      0.9234E-01
          58           2           2           1  -0.000      -0.000    
          59           2           2           1 -0.2578     -0.3396    
          60           2           2           1  0.6372E-02 -0.3744E-12
          61           2           2           1  0.4170      0.3668    
          62           2           2           1  0.1902E-01  0.2008E-01
          63           2           2           1  0.1796E-14 -0.1055E-24
          64           2           2           1  0.2578      0.3396    
           1           3           2           1  0.4605E-17  0.5325E-26
           2           3           2           1  0.4308E-02  0.7083E-02
           3           3           2           1 -0.3170E-16 -0.1050E-24
           4           3           2           1  0.4206E-02  0.7083E-02
           5           3           2           1  0.9959E-02  0.1901E-01
           6           3           2           1  0.5319E-02 -0.2112E-13
           7           3           2           1 -0.3710E-02 -0.7083E-02
           8           3           2           1 -0.3115E-14  0.6906E-22
           9           3           2           1  0.1585E-16  0.5248E-25
          10           3           2           1 -0.9959E-02 -0.1901E-01
          11           3           2           1 -0.4745E-17  0.1331E-26
          12           3           2           1 -0.1106E-01 -0.1938E-01
          13           3           2           1  0.9752E-02  0.1901E-01
          14           3           2           1 -0.6230E-15  0.1381E-22
          15           3           2           1 -0.4390E-02 -0.7220E-02
          16           3           2           1  0.5530E-02 -0.7042E-14
