 nk, la, al, be, mode_kap, mode_kap_RTA
          39           3           2           2  0.8555      0.8998    
          40           3           2           2  0.8977E-01  0.7747E-01
          41           3           2           2  0.9211E-17  0.1065E-25
          42           3           2           2  0.8739      0.8998    
          43           3           2           2  -0.000      -0.000    
          44           3           2           2  0.8555      0.8998    
          45           3           2           2  0.4120E-02  0.7220E-02
          46           3           2           2  0.7102E-01  0.7747E-01
          47           3           2           2  0.8739      0.8998    
          48           3           2           2  0.5583E-14  0.4997E-25
          49           3           2           2  0.3633E-02  0.7083E-02
          50           3           2           2 -0.1542E-10  0.3419E-18
          51           3           2           2  0.4390E-02  0.7220E-02
          52           3           2           2 -0.5027E-15  0.6401E-27
          53           3           2           2  0.4551E-15  0.1395E-25
          54           3           2           2  0.4308E-02  0.7083E-02
          55           3           2           2  0.8977E-01  0.7747E-01
          56           3           2           2  0.1732E-01  0.5103E-01
          57           3           2           2  0.3390E-01  0.5202E-01
          58           3           2           2 -0.1450E-14  0.5761E-26
          59           3           2           2  0.8889      0.8998    
          60           3           2           2   3.938       3.817    
          61           3           2           2  0.7121E-01  0.7747E-01
          62           3           2           2  0.4308E-02  0.7083E-02
          63           3           2           2 -0.6415E-14  0.7995E-26
          64           3           2           2  0.8889      0.8998    
           1           4           2           2   0.000      -0.000    
           2           4           2           2  0.1866      0.1696    
           3           4           2           2   0.000      -0.000    
           4           4           2           2  0.1866      0.1696    
           5           4           2           2  0.3108      0.3643    
           6           4           2           2  0.2346      0.2913    
           7           4           2           2  0.2000      0.1696    
           8           4           2           2  0.2572E-15  0.5223E-26
           9           4           2           2 -0.1222E-16  0.2673E-25
          10           4           2           2  0.3108      0.3643    
          11           4           2           2   0.000      -0.000    
          12           4           2           2  0.3101      0.3517    
          13           4           2           2  0.3106      0.3643    
          14           4           2           2 -0.1428E-15  0.5803E-27
          15           4           2           2  0.1934      0.1637    
          16           4           2           2  0.2345      0.2913    
          17           4           2           2  0.1866      0.1696    
          18           4           2           2  0.1894E-15  0.1805E-25
          19           4           2           2  0.1866      0.1696    
          20           4           2           2  0.3807E-14  0.3714E-25
          21           4           2           2  0.2346      0.2913    
          22           4           2           2  0.4315E-01  0.2864E-01
          23           4           2           2  -0.000      -0.000    
          24           4           2           2  0.1866      0.1696    
          25           4           2           2  0.3108      0.3643    
          26           4           2           2  0.3037E-01  0.2634E-01
          27           4           2           2  0.4315E-01  0.2864E-01
          28           4           2           2  0.1894E-15  0.1805E-25
          29           4           2           2 -0.1428E-15  0.5803E-27
          30           4           2           2  0.3108      0.3643    
          31           4           2           2  0.2346      0.2913    
          32           4           2           2  0.1866      0.1696    
          33           4           2           2 -0.3229E-16  0.1069E-24
          34           4           2           2  0.1866      0.1696    
          35           4           2           2 -0.1253E-17  0.3707E-25
          36           4           2           2  0.1806      0.1637    
          37           4           2           2  0.2000      0.1696    
          38           4           2           2  0.1347E-14  0.1594E-25
          39           4           2           2  0.4212E-01  0.2864E-01
          40           4           2           2  0.2630      0.2913    
          41           4           2           2   0.000      -0.000    
          42           4           2           2  0.4145E-01  0.2864E-01
          43           4           2           2  -0.000      -0.000    
          44           4           2           2  0.4212E-01  0.2864E-01
          45           4           2           2  0.1934      0.1637    
          46           4           2           2  0.2346      0.2913    
          47           4           2           2  0.4145E-01  0.2864E-01
          48           4           2           2  0.1347E-14  0.1594E-25
          49           4           2           2  0.1866      0.1696    
          50           4           2           2  0.3807E-14  0.3714E-25
          51           4           2           2  0.1806      0.1637    
          52           4           2           2 -0.1456E-15  0.1805E-25
          53           4           2           2  0.2572E-15  0.5223E-26
          54           4           2           2  0.2000      0.1696    
          55           4           2           2  0.2630      0.2913    
          56           4           2           2  0.3108      0.3643    
          57           4           2           2  0.3101      0.3517    
          58           4           2           2  0.1894E-15  0.1805E-25
          59           4           2           2  0.4315E-01  0.2864E-01
          60           4           2           2  0.3037E-01  0.2634E-01
          61           4           2           2  0.2345      0.2913    
          62           4           2           2  0.2000      0.1696    
          63           4           2           2   0.000      -0.000    
          64           4           2           2  0.4315E-01  0.2864E-01
           1           5           2           2  0.1933E-17  0.7189E-27
           2           5           2           2  0.1253E-02  0.1957E-02
           3           5           2           2  0.3727E-16  0.5065E-26
           4           5           2           2  0.1296E-02  0.1957E-02
           5           5           2           2  0.8805E-02  0.8570E-02
           6           5           2           2  0.5062E-02  0.6612E-02
           7           5           2           2  0.2199E-02  0.1957E-02
           8           5           2           2  0.4470E-15  0.1356E-26
           9           5           2           2   0.000      -0.000    
          10           5           2           2  0.8805E-02  0.8570E-02
          11           5           2           2  0.1933E-17  0.7189E-27
          12           5           2           2  0.1064E-01  0.9132E-02
          13           5           2           2  0.8800E-02  0.8570E-02
          14           5           2           2  0.1242E-15  0.1356E-26
          15           5           2           2  0.2015E-02  0.2085E-02
          16           5           2           2  0.5015E-02  0.6612E-02
          17           5           2           2  0.1253E-02  0.1957E-02
          18           5           2           2  -0.000      -0.000    
          19           5           2           2  0.1253E-02  0.1957E-02
          20           5           2           2  0.4312E-08  0.5683E-13
          21           5           2           2  0.5062E-02  0.6612E-02
          22           5           2           2  0.2372E-02  0.1517E-02
          23           5           2           2  0.7704E-16  0.1116E-26
          24           5           2           2  0.1253E-02  0.1957E-02
          25           5           2           2  0.8805E-02  0.8570E-02
          26           5           2           2  0.3451E-01  0.2950E-01
          27           5           2           2  0.2372E-02  0.1517E-02
          28           5           2           2  -0.000      -0.000    
          29           5           2           2  0.1242E-15  0.1356E-26
          30           5           2           2  0.8805E-02  0.8570E-02
          31           5           2           2  0.5062E-02  0.6612E-02
          32           5           2           2  0.1253E-02  0.1957E-02
          33           5           2           2  0.4876E-16  0.1140E-25
          34           5           2           2  0.1253E-02  0.1957E-02
          35           5           2           2 -0.7071E-17  0.7189E-27
          36           5           2           2  0.2183E-02  0.2085E-02
          37           5           2           2  0.2199E-02  0.1957E-02
          38           5           2           2  0.1630E-15  0.1785E-25
          39           5           2           2  0.2172E-02  0.1517E-02
          40           5           2           2  0.5766E-02  0.6612E-02
          41           5           2           2  0.4483E-17  0.6470E-26
          42           5           2           2  0.1695E-02  0.1517E-02
          43           5           2           2  -0.000      -0.000    
          44           5           2           2  0.2172E-02  0.1517E-02
          45           5           2           2  0.2015E-02  0.2085E-02
          46           5           2           2  0.5062E-02  0.6612E-02
          47           5           2           2  0.1695E-02  0.1517E-02
          48           5           2           2  0.1630E-15  0.1785E-25
          49           5           2           2  0.1296E-02  0.1957E-02
          50           5           2           2  0.4312E-08  0.5683E-13
          51           5           2           2  0.2183E-02  0.2085E-02
          52           5           2           2  0.1970E-15  0.1060E-26
          53           5           2           2  0.4470E-15  0.1356E-26
          54           5           2           2  0.2199E-02  0.1957E-02
          55           5           2           2  0.5766E-02  0.6612E-02
          56           5           2           2  0.8805E-02  0.8570E-02
          57           5           2           2  0.1064E-01  0.9132E-02
          58           5           2           2  -0.000      -0.000    
          59           5           2           2  0.2372E-02  0.1517E-02
          60           5           2           2  0.3451E-01  0.2950E-01
          61           5           2           2  0.5015E-02  0.6612E-02
          62           5           2           2  0.2199E-02  0.1957E-02
          63           5           2           2  0.7704E-16  0.1116E-26
          64           5           2           2  0.2372E-02  0.1517E-02
           1           6           2           2  0.5183E-17  0.2788E-26
           2           6           2           2  0.4941E-02  0.5181E-02
           3           6           2           2  0.2062E-16  0.1402E-26
           4           6           2           2  0.4956E-02  0.5181E-02
           5           6           2           2  0.1334E-02  0.8102E-03
           6           6           2           2  0.5304E-04  0.2057E-03
           7           6           2           2  0.7702E-02  0.5181E-02
           8           6           2           2  0.1525E-14  0.1476E-25
           9           6           2           2 -0.9010E-17  0.2243E-25
          10           6           2           2  0.1334E-02  0.8102E-03
          11           6           2           2  0.5183E-17  0.2788E-26
          12           6           2           2  0.1545E-02  0.8644E-03
          13           6           2           2  0.1321E-02  0.8102E-03
          14           6           2           2   0.000      -0.000    
          15           6           2           2  0.6537E-02  0.5528E-02
          16           6           2           2  0.5453E-04  0.2057E-03
          17           6           2           2  0.4941E-02  0.5181E-02
          18           6           2           2 -0.2697E-15  0.1253E-26
          19           6           2           2  0.4941E-02  0.5181E-02
          20           6           2           2  0.4649E-08  0.3925E-13
          21           6           2           2  0.5304E-04  0.2057E-03
          22           6           2           2  0.2006E-02  0.1482E-02
          23           6           2           2  0.3399E-15  0.4241E-26
          24           6           2           2  0.4941E-02  0.5181E-02
          25           6           2           2  0.1334E-02  0.8102E-03
          26           6           2           2  0.4783E-01  0.3393E-01
          27           6           2           2  0.2006E-02  0.1482E-02
          28           6           2           2 -0.2697E-15  0.1253E-26
          29           6           2           2   0.000      -0.000    
          30           6           2           2  0.1334E-02  0.8102E-03
          31           6           2           2  0.5304E-04  0.2057E-03
          32           6           2           2  0.4941E-02  0.5181E-02
          33           6           2           2  -0.000      -0.000    
          34           6           2           2  0.4941E-02  0.5181E-02
          35           6           2           2 -0.2141E-17  0.6970E-27
          36           6           2           2  0.6820E-02  0.5528E-02
          37           6           2           2  0.7702E-02  0.5181E-02
          38           6           2           2 -0.8274E-15  0.4241E-26
          39           6           2           2  0.1163E-02  0.1482E-02
          40           6           2           2 -0.3961E-03  0.2057E-03
          41           6           2           2  0.2256E-16  0.3415E-25
          42           6           2           2  0.1499E-02  0.1482E-02
          43           6           2           2  -0.000      -0.000    
          44           6           2           2  0.1163E-02  0.1482E-02
          45           6           2           2  0.6537E-02  0.5528E-02
          46           6           2           2  0.5304E-04  0.2057E-03
          47           6           2           2  0.1499E-02  0.1482E-02
          48           6           2           2 -0.8274E-15  0.4241E-26
          49           6           2           2  0.4956E-02  0.5181E-02
          50           6           2           2  0.4649E-08  0.3925E-13
          51           6           2           2  0.6820E-02  0.5528E-02
          52           6           2           2 -0.2696E-15  0.1253E-26
          53           6           2           2  0.1525E-14  0.1476E-25
          54           6           2           2  0.7702E-02  0.5181E-02
          55           6           2           2 -0.3961E-03  0.2057E-03
          56           6           2           2  0.1334E-02  0.8102E-03
          57           6           2           2  0.1545E-02  0.8644E-03
          58           6           2           2 -0.2697E-15  0.1253E-26
          59           6           2           2  0.2006E-02  0.1482E-02
          60           6           2           2  0.4783E-01  0.3393E-01
          61           6           2           2  0.5453E-04  0.2057E-03
          62           6           2           2  0.7702E-02  0.5181E-02
          63           6           2           2  0.3399E-15  0.4241E-26
          64           6           2           2  0.2006E-02  0.1482E-02
           1           1           2           3  0.5645E-17  0.3687E-25
           2           1           2           3 -0.9069E-02 -0.2196E-01
           3           1           2           3 -0.1963E-16  0.1277E-25
           4           1           2           3 -0.9095E-02 -0.2196E-01
           5           1           2           3 -0.2473E-01 -0.2196E-01
           6           1           2           3  0.2935E-01  0.7198E-01
           7           1           2           3 -0.9069E-02 -0.2196E-01
           8           1           2           3  0.9299E-15 -0.1909E-24
           9           1           2           3  0.7890E-17 -0.1277E-25
          10           1           2           3 -0.2473E-01 -0.2196E-01
          11           1           2           3  0.2836E-16  0.3687E-24
          12           1           2           3 -0.2541E-01 -0.2310E-01
          13           1           2           3 -0.2472E-01 -0.2196E-01
          14           1           2           3 -0.5645E-15  0.1909E-24
          15           1           2           3 -0.1108E-01 -0.2310E-01
          16           1           2           3  0.2941E-01  0.7198E-01
          17           1           2           3  0.9558E-02  0.8487E-02
          18           1           2           3 -0.1871E-13 -0.4424E-13
          19           1           2           3  0.9069E-02  0.2196E-01
          20           1           2           3  0.2775E-09 -0.5695E-19
          21           1           2           3  0.1454E-01 -0.4424E-13
          22           1           2           3  0.1454      0.2730    
          23           1           2           3  -0.000      -0.000    
          24           1           2           3  0.9069E-02  0.2196E-01
          25           1           2           3  0.2220E-01  0.2196E-01
          26           1           2           3  0.5719E-02   0.000    
          27           1           2           3  0.1275      0.2730    
          28           1           2           3 -0.1871E-13 -0.4424E-13
          29           1           2           3 -0.6562E-14 -0.5695E-19
          30           1           2           3  0.2220E-01  0.2196E-01
          31           1           2           3  0.1454E-01 -0.4424E-13
          32           1           2           3  0.9558E-02  0.8487E-02
          33           1           2           3 -0.1184E-16  0.1916E-25
          34           1           2           3 -0.9558E-02 -0.8487E-02
          35           1           2           3 -0.4726E-17 -0.6146E-25
          36           1           2           3 -0.9596E-02 -0.8927E-02
          37           1           2           3 -0.8584E-02 -0.8487E-02
          38           1           2           3  0.9672E-14   0.000    
          39           1           2           3 -0.1275     -0.2730    
          40           1           2           3 -0.3043E-01 -0.7198E-01
          41           1           2           3 -0.9409E-17 -0.6146E-25
          42           1           2           3 -0.1454     -0.2730    
          43           1           2           3   0.000      -0.000    
          44           1           2           3 -0.1275     -0.2730    
          45           1           2           3 -0.9821E-02 -0.8927E-02
          46           1           2           3 -0.2935E-01 -0.7198E-01
          47           1           2           3 -0.1454     -0.2730    
          48           1           2           3  0.9672E-14   0.000    
          49           1           2           3  0.9554E-02  0.8487E-02
          50           1           2           3  0.3368E-09 -0.1139E-18
          51           1           2           3  0.1108E-01  0.2310E-01
          52           1           2           3  0.4685E-13  0.1106E-12
          53           1           2           3 -0.1312E-13 -0.1139E-18
          54           1           2           3  0.8584E-02  0.8487E-02
          55           1           2           3 -0.1454E-01  0.4424E-13
          56           1           2           3  0.2473E-01  0.2196E-01
          57           1           2           3  0.2541E-01  0.2310E-01
          58           1           2           3  0.1804E-13  0.4424E-13
          59           1           2           3  0.1454      0.2730    
          60           1           2           3 -0.5719E-02  -0.000    
          61           1           2           3 -0.1458E-01  0.1106E-12
          62           1           2           3  0.9069E-02  0.2196E-01
          63           1           2           3   0.000       0.000    
          64           1           2           3  0.1454      0.2730    
           1           2           2           3  0.3770E-16  0.5402E-25
           2           2           2           3  0.9455E-01  0.9293E-01
           3           2           2           3 -0.1561E-15 -0.4077E-25
           4           2           2           3  0.9450E-01  0.9293E-01
           5           2           2           3  0.1077      0.9293E-01
           6           2           2           3  0.4172      0.3668    
           7           2           2           3  0.9455E-01  0.9293E-01
           8           2           2           3  0.7520E-15 -0.4479E-25
           9           2           2           3 -0.2639E-16  0.4077E-25
          10           2           2           3  0.1077      0.9293E-01
          11           2           2           3  0.1545E-16  0.6482E-24
          12           2           2           3  0.1038      0.9233E-01
          13           2           2           3  0.1075      0.9293E-01
          14           2           2           3 -0.2761E-15  0.4479E-25
          15           2           2           3  0.9735E-01  0.9234E-01
          16           2           2           3  0.4170      0.3668    
          17           2           2           3  0.2328E-01  0.2008E-01
          18           2           2           3  -0.000      -0.000    
          19           2           2           3 -0.9455E-01 -0.9293E-01
          20           2           2           3  0.2584E-08 -0.1539E-18
          21           2           2           3 -0.1637E-01   0.000    
          22           2           2           3  0.2392      0.3397    
          23           2           2           3  0.4843E-13  0.1070E-12
          24           2           2           3 -0.9455E-01 -0.9293E-01
          25           2           2           3 -0.8801E-01 -0.9293E-01
          26           2           2           3  0.1531E-01 -0.1070E-12
          27           2           2           3  0.2578      0.3396    
          28           2           2           3  -0.000      -0.000    
          29           2           2           3  0.4364E-15 -0.1539E-18
          30           2           2           3 -0.8801E-01 -0.9293E-01
          31           2           2           3 -0.1637E-01   0.000    
          32           2           2           3  0.2328E-01  0.2008E-01
          33           2           2           3 -0.4399E-16  0.6795E-25
          34           2           2           3 -0.2328E-01 -0.2008E-01
          35           2           2           3 -0.3863E-17 -0.1621E-24
          36           2           2           3 -0.2207E-01 -0.1996E-01
          37           2           2           3 -0.1902E-01 -0.2008E-01
          38           2           2           3 -0.1510E-13  0.1055E-24
          39           2           2           3 -0.2578     -0.3397    
          40           2           2           3 -0.3967     -0.3668    
          41           2           2           3 -0.1131E-15 -0.1621E-24
          42           2           2           3 -0.2392     -0.3397    
          43           2           2           3  -0.000      -0.000    
          44           2           2           3 -0.2578     -0.3397    
          45           2           2           3 -0.2243E-01 -0.1996E-01
          46           2           2           3 -0.4172     -0.3668    
          47           2           2           3 -0.2392     -0.3397    
          48           2           2           3 -0.1510E-13  0.1055E-24
          49           2           2           3  0.2324E-01  0.2008E-01
          50           2           2           3  0.5693E-08 -0.9235E-18
          51           2           2           3 -0.9734E-01 -0.9233E-01
          52           2           2           3  0.2576E-12  0.2382E-12
          53           2           2           3  0.2619E-14 -0.9235E-18
          54           2           2           3  0.1902E-01  0.2008E-01
          55           2           2           3  0.1637E-01  -0.000    
          56           2           2           3 -0.1077     -0.9293E-01
          57           2           2           3 -0.1038     -0.9233E-01
          58           2           2           3   0.000       0.000    
          59           2           2           3  0.2392      0.3397    
          60           2           2           3 -0.1531E-01  0.1070E-12
          61           2           2           3  0.1602E-01  0.2382E-12
          62           2           2           3 -0.9455E-01 -0.9293E-01
          63           2           2           3  0.4843E-13  0.1070E-12
          64           2           2           3  0.2392      0.3397    
           1           3           2           3  0.4745E-17 -0.1331E-26
           2           3           2           3  0.6452E-02  0.1901E-01
           3           3           2           3  0.2399E-16 -0.5248E-25
           4           3           2           3  0.6490E-02  0.1901E-01
           5           3           2           3  0.1156E-01  0.1901E-01
           6           3           2           3  0.8977E-01  0.7747E-01
           7           3           2           3  0.6452E-02  0.1901E-01
           8           3           2           3 -0.6243E-15  0.2790E-26
           9           3           2           3 -0.1288E-16  0.5248E-25
          10           3           2           3  0.1156E-01  0.1901E-01
          11           3           2           3  0.4605E-17  0.5325E-26
          12           3           2           3  0.1178E-01  0.1938E-01
          13           3           2           3  0.1129E-01  0.1901E-01
          14           3           2           3 -0.9103E-16 -0.2790E-26
          15           3           2           3  0.1263E-01  0.1938E-01
          16           3           2           3  0.9004E-01  0.7747E-01
          17           3           2           3  0.4308E-02  0.7083E-02
          18           3           2           3  0.1937E-13  0.2112E-13
          19           3           2           3 -0.6452E-02 -0.1901E-01
          20           3           2           3 -0.3090E-11  0.1381E-22
          21           3           2           3 -0.5319E-02  0.2112E-13
          22           3           2           3  0.8555      0.8998    
          23           3           2           3 -0.1802E-12 -0.1747E-12
          24           3           2           3 -0.6452E-02 -0.1901E-01
          25           3           2           3 -0.9959E-02 -0.1901E-01
          26           3           2           3 -0.1402      0.1747E-12
          27           3           2           3  0.8739      0.8998    
          28           3           2           3  0.1937E-13  0.2112E-13
          29           3           2           3 -0.6230E-15  0.1381E-22
          30           3           2           3 -0.9959E-02 -0.1901E-01
          31           3           2           3 -0.5319E-02  0.2112E-13
          32           3           2           3  0.4308E-02  0.7083E-02
          33           3           2           3  0.2577E-16 -0.1050E-24
          34           3           2           3 -0.4308E-02 -0.7083E-02
          35           3           2           3  0.2303E-17  0.2663E-26
          36           3           2           3 -0.4120E-02 -0.7220E-02
          37           3           2           3 -0.3710E-02 -0.7083E-02
          38           3           2           3  0.1604E-13 -0.1999E-25
          39           3           2           3 -0.8739     -0.8998    
          40           3           2           3 -0.7102E-01 -0.7747E-01
          41           3           2           3 -0.9490E-17  0.2663E-26
          42           3           2           3 -0.8555     -0.8998    
          43           3           2           3  -0.000      -0.000    
          44           3           2           3 -0.8739     -0.8998    
          45           3           2           3 -0.4390E-02 -0.7220E-02
          46           3           2           3 -0.8977E-01 -0.7747E-01
          47           3           2           3 -0.8555     -0.8998    
          48           3           2           3  0.1604E-13 -0.1999E-25
          49           3           2           3  0.4206E-02  0.7083E-02
          50           3           2           3 -0.2253E-11 -0.6906E-22
          51           3           2           3 -0.1263E-01 -0.1938E-01
          52           3           2           3 -0.6473E-14 -0.7042E-14
          53           3           2           3  0.3115E-14 -0.6906E-22
          54           3           2           3  0.3710E-02  0.7083E-02
          55           3           2           3  0.5319E-02 -0.2112E-13
          56           3           2           3 -0.1156E-01 -0.1901E-01
          57           3           2           3 -0.1178E-01 -0.1938E-01
          58           3           2           3 -0.2448E-13 -0.2112E-13
          59           3           2           3  0.8555      0.8998    
          60           3           2           3  0.1402     -0.1747E-12
          61           3           2           3  0.5530E-02 -0.7042E-14
          62           3           2           3 -0.6452E-02 -0.1901E-01
          63           3           2           3 -0.1802E-12 -0.1747E-12
          64           3           2           3  0.8555      0.8998    
           1           4           2           3   0.000      -0.000    
           2           4           2           3  0.2121      0.2486    
           3           4           2           3  -0.000       0.000    
           4           4           2           3  0.2119      0.2486    
           5           4           2           3  0.2931      0.2486    
           6           4           2           3  0.2630      0.2913    
           7           4           2           3  0.2121      0.2486    
           8           4           2           3 -0.4284E-15  0.1741E-26
           9           4           2           3 -0.1312E-16  -0.000    
          10           4           2           3  0.2931      0.2486    
          11           4           2           3   0.000      -0.000    
          12           4           2           3  0.2648      0.2400    
          13           4           2           3  0.2931      0.2486    
          14           4           2           3 -0.8575E-16 -0.1741E-26
          15           4           2           3  0.2116      0.2400    
          16           4           2           3  0.2629      0.2913    
          17           4           2           3  0.2000      0.1696    
          18           4           2           3 -0.5839E-13 -0.7251E-13
          19           4           2           3 -0.2121     -0.2486    
          20           4           2           3  0.1142E-14 -0.4643E-26
          21           4           2           3 -0.7609E-03 -0.7251E-13
          22           4           2           3  0.4212E-01  0.2864E-01
          23           4           2           3   0.000       0.000    
          24           4           2           3 -0.2121     -0.2486    
          25           4           2           3 -0.2735     -0.2486    
          26           4           2           3  0.3274E-03  -0.000    
          27           4           2           3  0.4145E-01  0.2864E-01
          28           4           2           3 -0.5839E-13 -0.7251E-13
          29           4           2           3 -0.4759E-15 -0.4643E-26
          30           4           2           3 -0.2735     -0.2486    
          31           4           2           3 -0.7609E-03 -0.7251E-13
          32           4           2           3  0.2000      0.1696    
          33           4           2           3 -0.2624E-16  -0.000    
          34           4           2           3 -0.2000     -0.1696    
          35           4           2           3  0.1243E-17  -0.000    
          36           4           2           3 -0.1934     -0.1637    
          37           4           2           3 -0.1866     -0.1696    
          38           4           2           3  0.2547E-15  -0.000    
          39           4           2           3 -0.4145E-01 -0.2864E-01
          40           4           2           3 -0.2346     -0.2913    
          41           4           2           3  -0.000       0.000    
          42           4           2           3 -0.4212E-01 -0.2864E-01
          43           4           2           3  -0.000      -0.000    
          44           4           2           3 -0.4145E-01 -0.2864E-01
          45           4           2           3 -0.1806     -0.1637    
          46           4           2           3 -0.2630     -0.2913    
          47           4           2           3 -0.4212E-01 -0.2864E-01
          48           4           2           3  0.2547E-15  -0.000    
          49           4           2           3  0.2000      0.1696    
          50           4           2           3  0.6860E-15  0.1393E-25
          51           4           2           3 -0.2116     -0.2400    
          52           4           2           3 -0.5837E-13 -0.7251E-13
          53           4           2           3  0.1428E-14  0.1393E-25
          54           4           2           3  0.1866      0.1696    
          55           4           2           3  0.7609E-03  0.7251E-13
          56           4           2           3 -0.2931     -0.2486    
          57           4           2           3 -0.2648     -0.2400    
          58           4           2           3  0.6546E-13  0.7251E-13
          59           4           2           3  0.4212E-01  0.2864E-01
          60           4           2           3 -0.3274E-03   0.000    
          61           4           2           3  0.5851E-03 -0.7251E-13
          62           4           2           3 -0.2121     -0.2486    
          63           4           2           3  -0.000      -0.000    
          64           4           2           3  0.4212E-01  0.2864E-01
           1           5           2           3 -0.7071E-17  0.7189E-27
           2           5           2           3 -0.4208E-02 -0.4095E-02
           3           5           2           3  0.3973E-17  -0.000    
           4           5           2           3 -0.4205E-02 -0.4095E-02
           5           5           2           3 -0.4602E-02 -0.4095E-02
           6           5           2           3  0.5766E-02  0.6612E-02
           7           5           2           3 -0.4208E-02 -0.4095E-02
           8           5           2           3 -0.1242E-15 -0.1356E-26
           9           5           2           3  -0.000      -0.000    
          10           5           2           3 -0.4602E-02 -0.4095E-02
          11           5           2           3 -0.1494E-17 -0.2157E-26
          12           5           2           3 -0.4569E-02 -0.4363E-02
          13           5           2           3 -0.4707E-02 -0.4095E-02
          14           5           2           3  0.4470E-15  0.1356E-26
          15           5           2           3 -0.5086E-02 -0.4363E-02
          16           5           2           3  0.5728E-02  0.6612E-02
          17           5           2           3  0.2199E-02  0.1957E-02
          18           5           2           3   0.000       0.000    
          19           5           2           3  0.4208E-02  0.4095E-02
          20           5           2           3  0.8043E-09  0.8779E-20
          21           5           2           3 -0.4923E-03  -0.000    
          22           5           2           3  0.2172E-02  0.1517E-02
          23           5           2           3  0.6711E-14  0.5738E-14
          24           5           2           3  0.4208E-02  0.4095E-02
          25           5           2           3  0.2622E-02  0.4095E-02
          26           5           2           3 -0.3961E-03 -0.5738E-14
          27           5           2           3  0.1695E-02  0.1517E-02
          28           5           2           3   0.000       0.000    
          29           5           2           3  0.6660E-15  0.8779E-20
          30           5           2           3  0.2622E-02  0.4095E-02
          31           5           2           3 -0.4923E-03  -0.000    
          32           5           2           3  0.2199E-02  0.1957E-02
          33           5           2           3  0.5591E-16  0.7597E-26
          34           5           2           3 -0.2199E-02 -0.1957E-02
          35           5           2           3  0.1494E-17  0.2157E-26
          36           5           2           3 -0.2015E-02 -0.2085E-02
          37           5           2           3 -0.1253E-02 -0.1957E-02
          38           5           2           3  0.3082E-15  0.4463E-26
          39           5           2           3 -0.1695E-02 -0.1517E-02
          40           5           2           3 -0.5062E-02 -0.6612E-02
          41           5           2           3 -0.2121E-16  0.2157E-26
          42           5           2           3 -0.2172E-02 -0.1517E-02
          43           5           2           3   0.000      -0.000    
          44           5           2           3 -0.1695E-02 -0.1517E-02
          45           5           2           3 -0.2183E-02 -0.2085E-02
          46           5           2           3 -0.5766E-02 -0.6612E-02
          47           5           2           3 -0.2172E-02 -0.1517E-02
          48           5           2           3  0.3082E-15  0.4463E-26
          49           5           2           3  0.2249E-02  0.1957E-02
          50           5           2           3  0.2894E-08  0.8779E-20
          51           5           2           3  0.5086E-02  0.4363E-02
          52           5           2           3  0.2008E-14  0.2647E-14
          53           5           2           3  0.6660E-15  0.8779E-20
          54           5           2           3  0.1253E-02  0.1957E-02
          55           5           2           3  0.4923E-03   0.000    
          56           5           2           3  0.4602E-02  0.4095E-02
          57           5           2           3  0.4569E-02  0.4363E-02
          58           5           2           3  -0.000      -0.000    
          59           5           2           3  0.2172E-02  0.1517E-02
          60           5           2           3  0.3961E-03  0.5738E-14
          61           5           2           3  0.4919E-03  0.2647E-14
          62           5           2           3  0.4208E-02  0.4095E-02
          63           5           2           3  0.6711E-14  0.5738E-14
          64           5           2           3  0.2172E-02  0.1517E-02
           1           6           2           3 -0.4282E-17  0.1394E-26
           2           6           2           3 -0.3373E-02 -0.2049E-02
           3           6           2           3  0.2252E-17 -0.5607E-26
           4           6           2           3 -0.3340E-02 -0.2049E-02
           5           6           2           3 -0.3046E-02 -0.2049E-02
           6           6           2           3 -0.3961E-03  0.2057E-03
           7           6           2           3 -0.3373E-02 -0.2049E-02
           8           6           2           3 -0.4729E-15   0.000    
           9           6           2           3  0.8250E-16  0.5607E-26
          10           6           2           3 -0.3046E-02 -0.2049E-02
          11           6           2           3  0.6446E-17  0.9757E-26
          12           6           2           3 -0.2697E-02 -0.2186E-02
          13           6           2           3 -0.3053E-02 -0.2049E-02
          14           6           2           3   0.000       0.000    
          15           6           2           3 -0.3906E-02 -0.2186E-02
          16           6           2           3 -0.3945E-03  0.2057E-03
          17           6           2           3  0.7702E-02  0.5181E-02
          18           6           2           3 -0.1309E-15 -0.5076E-15
          19           6           2           3  0.3373E-02  0.2049E-02
          20           6           2           3  0.7712E-09  -0.000    
          21           6           2           3  0.1093E-03 -0.5076E-15
          22           6           2           3  0.1163E-02  0.1482E-02
          23           6           2           3  0.1691E-13  0.1199E-13
          24           6           2           3  0.3373E-02  0.2049E-02
          25           6           2           3  0.1954E-02  0.2049E-02
          26           6           2           3 -0.9614E-03 -0.1199E-13
          27           6           2           3  0.1499E-02  0.1482E-02
          28           6           2           3 -0.1309E-15 -0.5076E-15
          29           6           2           3   0.000       0.000    
          30           6           2           3  0.1954E-02  0.2049E-02
          31           6           2           3  0.1093E-03 -0.5076E-15
          32           6           2           3  0.7702E-02  0.5181E-02
          33           6           2           3  -0.000      -0.000    
          34           6           2           3 -0.7702E-02 -0.5181E-02
          35           6           2           3 -0.3223E-17 -0.4879E-26
          36           6           2           3 -0.6537E-02 -0.5528E-02
          37           6           2           3 -0.4941E-02 -0.5181E-02
          38           6           2           3  0.3399E-15  0.4241E-26
