 nk, la, al, be, mode_kap, mode_kap_RTA
          35           5           1           2  -0.000       0.000    
          36           5           1           2  0.5991E-02  0.4363E-02
          37           5           1           2 -0.4844E-02 -0.4095E-02
          38           5           1           2 -0.5173E-03 -0.2295E-13
          39           5           1           2 -0.2547E-02 -0.1517E-02
          40           5           1           2  0.2367E-15  0.2206E-15
          41           5           1           2   0.000       0.000    
          42           5           1           2  0.2108E-02  0.1517E-02
          43           5           1           2   0.000      -0.000    
          44           5           1           2  0.2547E-02  0.1517E-02
          45           5           1           2 -0.4665E-02 -0.4363E-02
          46           5           1           2 -0.1985E-15 -0.2206E-15
          47           5           1           2 -0.2108E-02 -0.1517E-02
          48           5           1           2  0.5173E-03  0.2295E-13
          49           5           1           2 -0.3874E-02 -0.4095E-02
          50           5           1           2   0.000       0.000    
          51           5           1           2 -0.2862E-02 -0.2085E-02
          52           5           1           2  0.2537E-03  0.2647E-14
          53           5           1           2   0.000       0.000    
          54           5           1           2  0.4844E-02  0.4095E-02
          55           5           1           2 -0.7092E-02 -0.6612E-02
          56           5           1           2  0.4728E-02  0.4095E-02
          57           5           1           2 -0.5325E-02 -0.4363E-02
          58           5           1           2 -0.8474E-03  -0.000    
          59           5           1           2 -0.2976E-02 -0.1517E-02
          60           5           1           2  0.1209E-13  0.9563E-14
          61           5           1           2  0.4902E-02  0.6612E-02
          62           5           1           2  0.2315E-02  0.1957E-02
          63           5           1           2  0.5318E-15  0.1860E-26
          64           5           1           2  0.2976E-02  0.1517E-02
           1           6           1           2  0.7764E-16  0.3485E-27
           2           6           1           2  0.4210E-02  0.5181E-02
           3           6           1           2 -0.1483E-15 -0.1402E-26
           4           6           1           2  0.5090E-02  0.5181E-02
           5           6           1           2 -0.4590E-02 -0.2049E-02
           6           6           1           2 -0.3113E-15  0.7614E-15
           7           6           1           2 -0.7297E-02 -0.5181E-02
           8           6           1           2  -0.000      -0.000    
           9           6           1           2 -0.1627E-15  0.5607E-26
          10           6           1           2  0.4590E-02  0.2049E-02
          11           6           1           2  0.7764E-16  0.3485E-27
          12           6           1           2  0.4092E-02  0.2186E-02
          13           6           1           2 -0.2834E-02 -0.2049E-02
          14           6           1           2   0.000      -0.000    
          15           6           1           2 -0.5812E-02 -0.5528E-02
          16           6           1           2  0.4920E-32  0.1249E-31
          17           6           1           2 -0.1665E-02 -0.2049E-02
          18           6           1           2  0.2054E-03 -0.5075E-15
          19           6           1           2 -0.4210E-02 -0.5181E-02
          20           6           1           2  0.3887E-15  0.2675E-20
          21           6           1           2 -0.8410E-04  0.2057E-03
          22           6           1           2  0.2171E-02  0.1482E-02
          23           6           1           2  0.1013E-14  0.4594E-26
          24           6           1           2  0.4210E-02  0.5181E-02
          25           6           1           2 -0.4590E-02 -0.2049E-02
          26           6           1           2  0.1993E-13  0.1299E-13
          27           6           1           2 -0.2171E-02 -0.1482E-02
          28           6           1           2 -0.2054E-03  0.5075E-15
          29           6           1           2  0.1627E-15  -0.000    
          30           6           1           2  0.4590E-02  0.2049E-02
          31           6           1           2  0.8410E-04 -0.2057E-03
          32           6           1           2  0.1665E-02  0.2049E-02
          33           6           1           2  -0.000      -0.000    
          34           6           1           2  0.1665E-02  0.2049E-02
          35           6           1           2  -0.000      -0.000    
          36           6           1           2  0.2826E-02  0.2186E-02
          37           6           1           2 -0.2886E-02 -0.2049E-02
          38           6           1           2  0.1153E-02 -0.1199E-13
          39           6           1           2 -0.1847E-02 -0.1482E-02
          40           6           1           2  0.2172E-14 -0.7613E-15
          41           6           1           2   0.000       0.000    
          42           6           1           2  0.1865E-02  0.1482E-02
          43           6           1           2   0.000      -0.000    
          44           6           1           2  0.1847E-02  0.1482E-02
          45           6           1           2 -0.2298E-02 -0.2186E-02
          46           6           1           2 -0.3113E-15  0.7614E-15
          47           6           1           2 -0.1865E-02 -0.1482E-02
          48           6           1           2 -0.1153E-02  0.1199E-13
          49           6           1           2 -0.2013E-02 -0.2049E-02
          50           6           1           2  0.5515E-31  0.3794E-36
          51           6           1           2 -0.7146E-02 -0.5528E-02
          52           6           1           2 -0.3605E-04  0.5075E-15
          53           6           1           2  0.2357E-31  0.2327E-42
          54           6           1           2  0.2886E-02  0.2049E-02
          55           6           1           2  0.5869E-03 -0.2057E-03
          56           6           1           2  0.4590E-02  0.2049E-02
          57           6           1           2 -0.4092E-02 -0.2186E-02
          58           6           1           2  0.2054E-03 -0.5075E-15
          59           6           1           2 -0.2171E-02 -0.1482E-02
          60           6           1           2 -0.1993E-13 -0.1299E-13
          61           6           1           2  0.8103E-04  0.2057E-03
          62           6           1           2  0.7297E-02  0.5181E-02
          63           6           1           2 -0.1013E-14 -0.4594E-26
          64           6           1           2  0.2171E-02  0.1482E-02
           1           1           1           3  0.4301E-15 -0.4609E-26
           2           1           1           3 -0.3221E-01 -0.2195E-01
           3           1           1           3 -0.4621E-15 -0.6385E-26
           4           1           1           3 -0.3227E-01 -0.2195E-01
           5           1           1           3  0.1511E-01  0.8486E-02
           6           1           1           3 -0.1436E-13 -0.9218E-14
           7           1           1           3  0.3221E-01  0.2195E-01
           8           1           1           3   0.000       0.000    
           9           1           1           3 -0.4483E-15  0.1916E-25
          10           1           1           3 -0.1511E-01 -0.8486E-02
          11           1           1           3  0.2585E-15 -0.4609E-25
          12           1           1           3 -0.1775E-01 -0.8927E-02
          13           1           1           3  0.1520E-01  0.8486E-02
          14           1           1           3   0.000       0.000    
          15           1           1           3  0.3516E-01  0.2310E-01
          16           1           1           3  0.1014E-29  0.6391E-30
          17           1           1           3 -0.3910E-01 -0.2196E-01
          18           1           1           3  0.1113      0.7198E-01
          19           1           1           3 -0.3221E-01 -0.2195E-01
          20           1           1           3 -0.1535E-14 -0.1477E-25
          21           1           1           3  0.3598E-02 -0.4424E-13
          22           1           1           3  0.3994      0.2730    
          23           1           1           3 -0.7091E-12 -0.5693E-12
          24           1           1           3  0.3221E-01  0.2195E-01
          25           1           1           3 -0.1323E-01 -0.8486E-02
          26           1           1           3  0.3327E-13  -0.000    
          27           1           1           3 -0.4031     -0.2730    
          28           1           1           3 -0.1113     -0.7198E-01
          29           1           1           3 -0.9925E-15  0.8814E-20
          30           1           1           3  0.1323E-01  0.8486E-02
          31           1           1           3 -0.3598E-02  0.4424E-13
          32           1           1           3  0.3910E-01  0.2196E-01
          33           1           1           3   0.000      -0.000    
          34           1           1           3 -0.3910E-01 -0.2196E-01
          35           1           1           3  0.2539E-30 -0.4527E-40
          36           1           1           3 -0.4051E-01 -0.2310E-01
          37           1           1           3  0.3422E-01  0.2196E-01
          38           1           1           3 -0.2231E-01   0.000    
          39           1           1           3  0.4031      0.2729    
          40           1           1           3 -0.1425E-13 -0.9218E-14
          41           1           1           3 -0.4225E-30  0.4527E-41
          42           1           1           3 -0.3993     -0.2729    
          43           1           1           3   0.000      -0.000    
          44           1           1           3 -0.4031     -0.2729    
          45           1           1           3  0.4594E-01  0.2310E-01
          46           1           1           3  0.1436E-13  0.9218E-14
          47           1           1           3  0.3993      0.2729    
          48           1           1           3  0.2231E-01  -0.000    
          49           1           1           3 -0.3934E-01 -0.2196E-01
          50           1           1           3 -0.7102E-31 -0.1899E-41
          51           1           1           3 -0.3516E-01 -0.2310E-01
          52           1           1           3  0.1122      0.7198E-01
          53           1           1           3 -0.6382E-31  0.5667E-36
          54           1           1           3  0.3422E-01  0.2196E-01
          55           1           1           3  0.3598E-02 -0.4424E-13
          56           1           1           3  0.1511E-01  0.8486E-02
          57           1           1           3 -0.1775E-01 -0.8927E-02
          58           1           1           3 -0.1121     -0.7198E-01
          59           1           1           3 -0.3994     -0.2730    
          60           1           1           3  0.3327E-13  -0.000    
          61           1           1           3 -0.5848E-02  0.1106E-12
          62           1           1           3  0.3221E-01  0.2195E-01
          63           1           1           3  0.7091E-12  0.5693E-12
          64           1           1           3  0.3994      0.2730    
           1           2           1           3 -0.2221E-14  0.3376E-25
           2           2           1           3  0.9089E-01  0.9293E-01
           3           2           1           3  0.1392E-14 -0.4077E-25
           4           2           1           3  0.9139E-01  0.9293E-01
           5           2           1           3  0.1943E-01  0.2008E-01
           6           2           1           3  0.5437E-14  0.4963E-14
           7           2           1           3 -0.9089E-01 -0.9293E-01
           8           2           1           3  0.4422E-24  0.1246E-35
           9           2           1           3  0.9948E-16 -0.4756E-25
          10           2           1           3 -0.1943E-01 -0.2008E-01
          11           2           1           3 -0.3005E-14  0.4051E-24
          12           2           1           3 -0.1629E-01 -0.1996E-01
          13           2           1           3  0.1995E-01  0.2008E-01
          14           2           1           3  0.3048E-24  0.7478E-35
          15           2           1           3 -0.9613E-01 -0.9234E-01
          16           2           1           3 -0.1251E-29 -0.1149E-29
          17           2           1           3  0.8988E-01  0.9293E-01
          18           2           1           3  0.3930      0.3668    
          19           2           1           3  0.9089E-01  0.9293E-01
          20           2           1           3 -0.2317E-14 -0.6532E-26
          21           2           1           3  0.1265E-01   0.000    
          22           2           1           3  0.3920      0.3397    
          23           2           1           3 -0.3649E-12 -0.2808E-12
          24           2           1           3 -0.9089E-01 -0.9293E-01
          25           2           1           3 -0.1279E-01 -0.2008E-01
          26           2           1           3  0.1319E-13  0.7914E-25
          27           2           1           3 -0.4180     -0.3396    
          28           2           1           3 -0.3930     -0.3668    
          29           2           1           3 -0.1161E-14  0.1347E-18
          30           2           1           3  0.1279E-01  0.2008E-01
          31           2           1           3 -0.1265E-01  -0.000    
          32           2           1           3 -0.8988E-01 -0.9293E-01
          33           2           1           3   0.000      -0.000    
          34           2           1           3  0.8988E-01  0.9293E-01
          35           2           1           3  -0.000       0.000    
          36           2           1           3  0.9402E-01  0.9234E-01
          37           2           1           3 -0.5919E-01 -0.9293E-01
          38           2           1           3 -0.1783E-01 -0.1070E-12
          39           2           1           3  0.4180      0.3396    
          40           2           1           3  0.5317E-14  0.4963E-14
          41           2           1           3   0.000      -0.000    
          42           2           1           3 -0.3919     -0.3396    
          43           2           1           3   0.000      -0.000    
          44           2           1           3 -0.4180     -0.3396    
          45           2           1           3 -0.7537E-01 -0.9233E-01
          46           2           1           3 -0.5437E-14 -0.4963E-14
          47           2           1           3  0.3919      0.3396    
          48           2           1           3  0.1783E-01  0.1070E-12
          49           2           1           3  0.9230E-01  0.9293E-01
          50           2           1           3 -0.4543E-31 -0.1114E-41
          51           2           1           3  0.9613E-01  0.9234E-01
          52           2           1           3  0.3937      0.3668    
          53           2           1           3 -0.3300E-31  0.3829E-35
          54           2           1           3 -0.5919E-01 -0.9293E-01
          55           2           1           3  0.1265E-01   0.000    
          56           2           1           3  0.1943E-01  0.2008E-01
          57           2           1           3 -0.1629E-01 -0.1996E-01
          58           2           1           3 -0.4019     -0.3668    
          59           2           1           3 -0.3920     -0.3397    
          60           2           1           3  0.1319E-13  0.7914E-25
          61           2           1           3 -0.9004E-02  0.2382E-12
          62           2           1           3 -0.9089E-01 -0.9293E-01
          63           2           1           3  0.3649E-12  0.2808E-12
          64           2           1           3  0.3920      0.3397    
           1           3           1           3  0.1011E-15  0.4992E-27
           2           3           1           3  0.9958E-02  0.1901E-01
           3           3           1           3  0.3218E-15  0.1749E-25
           4           3           1           3  0.1045E-01  0.1901E-01
           5           3           1           3  0.6304E-02  0.7083E-02
           6           3           1           3  0.6279E-14  0.6455E-14
           7           3           1           3 -0.9958E-02 -0.1901E-01
           8           3           1           3 -0.1360E-27  0.2492E-39
           9           3           1           3 -0.2531E-15  0.3499E-25
          10           3           1           3 -0.6304E-02 -0.7083E-02
          11           3           1           3  0.8044E-16 -0.1997E-26
          12           3           1           3 -0.2273E-02 -0.7220E-02
          13           3           1           3  0.7111E-02  0.7083E-02
          14           3           1           3 -0.2379E-27 -0.1246E-38
          15           3           1           3 -0.1329E-01 -0.1938E-01
          16           3           1           3 -0.1044E-30 -0.1030E-30
          17           3           1           3  0.1692E-01  0.1901E-01
          18           3           1           3  0.5314E-01  0.7747E-01
          19           3           1           3  0.9958E-02  0.1901E-01
          20           3           1           3  0.2539E-15 -0.4650E-27
          21           3           1           3 -0.8245E-02  0.2112E-13
          22           3           1           3  0.7997      0.8998    
          23           3           1           3  0.2974E-12  0.2912E-12
          24           3           1           3 -0.9958E-02 -0.1901E-01
          25           3           1           3 -0.5833E-02 -0.7083E-02
          26           3           1           3 -0.9469E-14  0.1332E-25
          27           3           1           3 -0.7995     -0.8998    
          28           3           1           3 -0.5314E-01 -0.7747E-01
          29           3           1           3  0.9860E-15 -0.1151E-22
          30           3           1           3  0.5833E-02  0.7083E-02
          31           3           1           3  0.8245E-02 -0.2112E-13
          32           3           1           3 -0.1692E-01 -0.1901E-01
          33           3           1           3  -0.000       0.000    
          34           3           1           3  0.1692E-01  0.1901E-01
          35           3           1           3 -0.7833E-32  0.1944E-42
          36           3           1           3  0.8084E-02  0.1938E-01
          37           3           1           3 -0.1566E-01 -0.1901E-01
          38           3           1           3 -0.1242      0.1747E-12
          39           3           1           3  0.7995      0.8998    
          40           3           1           3  0.4428E-14  0.6455E-14
          41           3           1           3  0.9844E-32  0.4861E-43
          42           3           1           3 -0.7997     -0.8998    
          43           3           1           3   0.000      -0.000    
          44           3           1           3 -0.7995     -0.8998    
          45           3           1           3 -0.6102E-02 -0.1938E-01
          46           3           1           3 -0.6279E-14 -0.6455E-14
          47           3           1           3  0.7997      0.8998    
          48           3           1           3  0.1242     -0.1747E-12
          49           3           1           3  0.1909E-01  0.1901E-01
          50           3           1           3  0.3872E-31  0.2028E-42
          51           3           1           3  0.1329E-01  0.1938E-01
          52           3           1           3  0.5489E-01  0.7747E-01
          53           3           1           3  0.8600E-31 -0.1004E-38
          54           3           1           3 -0.1566E-01 -0.1901E-01
          55           3           1           3 -0.8245E-02  0.2112E-13
          56           3           1           3  0.6304E-02  0.7083E-02
          57           3           1           3 -0.2273E-02 -0.7220E-02
          58           3           1           3 -0.7535E-01 -0.7747E-01
          59           3           1           3 -0.7997     -0.8998    
          60           3           1           3 -0.9469E-14  0.1332E-25
          61           3           1           3  0.9892E-02 -0.7042E-14
          62           3           1           3 -0.9958E-02 -0.1901E-01
          63           3           1           3 -0.2974E-12 -0.2912E-12
          64           3           1           3  0.7997      0.8998    
           1           4           1           3  0.3154E-16 -0.4633E-26
           2           4           1           3  0.2213      0.2486    
           3           4           1           3 -0.9670E-16 -0.8910E-26
           4           4           1           3  0.2155      0.2486    
           5           4           1           3  0.2046      0.1696    
           6           4           1           3 -0.2490E-13 -0.2719E-13
           7           4           1           3 -0.2213     -0.2486    
           8           4           1           3   0.000      -0.000    
           9           4           1           3  0.1294E-15   0.000    
          10           4           1           3 -0.2046     -0.1696    
          11           4           1           3 -0.1376E-16  -0.000    
          12           4           1           3 -0.1824     -0.1637    
          13           4           1           3  0.2040      0.1696    
          14           4           1           3   0.000       0.000    
          15           4           1           3 -0.2171     -0.2400    
          16           4           1           3  0.3463E-30  0.3879E-30
          17           4           1           3  0.2998      0.2486    
          18           4           1           3  0.2408      0.2913    
          19           4           1           3  0.2213      0.2486    
          20           4           1           3  0.3375E-15 -0.6770E-27
          21           4           1           3  0.5102E-02 -0.7251E-13
          22           4           1           3  0.4589E-01  0.2864E-01
          23           4           1           3 -0.7844E-14 -0.5976E-14
          24           4           1           3 -0.2213     -0.2486    
          25           4           1           3 -0.1902     -0.1696    
          26           4           1           3  0.1576E-15   0.000    
          27           4           1           3 -0.4381E-01 -0.2864E-01
          28           4           1           3 -0.2408     -0.2913    
          29           4           1           3  0.9735E-15  0.5416E-26
          30           4           1           3  0.1902      0.1696    
          31           4           1           3 -0.5102E-02  0.7251E-13
          32           4           1           3 -0.2998     -0.2486    
          33           4           1           3  0.6294E-31   0.000    
          34           4           1           3  0.2998      0.2486    
          35           4           1           3  -0.000      -0.000    
          36           4           1           3  0.2837      0.2400    
          37           4           1           3 -0.2787     -0.2486    
          38           4           1           3 -0.6947E-03  -0.000    
          39           4           1           3  0.4381E-01  0.2864E-01
          40           4           1           3 -0.2248E-13 -0.2719E-13
          41           4           1           3  -0.000       0.000    
          42           4           1           3 -0.4589E-01 -0.2864E-01
          43           4           1           3   0.000      -0.000    
          44           4           1           3 -0.4381E-01 -0.2864E-01
          45           4           1           3 -0.2673     -0.2400    
          46           4           1           3  0.2490E-13  0.2719E-13
          47           4           1           3  0.4589E-01  0.2864E-01
          48           4           1           3  0.6947E-03   0.000    
          49           4           1           3  0.2990      0.2486    
          50           4           1           3 -0.2912E-31 -0.9490E-43
          51           4           1           3  0.2171      0.2400    
          52           4           1           3  0.2375      0.2913    
          53           4           1           3 -0.4549E-31 -0.2531E-42
          54           4           1           3 -0.2787     -0.2486    
          55           4           1           3  0.5102E-02 -0.7251E-13
          56           4           1           3  0.2046      0.1696    
          57           4           1           3 -0.1824     -0.1637    
          58           4           1           3 -0.2667     -0.2913    
          59           4           1           3 -0.4589E-01 -0.2864E-01
          60           4           1           3  0.1576E-15   0.000    
          61           4           1           3 -0.4148E-02 -0.7251E-13
          62           4           1           3 -0.2213     -0.2486    
          63           4           1           3  0.7844E-14  0.5976E-14
          64           4           1           3  0.4589E-01  0.2864E-01
           1           5           1           3 -0.5222E-16  0.8987E-28
           2           5           1           3 -0.4728E-02 -0.4095E-02
           3           5           1           3  0.9654E-16  -0.000    
           4           5           1           3 -0.4275E-02 -0.4095E-02
           5           5           1           3  0.2315E-02  0.1957E-02
           6           5           1           3 -0.2367E-15 -0.2206E-15
           7           5           1           3  0.4728E-02  0.4095E-02
           8           5           1           3 -0.2746E-25 -0.6724E-37
           9           5           1           3 -0.8350E-16 -0.1688E-26
          10           5           1           3 -0.2315E-02 -0.1957E-02
          11           5           1           3 -0.2889E-16 -0.2696E-27
          12           5           1           3 -0.2862E-02 -0.2085E-02
          13           5           1           3  0.2797E-02  0.1957E-02
          14           5           1           3 -0.1882E-25 -0.6724E-37
          15           5           1           3  0.5325E-02  0.4363E-02
          16           5           1           3 -0.3688E-31 -0.4757E-31
          17           5           1           3 -0.4844E-02 -0.4095E-02
          18           5           1           3  0.5948E-02  0.6612E-02
          19           5           1           3 -0.4728E-02 -0.4095E-02
          20           5           1           3   0.000       0.000    
          21           5           1           3 -0.8474E-03  -0.000    
          22           5           1           3  0.2547E-02  0.1517E-02
          23           5           1           3 -0.1209E-13 -0.9563E-14
          24           5           1           3  0.4728E-02  0.4095E-02
          25           5           1           3 -0.1139E-02 -0.1957E-02
          26           5           1           3  0.5318E-15  0.1860E-26
          27           5           1           3 -0.2108E-02 -0.1517E-02
          28           5           1           3 -0.5948E-02 -0.6612E-02
          29           5           1           3   0.000       0.000    
          30           5           1           3  0.1139E-02  0.1957E-02
          31           5           1           3  0.8474E-03   0.000    
          32           5           1           3  0.4844E-02  0.4095E-02
          33           5           1           3  -0.000      -0.000    
          34           5           1           3 -0.4844E-02 -0.4095E-02
          35           5           1           3   0.000       0.000    
          36           5           1           3 -0.4665E-02 -0.4363E-02
          37           5           1           3  0.2383E-02  0.4095E-02
          38           5           1           3 -0.1641E-02 -0.5738E-14
          39           5           1           3  0.2108E-02  0.1517E-02
          40           5           1           3 -0.1985E-15 -0.2206E-15
          41           5           1           3  -0.000       0.000    
          42           5           1           3 -0.2547E-02 -0.1517E-02
          43           5           1           3   0.000      -0.000    
          44           5           1           3 -0.2108E-02 -0.1517E-02
          45           5           1           3  0.5991E-02  0.4363E-02
          46           5           1           3  0.2367E-15  0.2206E-15
          47           5           1           3  0.2547E-02  0.1517E-02
          48           5           1           3  0.1641E-02  0.5738E-14
          49           5           1           3 -0.5853E-02 -0.4095E-02
          50           5           1           3   0.000       0.000    
          51           5           1           3 -0.5325E-02 -0.4363E-02
          52           5           1           3  0.4902E-02  0.6612E-02
          53           5           1           3   0.000       0.000    
          54           5           1           3  0.2383E-02  0.4095E-02
          55           5           1           3 -0.8474E-03  -0.000    
          56           5           1           3  0.2315E-02  0.1957E-02
          57           5           1           3 -0.2862E-02 -0.2085E-02
          58           5           1           3 -0.7092E-02 -0.6612E-02
          59           5           1           3 -0.2547E-02 -0.1517E-02
          60           5           1           3  0.5318E-15  0.1860E-26
          61           5           1           3  0.2537E-03  0.2647E-14
          62           5           1           3  0.4728E-02  0.4095E-02
          63           5           1           3  0.1209E-13  0.9563E-14
          64           5           1           3  0.2547E-02  0.1517E-02
           1           6           1           3  0.6558E-16  0.1742E-27
           2           6           1           3 -0.4590E-02 -0.2049E-02
           3           6           1           3 -0.1627E-15  0.5607E-26
           4           6           1           3 -0.2834E-02 -0.2049E-02
           5           6           1           3  0.7297E-02  0.5181E-02
           6           6           1           3 -0.2172E-14  0.7613E-15
           7           6           1           3  0.4590E-02  0.2049E-02
           8           6           1           3   0.000      -0.000    
           9           6           1           3  0.1483E-15  0.1402E-26
          10           6           1           3 -0.7297E-02 -0.5181E-02
          11           6           1           3  0.4868E-16  0.1220E-26
          12           6           1           3 -0.7146E-02 -0.5528E-02
          13           6           1           3  0.8089E-02  0.5181E-02
          14           6           1           3   0.000       0.000    
          15           6           1           3  0.4092E-02  0.2186E-02
          16           6           1           3 -0.2022E-31  0.1249E-31
          17           6           1           3 -0.2886E-02 -0.2049E-02
          18           6           1           3 -0.8410E-04  0.2057E-03
          19           6           1           3 -0.4590E-02 -0.2049E-02
          20           6           1           3  0.1627E-15  -0.000    
          21           6           1           3  0.2054E-03 -0.5075E-15
          22           6           1           3  0.1847E-02  0.1482E-02
          23           6           1           3  0.1993E-13  0.1299E-13
          24           6           1           3  0.4590E-02  0.2049E-02
          25           6           1           3 -0.4210E-02 -0.5181E-02
          26           6           1           3 -0.1013E-14 -0.4594E-26
          27           6           1           3 -0.1866E-02 -0.1482E-02
          28           6           1           3  0.8410E-04 -0.2057E-03
          29           6           1           3  0.3887E-15  0.2675E-20
          30           6           1           3  0.4210E-02  0.5181E-02
          31           6           1           3 -0.2054E-03  0.5075E-15
          32           6           1           3  0.2886E-02  0.2049E-02
          33           6           1           3  -0.000      -0.000    
          34           6           1           3 -0.2886E-02 -0.2049E-02
          35           6           1           3   0.000       0.000    
          36           6           1           3 -0.2298E-02 -0.2186E-02
          37           6           1           3  0.1665E-02  0.2049E-02
          38           6           1           3 -0.2644E-02 -0.1199E-13
          39           6           1           3  0.1865E-02  0.1482E-02
          40           6           1           3 -0.3113E-15  0.7614E-15
          41           6           1           3  -0.000      -0.000    
          42           6           1           3 -0.1847E-02 -0.1482E-02
          43           6           1           3   0.000      -0.000    
          44           6           1           3 -0.1865E-02 -0.1482E-02
          45           6           1           3  0.2826E-02  0.2186E-02
          46           6           1           3  0.2172E-14 -0.7613E-15
          47           6           1           3  0.1847E-02  0.1482E-02
          48           6           1           3  0.2644E-02  0.1199E-13
          49           6           1           3 -0.3199E-02 -0.2049E-02
          50           6           1           3  0.2357E-31  0.2327E-42
          51           6           1           3 -0.4092E-02 -0.2186E-02
          52           6           1           3  0.8103E-04  0.2057E-03
          53           6           1           3  0.5515E-31  0.3794E-36
          54           6           1           3  0.1665E-02  0.2049E-02
          55           6           1           3  0.2054E-03 -0.5075E-15
          56           6           1           3  0.7297E-02  0.5181E-02
          57           6           1           3 -0.7146E-02 -0.5528E-02
          58           6           1           3  0.5869E-03 -0.2057E-03
          59           6           1           3 -0.1847E-02 -0.1482E-02
          60           6           1           3 -0.1013E-14 -0.4594E-26
          61           6           1           3 -0.3605E-04  0.5075E-15
          62           6           1           3  0.4590E-02  0.2049E-02
          63           6           1           3 -0.1993E-13 -0.1299E-13
          64           6           1           3  0.1847E-02  0.1482E-02
           1           1           2           1  0.2539E-30 -0.4527E-40
           2           1           2           1  0.1511E-01  0.8486E-02
           3           1           2           1  0.1459E-15 -0.6385E-26
           4           1           2           1  0.1520E-01  0.8486E-02
           5           1           2           1 -0.3422E-01 -0.2196E-01
           6           1           2           1 -0.3598E-02  0.4424E-13
           7           1           2           1 -0.1323E-01 -0.8486E-02
           8           1           2           1 -0.9925E-15  0.8814E-20
           9           1           2           1  -0.000       0.000    
          10           1           2           1  0.3422E-01  0.2196E-01
          11           1           2           1 -0.4225E-30  0.4527E-41
          12           1           2           1  0.4051E-01  0.2310E-01
          13           1           2           1 -0.3467E-01 -0.2196E-01
          14           1           2           1 -0.6382E-31  0.5667E-36
          15           1           2           1 -0.1775E-01 -0.8927E-02
          16           1           2           1 -0.5848E-02  0.1106E-12
          17           1           2           1 -0.3221E-01 -0.2195E-01
          18           1           2           1  0.1436E-13  0.9218E-14
          19           1           2           1 -0.1511E-01 -0.8486E-02
          20           1           2           1  -0.000      -0.000    
          21           1           2           1  0.1121      0.7198E-01
          22           1           2           1  0.4031      0.2729    
          23           1           2           1 -0.7093E-14 -0.4170E-24
          24           1           2           1  0.1511E-01  0.8486E-02
          25           1           2           1 -0.3910E-01 -0.2196E-01
          26           1           2           1 -0.1098E-01 -0.6455E-12
          27           1           2           1 -0.3993     -0.2729    
          28           1           2           1 -0.1436E-13 -0.9218E-14
          29           1           2           1  0.7102E-31  0.1899E-41
          30           1           2           1  0.3910E-01  0.2196E-01
          31           1           2           1 -0.1121     -0.7198E-01
          32           1           2           1  0.3221E-01  0.2195E-01
          33           1           2           1  0.4621E-15  0.6385E-26
          34           1           2           1  0.3221E-01  0.2195E-01
          35           1           2           1  0.3794E-15 -0.2766E-25
          36           1           2           1  0.3516E-01  0.2310E-01
          37           1           2           1 -0.3221E-01 -0.2195E-01
          38           1           2           1  0.7091E-12  0.5693E-12
          39           1           2           1 -0.4039     -0.2730    
          40           1           2           1  0.3598E-02 -0.4424E-13
          41           1           2           1  0.3794E-15 -0.2766E-25
          42           1           2           1  0.4039      0.2730    
          43           1           2           1  -0.000      -0.000    
          44           1           2           1  0.4039      0.2730    
          45           1           2           1 -0.3516E-01 -0.2310E-01
          46           1           2           1 -0.3598E-02  0.4424E-13
          47           1           2           1 -0.4039     -0.2730    
          48           1           2           1 -0.7091E-12 -0.5693E-12
          49           1           2           1 -0.3227E-01 -0.2195E-01
          50           1           2           1   0.000       0.000    
          51           1           2           1 -0.1566E-01 -0.8927E-02
          52           1           2           1  0.1014E-29  0.6391E-30
          53           1           2           1  0.1535E-14  0.1477E-25
          54           1           2           1  0.3221E-01  0.2195E-01
          55           1           2           1 -0.1113     -0.7198E-01
          56           1           2           1  0.3422E-01  0.2196E-01
          57           1           2           1 -0.4051E-01 -0.2310E-01
          58           1           2           1  0.1425E-13  0.9218E-14
          59           1           2           1 -0.4031     -0.2729    
          60           1           2           1  0.1098E-01  0.6455E-12
          61           1           2           1  0.1142      0.7198E-01
          62           1           2           1  0.1323E-01  0.8486E-02
          63           1           2           1  0.7093E-14  0.4170E-24
          64           1           2           1  0.4031      0.2729    
           1           2           2           1  -0.000       0.000    
           2           2           2           1  0.1943E-01  0.2008E-01
           3           2           2           1 -0.3308E-15  0.2588E-25
           4           2           2           1  0.1995E-01  0.2008E-01
           5           2           2           1  0.5919E-01  0.9293E-01
           6           2           2           1 -0.1265E-01   0.000    
           7           2           2           1 -0.1279E-01 -0.2008E-01
           8           2           2           1 -0.1161E-14  0.1347E-18
           9           2           2           1  -0.000       0.000    
          10           2           2           1 -0.5919E-01 -0.9293E-01
          11           2           2           1   0.000      -0.000    
          12           2           2           1 -0.9402E-01 -0.9234E-01
          13           2           2           1  0.5834E-01  0.9293E-01
          14           2           2           1 -0.3300E-31  0.3829E-35
          15           2           2           1 -0.1629E-01 -0.1996E-01
          16           2           2           1 -0.9004E-02  0.2382E-12
          17           2           2           1  0.9089E-01  0.9293E-01
          18           2           2           1 -0.5437E-14 -0.4963E-14
          19           2           2           1 -0.1943E-01 -0.2008E-01
          20           2           2           1 -0.3048E-24 -0.7478E-35
          21           2           2           1  0.4019      0.3668    
          22           2           2           1  0.4180      0.3396    
          23           2           2           1  0.3176E-14  0.1011E-24
          24           2           2           1  0.1943E-01  0.2008E-01
          25           2           2           1  0.8988E-01  0.9293E-01
