      1      1         0.0000000000        30.6327564494
      1      2         2.4953924453        -7.4857550519
      1      4         7.0580356790        -0.0226304976
      1      5         4.7783127431         0.1130694560
      1      6         5.7628620000        -0.0378474004
      1      7         4.7783127431         0.1130694560
      1      8         7.0580356790        -0.0226304976
      1      9         4.7783127431         0.1130694560
      1     10         4.0749587992         0.1046932593
      1     11         2.4953924453        -7.4857550519
      1     12         4.0749587992         0.1046932593
      1     13         4.7783127431         0.1130694560
      1     14         5.7628620000        -0.0378474004
      1     15         4.7783127431         0.1130694560
      1     16         4.0749587992         0.1046932593
      1     17         4.7783127431         0.1130694560
      1     18         5.7628620000        -0.0378474004
      1     20         7.0580356790        -0.0226304976
      1     21         4.7783127431         0.1130694560
      1     22         4.0749587992         0.1046932593
      1     23         2.4953924453        -7.4857550519
      1     24         4.0749587992         0.1046932593
      1     25         4.7783127431         0.1130694560
      1     26         4.0749587992         0.1046932593
      1     27         2.4953924453        -7.4857550519
      1     28         4.0749587992         0.1046932593
      1     29         6.2799332709        -0.2110563247
      1     30         4.0749587992         0.1046932593
      1     31         4.7783127431         0.1130694560
      1     32         4.0749587992         0.1046932593
      1     33         6.2799332709        -0.2110563247
      1     34         7.0580356790        -0.0226304976
      1     35         5.7628620000        -0.0378474004
      1     36         4.7783127431         0.1130694560
      1     37         4.0749587992         0.1046932593
      1     38         4.7783127431         0.1130694560
      1     39         5.7628620000        -0.0378474004
      1     41         4.0749587992         0.1046932593
      1     42         4.7783127431         0.1130694560
      1     43         4.0749587992         0.1046932593
      1     44         6.2799332709        -0.2110563247
      1     45         7.0580356790        -0.0226304976
      1     46         5.7628620000        -0.0378474004
      1     48         7.0580356790        -0.0226304976
      1     54         6.2799332709        -0.2110563247
      1     55         7.0580356790        -0.0226304976
      1     56         6.2799332709        -0.2110563247
      1     60         7.0580356790        -0.0226304976
      1     61         6.2799332709        -0.2110563247
      1     62         7.0580356790        -0.0226304976
      1     70         7.0580356790        -0.0226304976
      1     73         7.0580356790        -0.0226304976
      1     77         7.0580356790        -0.0226304976
      1     79         7.0580356790        -0.0226304976
      1     83         6.2799332709        -0.2110563247
      1     84         7.0580356790        -0.0226304976
      1     85         6.2799332709        -0.2110563247
      1     89         7.0580356790        -0.0226304976
      1     92         6.2799332709        -0.2110563247
      1     94         7.0580356790        -0.0226304976
      1     95         6.2799332709        -0.2110563247
      1     98         7.0580356790        -0.0226304976
      1    102         7.0580356790        -0.0226304976
      1    103         6.2799332709        -0.2110563247
      1    104         7.0580356790        -0.0226304976
      1    107         7.0580356790        -0.0226304976
      1    108         6.2799332709        -0.2110563247
      1    109         7.0580356790        -0.0226304976
      1    115         7.0580356790        -0.0226304976
      1    117         7.0580356790        -0.0226304976
      1    121         7.0580356790        -0.0226304976
      2      1         2.4953924453        -7.4857550519
      2      2         0.0000000000        30.6327564494
      2      5         7.0580356790        -0.0226304976
      2      7         5.7628620000        -0.0378474004
      2      9         7.0580356790        -0.0226304976
      2     10         6.2799332709        -0.2110563247
      2     11         4.0749587992         0.1046932593
      2     12         4.7783127431         0.1130694560
      2     13         4.0749587992         0.1046932593
      2     15         5.7628620000        -0.0378474004
      2     16         4.7783127431         0.1130694560
      2     17         4.0749587992         0.1046932593
      2     18         4.7783127431         0.1130694560
      2     19         5.7628620000        -0.0378474004
      2     21         7.0580356790        -0.0226304976
      2     22         6.2799332709        -0.2110563247
      2     23         4.0749587992         0.1046932593
      2     24         4.7783127431         0.1130694560
      2     25         4.0749587992         0.1046932593
      2     26         6.2799332709        -0.2110563247
      2     27         4.0749587992         0.1046932593
      2     28         2.4953924453        -7.4857550519
      2     29         4.0749587992         0.1046932593
      2     30         4.7783127431         0.1130694560
      2     31         4.0749587992         0.1046932593
      2     32         2.4953924453        -7.4857550519
      2     33         4.0749587992         0.1046932593
      2     34         4.7783127431         0.1130694560
      2     36         5.7628620000        -0.0378474004
      2     37         4.7783127431         0.1130694560
      2     38         4.0749587992         0.1046932593
      2     39         4.7783127431         0.1130694560
      2     40         5.7628620000        -0.0378474004
      2     41         4.7783127431         0.1130694560
      2     42         4.0749587992         0.1046932593
      2     43         2.4953924453        -7.4857550519
      2     44         4.0749587992         0.1046932593
      2     45         4.7783127431         0.1130694560
      2     46         4.7783127431         0.1130694560
      2     47         5.7628620000        -0.0378474004
      2     48         4.7783127431         0.1130694560
      2     56         7.0580356790        -0.0226304976
      2     61         7.0580356790        -0.0226304976
      2     63         7.0580356790        -0.0226304976
      2     71         7.0580356790        -0.0226304976
      2     73         6.2799332709        -0.2110563247
      2     74         7.0580356790        -0.0226304976
      2     78         7.0580356790        -0.0226304976
      2     79         6.2799332709        -0.2110563247
      2     80         7.0580356790        -0.0226304976
      2     85         7.0580356790        -0.0226304976
      2     89         6.2799332709        -0.2110563247
      2     90         7.0580356790        -0.0226304976
      2     93         6.2799332709        -0.2110563247
      2     95         7.0580356790        -0.0226304976
      2     98         6.2799332709        -0.2110563247
      2     99         7.0580356790        -0.0226304976
      2    100         6.2799332709        -0.2110563247
      2    103         7.0580356790        -0.0226304976
      2    105         7.0580356790        -0.0226304976
      2    108         7.0580356790        -0.0226304976
      2    110         7.0580356790        -0.0226304976
      2    116         7.0580356790        -0.0226304976
      2    117         6.2799332709        -0.2110563247
      2    118         7.0580356790        -0.0226304976
      2    121         6.2799332709        -0.2110563247
      2    122         7.0580356790        -0.0226304976
      2    123         6.2799332709        -0.2110563247
      2    124         7.0580356790        -0.0226304976
      2    125         7.0580356790        -0.0226304976
      2    126         7.0580356790        -0.0226304976
