     1     1      1 1      1 1    10.210919      1.0000    0.00000
     1     2      1 1      2 1   -2.4952517      1.0000    2.49539
     1     3      1 1      2 2   -1.7122712      1.0000    2.49539
     1     4      1 1      4 1   -.12307435E-01  1.0000    7.05804
     1     5      1 1      4 2   0.38269732E-01  1.0000    7.05804
     1     6      1 3      4 1   -.25153960E-02  1.0000    7.05804
     1     7      1 1      4 3   0.25149931E-02  1.0000    7.05804
     1     8      1 3      4 3   0.19843717E-02  1.0000    7.05804
     1     9      1 1      5 1   0.45991914E-01  1.0000    4.77831
     1    10      1 1      5 2   -.61664915E-01  1.0000    4.77831
     1    11      1 1      5 3   0.28556214E-01  1.0000    4.77831
     1    12      1 3      5 3   0.21085628E-01  1.0000    4.77831
     1    13      1 1      6 1   -.15058837E-01  1.0000    5.76286
     1    14      1 3      6 3   -.77297256E-02  1.0000    5.76286
     1    15      1 1     10 1   0.36589273      1.0000    4.07496
     1    16      1 1     10 2   -.63226400E-01  1.0000    4.07496
     1    17      1 2     10 2   -.13059974      1.0000    4.07496
     1    18      1 2     10 3   -.12944493      1.0000    4.07496
     1    19      1 1     29 1   -.17244999E-02  1.0000    6.27993
     1    20      1 1     29 2   -.26888788E-02  1.0000    6.27993
     1    21      1 1     29 3   0.34472543E-02  1.0000    6.27993
     1    22      1 3     29 3   -.20760732      1.0000    6.27993
