   0.0000000000000000        0.0000000000000000        0.0000000000000000     
  -2.7720501394329463E-006  -2.7717431574059399E-006  -2.7717463940811708E-006
 -0.11086213166244151        1.5805865403034851E-010   1.6038880891715076E-010
   1.5805865403034851E-010 -0.11086213301400415       -4.0092648182905734E-010
   1.6038880891715076E-010  -4.0092648182905734E-010 -0.11086213301376194     
           1           1           1           1           1   14.123767183757627     
           2           1           1           2           2   14.123767061784099     
           3           1           1           3           3   14.123767061364195     
           4           1           2           1           1   4.7192616000000000E-002
           5           2           1           1           1   4.7192616000000000E-002
           6           1           2           2           2   4.7192616000000000E-002
           7           2           1           2           2   4.7192616000000000E-002
           8           1           2           3           3   4.7192616000000000E-002
           9           2           1           3           3   4.7192616000000000E-002
          10           1           3           1           1   4.7192616000000000E-002
          13           2         175           1           1   4.7192616000000000E-002
          14           1           3           2           2   4.7192616000000000E-002
          17           2         175           2           2   4.7192616000000000E-002
          18           1           3           3           3   4.7192616000000000E-002
          21           2         175           3           3   4.7192616000000000E-002
          22           1           7           1           1   4.7192616000000000E-002
          25           2          46           1           1   4.7192616000000000E-002
          26           1           7           2           2   4.7192616000000000E-002
          29           2          46           2           2   4.7192616000000000E-002
          30           1           7           3           3   4.7192616000000000E-002
          33           2          46           3           3   4.7192616000000000E-002
          34           1          15           1           1   4.7192616000000000E-002
          37           2          39           1           1   4.7192616000000000E-002
          38           1          15           2           2   4.7192616000000000E-002
          41           2          39           2           2   4.7192616000000000E-002
          42           1          15           3           3   4.7192616000000000E-002
          45           2          39           3           3   4.7192616000000000E-002
          46           1          36           1           1   4.7192616000000000E-002
          49           2          18           1           1   4.7192616000000000E-002
          50           1          36           2           2   4.7192616000000000E-002
          53           2          18           2           2   4.7192616000000000E-002
          54           1          36           3           3   4.7192616000000000E-002
          57           2          18           3           3   4.7192616000000000E-002
          58           1          61           1           1   4.7192616000000000E-002
          61           2         151           1           1   4.7192616000000000E-002
          62           1          61           2           2   4.7192616000000000E-002
          65           2         151           2           2   4.7192616000000000E-002
          66           1          61           3           3   4.7192616000000000E-002
          69           2         151           3           3   4.7192616000000000E-002
          70           1         103           1           1   4.7192616000000000E-002
          73           2         118           1           1   4.7192616000000000E-002
          74           1         103           2           2   4.7192616000000000E-002
          77           2         118           2           2   4.7192616000000000E-002
          78           1         103           3           3   4.7192616000000000E-002
          81           2         118           3           3   4.7192616000000000E-002
          82           1         111           1           1   4.7192616000000000E-002
          85           2         112           1           1   4.7192616000000000E-002
          86           1         111           2           2   4.7192616000000000E-002
          89           2         112           2           2   4.7192616000000000E-002
          90           1         111           3           3   4.7192616000000000E-002
          93           2         112           3           3   4.7192616000000000E-002
          94           1           4           1           1  -1.0536393000000000E-002
          97           1          48           1           1  -1.0536393000000000E-002
          98           1           4           2           2  -1.0536393000000000E-002
         101           1          48           2           2  -1.0536393000000000E-002
         102           1           8           1           1  -1.0536393000000000E-002
         105           1          45           1           1  -1.0536393000000000E-002
         106           1           8           3           3  -1.0536393000000000E-002
         109           1          45           3           3  -1.0536393000000000E-002
         110           1          20           2           2  -1.0536393000000000E-002
         113           1          34           2           2  -1.0536393000000000E-002
         114           1          20           3           3  -1.0536393000000000E-002
         117           1          34           3           3  -1.0536393000000000E-002
         118           1          62           1           1  -1.0536393000000000E-002
         121           1         150           1           1  -1.0536393000000000E-002
         122           1          62           2           2  -1.0536393000000000E-002
         125           1         150           2           2  -1.0536393000000000E-002
         126           1          69           1           1  -1.0536393000000000E-002
         129           1         146           1           1  -1.0536393000000000E-002
         130           1          69           3           3  -1.0536393000000000E-002
         133           1         146           3           3  -1.0536393000000000E-002
         134           1          71           2           2  -1.0536393000000000E-002
         137           1         144           2           2  -1.0536393000000000E-002
         138           1          71           3           3  -1.0536393000000000E-002
         141           1         144           3           3  -1.0536393000000000E-002
         142           1          87           1           1  -1.0536393000000000E-002
         145           1         132           1           1  -1.0536393000000000E-002
         146           1          87           2           2  -1.0536393000000000E-002
         149           1         132           2           2  -1.0536393000000000E-002
         150           1          90           2           2  -1.0536393000000000E-002
         153           1         130           2           2  -1.0536393000000000E-002
         154           1          90           3           3  -1.0536393000000000E-002
         157           1         130           3           3  -1.0536393000000000E-002
         158           1          96           1           1  -1.0536393000000000E-002
         161           1         124           1           1  -1.0536393000000000E-002
         162           1          96           3           3  -1.0536393000000000E-002
         165           1         124           3           3  -1.0536393000000000E-002
         166           1          98           2           2  -1.0536393000000000E-002
         169           1         122           2           2  -1.0536393000000000E-002
         170           1          98           3           3  -1.0536393000000000E-002
         173           1         122           3           3  -1.0536393000000000E-002
         174           1         104           1           1  -1.0536393000000000E-002
         177           1         117           1           1  -1.0536393000000000E-002
         178           1         104           2           2  -1.0536393000000000E-002
         181           1         117           2           2  -1.0536393000000000E-002
         182           1         109           1           1  -1.0536393000000000E-002
         185           1         113           1           1  -1.0536393000000000E-002
         186           1         109           3           3  -1.0536393000000000E-002
         189           1         113           3           3  -1.0536393000000000E-002
         190           1           4           3           3  -1.5333760000000000E-002
         193           1          48           3           3  -1.5333760000000000E-002
         194           1           8           2           2  -1.5333760000000000E-002
         197           1          45           2           2  -1.5333760000000000E-002
         198           1          20           1           1  -1.5333760000000000E-002
         201           1          34           1           1  -1.5333760000000000E-002
         202           1          62           3           3  -1.5333760000000000E-002
         205           1         150           3           3  -1.5333760000000000E-002
         206           1          69           2           2  -1.5333760000000000E-002
         209           1         146           2           2  -1.5333760000000000E-002
         210           1          71           1           1  -1.5333760000000000E-002
         213           1         144           1           1  -1.5333760000000000E-002
