 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 3  :    64   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 1  :    68   18    7.486
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 1  :    73   18    4.075
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 3  :    85   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 3  :    96   18    9.982
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 2  :     1   19    5.763
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 2  :     4   19    4.778
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 2  :    21   19    9.112
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 2  :    24   19    5.763
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 2  :    33   19    4.075
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 2  :    36   19    7.486
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 2  :    45   19    7.058
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 2  :    48   19    9.982
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 3  :     1   20    5.763
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 3  :     8   20    4.778
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 1  :    20   20    5.763
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 1  :    21   20    9.112
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 3  :    33   20    4.075
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 3  :    40   20    7.486
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 1  :    44   20    9.982
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 1  :    45   20    7.058
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 2  :     5   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 (-2, 1,-1) ] 2  :    17   21    9.112
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 (-1, 1,-2) ] 2  :    29   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 2  :    37   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 1  :     9   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 1  :    21   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 ( 1,-1, 1) ] 3  :    25   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 3  :    37   22    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 (-2,-1, 1) ] 3  :    53   22    8.150
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 (-2, 1,-1) ] 1  :    69   22    9.112
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 (-2, 1,-1) ] 3  :    73   22    9.112
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 1  :    89   22    6.280
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 (-1,-2, 1) ] 3  :   101   22    4.778
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 (-1, 1,-2) ] 1  :   117   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 (-1, 1,-2) ] 3  :   121   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 ( 1,-2,-1) ] 1  :   137   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 1  :   149   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 ( 1,-2, 1) ] 3  :   153   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 ( 1,-1,-2) ] 1  :   169   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 3  :   181   22    2.495
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 2  :     1   23    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 2  :    21   23    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 (-2,-1, 1) ] 2  :    29   23    8.150
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 2  :    41   23    6.280
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 (-1,-2, 1) ] 2  :    53   23    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 ( 1,-2,-1) ] 2  :    65   23    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 ( 1,-1,-2) ] 2  :    81   23    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 2  :    93   23    2.495
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 (-1, 1, 1) ] 3  :     1   24    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 ( 1, 1,-1) ] 1  :    21   24    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 (-2,-1, 1) ] 1  :    29   24    8.150
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 (-2, 1, 1) ] 3  :    41   24    6.280
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 (-1,-2, 1) ] 1  :    53   24    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 ( 1,-2,-1) ] 3  :    65   24    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 ( 1,-1,-2) ] 3  :    81   24    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 ( 1, 1,-2) ] 1  :    93   24    2.495
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 2  :     5   25    4.075
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 2  :    17   25    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 2  :    25   25    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 2  :    45   25    5.763
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 2  :    57   25    4.778
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 2  :    69   25    7.058
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 2  :    73   25    2.495
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 2  :    85   25    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 1  :     5   26    4.075
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 3  :    17   26    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 3  :    25   26    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 1  :    45   26    5.763
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 3  :    57   26    4.778
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 1  :    69   26    7.058
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 3  :    73   26    2.495
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 1  :    85   26    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 3  :     5   27    4.075
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 1  :    21   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 3  :    25   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 1  :    41   27    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 1  :    57   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 1  :    69   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 3  :    73   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 3  :    85   27    5.763
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 1  :   101   27    6.280
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 3  :   105   27    6.280
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 1  :   121   27    4.778
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 3  :   133   27    7.058
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 1  :   153   27    2.495
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 3  :   165   27    6.280
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 1  :   181   27    8.150
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 3  :   185   27    8.150
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 2  :     5   28    4.778
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 2  :    17   28    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 2  :    25   28    6.280
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 2  :    45   28    8.150
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 (-2,-1, 2) ] 2  :     5   29    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 (-2, 0, 2) ] 2  :    13   29    6.280
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 (-1,-2, 0) ] 2  :    25   29    8.150
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 (-1, 2, 0) ] 2  :    45   29    8.150
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 ( 0,-2,-1) ] 2  :    49   29    4.778
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 ( 0, 2,-1) ] 2  :    69   29    4.778
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 2,-1,-2) ] 2  :    81   29    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 2, 0,-2) ] 2  :    89   29    6.280
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 (-2,-1, 0) ] 1  :     5   30    2.495
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 (-2,-1, 2) ] 1  :    13   30    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 (-2, 0, 2) ] 3  :    25   30    6.280
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 (-2, 2, 0) ] 3  :    41   30    7.058
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 (-1,-2, 0) ] 1  :    53   30    8.150
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 (-1,-2, 2) ] 1  :    61   30    8.523
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 (-1, 0, 2) ] 3  :    73   30    6.280
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 (-1, 2, 0) ] 3  :    89   30    8.150
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 ( 0,-2,-1) ] 3  :    97   30    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1,-2) ] 3  :   113   30    5.763
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 ( 0, 2,-2) ] 1  :   133   30    4.778
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 ( 0, 2,-1) ] 1  :   141   30    4.778
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 2,-2,-1) ] 3  :   145   30    4.075
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 2,-1,-2) ] 3  :   161   30    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 2, 0,-2) ] 1  :   181   30    6.280
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 1  :   189   30    4.778
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 (-2,-1, 2) ] 3  :     9   31    4.778
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 (-2, 0,-1) ] 1  :    21   31    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 (-2, 0, 2) ] 1  :    29   31    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 (-2, 2,-1) ] 3  :    33   31    4.075
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 (-1,-2, 0) ] 3  :    49   31    8.150
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 (-1, 0,-2) ] 3  :    65   31    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 (-1, 2,-2) ] 1  :    85   31    8.523
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 (-1, 2, 0) ] 1  :    93   31    8.150
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 ( 0,-2,-1) ] 1  :   101   31    4.778
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 ( 0,-2, 2) ] 1  :   109   31    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1, 2) ] 3  :   121   31    5.763
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 ( 0, 2,-1) ] 3  :   137   31    4.778
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 2,-2, 0) ] 3  :   153   31    7.058
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 2,-1,-2) ] 1  :   165   31    4.778
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 2,-1, 0) ] 1  :   173   31    2.495
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 2, 0,-2) ] 3  :   177   31    6.280
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 (-2,-1, 0) ] 2  :     1   32    2.495
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 (-2, 2, 0) ] 2  :    21   32    7.058
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 (-1,-2, 2) ] 2  :    29   32    8.523
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 (-1, 0, 2) ] 2  :    37   32    6.280
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1,-2) ] 2  :    57   32    5.763
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 ( 0, 2,-2) ] 2  :    65   32    4.778
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 2,-2,-1) ] 2  :    73   32    4.075
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 2  :    93   32    4.778
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 (-2,-1, 0) ] 3  :     1   33    2.495
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 (-2, 0,-1) ] 3  :    17   33    4.778
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 (-2, 2,-1) ] 1  :    37   33    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 (-2, 2, 0) ] 1  :    45   33    7.058
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 (-1,-2, 2) ] 3  :    57   33    8.523
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 (-1, 0,-2) ] 1  :    69   33    6.280
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 (-1, 0, 2) ] 1  :    77   33    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 (-1, 2,-2) ] 3  :    81   33    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 ( 0,-2, 2) ] 3  :   105   33    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1,-2) ] 1  :   117   33    5.763
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1, 2) ] 1  :   125   33    5.763
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 ( 0, 2,-2) ] 3  :   129   33    4.778
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 2,-2,-1) ] 1  :   149   33    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 2,-2, 0) ] 1  :   157   33    7.058
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 2,-1, 0) ] 3  :   169   33    2.495
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 2, 0,-1) ] 3  :   185   33    4.778
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 (-2, 0,-1) ] 2  :     9   34    4.778
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 (-2, 2,-1) ] 2  :    17   34    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 (-1, 0,-2) ] 2  :    33   34    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 (-1, 2,-2) ] 2  :    41   34    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 ( 0,-2, 2) ] 2  :    53   34    4.778
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 ( 0,-1, 2) ] 2  :    61   34    5.763
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 2,-2, 0) ] 2  :    77   34    7.058
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 2,-1, 0) ] 2  :    85   34    2.495
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 (-2, 0, 2) ] 2  :     5   35    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 2, 0,-2) ] 2  :     8   35    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 0,-2, 0) ] 2  :    13   35    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 2  :    16   35    4.778
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 1  :     4   36    7.486
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 (-2, 0, 0) ] 1  :     9   36    7.486
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 2, 0,-2) ] 1  :    20   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 (-2, 0, 2) ] 1  :    21   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 (-2, 0, 2) ] 3  :    25   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 2, 0,-2) ] 3  :    32   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 (-2, 2, 0) ] 3  :    37   36    5.763
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 2,-2, 0) ] 3  :    48   36    5.763
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 1  :    52   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 0,-2, 0) ] 1  :    53   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 0,-2, 0) ] 3  :    57   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     6  [    1 ( 0, 2, 0) ] 3  :    64   36    4.778
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 0, 2,-2) ] 1  :    68   36    7.486
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 0,-2, 2) ] 1  :    73   36    7.486
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0,-2) ] 3  :    85   36    5.763
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 3  :    96   36    5.763
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 (-2, 0, 0) ] 2  :     1   37    7.486
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 2  :     4   37    7.486
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 (-2, 2, 0) ] 2  :    21   37    5.763
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 2,-2, 0) ] 2  :    24   37    5.763
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 0,-2, 2) ] 2  :    33   37    7.486
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 0, 2,-2) ] 2  :    36   37    7.486
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0,-2) ] 2  :    45   37    5.763
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 2  :    48   37    5.763
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 (-2, 0, 0) ] 3  :     1   38    7.486
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 2, 0, 0) ] 3  :     8   38    7.486
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 2,-2, 0) ] 1  :    20   38    5.763
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 (-2, 2, 0) ] 1  :    21   38    5.763
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 0,-2, 2) ] 3  :    33   38    7.486
   1  [    1 ( 0, 0, 0) ] 2     4  [    1 ( 0, 2,-2) ] 3  :    40   38    7.486
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0, 2) ] 1  :    44   38    5.763
   1  [    1 ( 0, 0, 0) ] 2     7  [    1 ( 0, 0,-2) ] 1  :    45   38    5.763
   1  [    1 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 3  :     3    1    0.000
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 3  :     5    2    5.763
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 3  :    15    2    8.523
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 3  :    27    2    7.058
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 3  :    39    2    4.075
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 1  :     9    3    5.763
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 2  :    11    3    5.763
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 1  :    29    3    8.523
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 2  :    33    3    8.523
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 1  :    53    3    7.058
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 2  :    57    3    7.058
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 1  :    77    3    4.075
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 2  :    81    3    4.075
   1  [    1 ( 0, 0, 0) ] 3    48  [    2 (-1,-1,-1) ] 3  :     9    4    9.447
   1  [    1 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 3  :    21    4    6.280
   1  [    1 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 3  :    33    4    4.778
   1  [    1 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 3  :    45    4    7.058
   1  [    1 ( 0, 0, 0) ] 3    48  [    2 (-1,-1,-1) ] 1  :    17    5    9.447
   1  [    1 ( 0, 0, 0) ] 3    48  [    2 (-1,-1,-1) ] 2  :    21    5    9.447
   1  [    1 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 1  :    41    5    6.280
   1  [    1 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 2  :    45    5    6.280
   1  [    1 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 1  :    65    5    4.778
   1  [    1 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 2  :    69    5    4.778
   1  [    1 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 1  :    89    5    7.058
   1  [    1 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 2  :    93    5    7.058
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 3  :    13    6    7.058
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 3  :    16    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 3  :    21    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 3  :    24    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 3  :    37    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 3  :    40    6    9.447
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 3  :    45    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 3  :    48    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 3  :    61    6    7.058
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 3  :    64    6    2.495
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 3  :    69    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 3  :    72    6    7.058
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 3  :    77    6    2.495
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 3  :    80    6    7.058
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 3  :    93    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 3  :    96    6    9.447
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 1  :    12    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 1  :    13    7    7.058
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 2  :    20    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 2  :    21    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 1  :    36    7    9.447
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 1  :    37    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 2  :    44    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 2  :    45    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 2  :    60    7    2.495
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 2  :    61    7    7.058
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 1  :    68    7    7.058
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 1  :    69    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 2  :    76    7    7.058
