     1     1      1 1      1 1    10.202215      1.0000    0.00000
     1     2      1 1      2 1   -2.5043011      1.0000    2.49539
     1     3      1 1      2 2   -1.7122656      1.0000    2.49539
     1     4      1 1      4 1   0.14925809E-01  1.0000    7.48618
     1     5      1 1      4 2   -.29965061E-01  1.0000    7.48618
     1     6      1 1      5 1   -.16680201E-01  1.0000    7.05804
     1     7      1 1      5 2   0.38269732E-01  1.0000    7.05804
     1     8      1 3      5 1   -.25151644E-02  1.0000    7.05804
     1     9      1 1      5 3   0.25152258E-02  1.0000    7.05804
     1    10      1 3      5 3   -.23194143E-02  1.0000    7.05804
     1    11      1 1      6 1   0.18471315E-01  1.0000    4.77831
     1    12      1 1      6 2   -.30832482E-01  1.0000    4.77831
     1    13      1 1      6 3   0.14278116E-01  1.0000    4.77831
     1    14      1 3      6 3   0.60752225E-02  1.0000    4.77831
     1    15      1 1      7 1   -.19410713E-01  1.0000    5.76286
     1    16      1 3      7 3   -.12033521E-01  1.0000    5.76286
     1    17      1 1     11 1   0.35718898      1.0000    4.07496
     1    18      1 1     11 2   -.63226401E-01  1.0000    4.07496
     1    19      1 2     11 2   -.13934529      1.0000    4.07496
     1    20      1 2     11 3   -.12944493      1.0000    4.07496
     1    21      1 1     20 1   0.60752176E-02  1.0000    7.48618
     1    22      1 1     20 2   -.14278107E-01  1.0000    7.48618
     1    23      1 2     20 2   0.18471201E-01  1.0000    7.48618
     1    24      1 2     20 3   -.30832423E-01  1.0000    7.48618
     1    25      1 1     30 1   -.35532129E-02  1.0000    6.27993
     1    26      1 1     30 2   -.53780079E-03  1.0000    6.27993
     1    27      1 1     30 3   0.11490804E-02  1.0000    6.27993
     1    28      1 3     30 3   -.43331344E-01  1.0000    6.27993
     1    29      1 1     54 1   -.86662688E-01  1.0000    8.52339
     1    30      1 1     54 2   0.11490827E-02  1.0000    8.52339
     1    31      1 1     54 3   -.11490823E-02  1.0000    8.52339
     1    32      1 2     54 2   -.35532623E-02  1.0000    8.52339
     1    33      1 2     54 3   0.10755428E-02  1.0000    8.52339
     1    34      1 3     54 3   -.35532143E-02  1.0000    8.52339
     1    35      1 1     60 1   0.10000859      1.0000    8.14992
     1    36      1 1     60 2   0.11296663E-10  1.0000    8.14992
     1    37      1 2     60 2   0.45211255E-02  1.0000    8.14992
     1    38      1 2     60 3   -.10071758E-10  1.0000    8.14992
