************ rank 1, shell   1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0, groups        0
************ rank 2, shell   9  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0, groups       38
rank= 2 indepterms=    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
rank= 2 all  terms=    6   42   84   48   96  192  192  192  192   96   96   96  192   48   48   24   48  192   96   96   48  192   96   96   96   96  192   48   96  192  192   96  192   96   48  192   96   96
************ rank 3, shell   1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0, groups        5
rank= 3 indepterms=    1    1    1    1    1
rank= 3 all  terms=   12  126  504  252  252
 ============== RANK, GROUP ===============   2   1
 ---- # OF INDEPENDENT TERMS ------    1
    d2U/dx1dx1
 ---- # OF ALL TERMS, MAT   -------    6
    d2U/dx1dx1                 1.000
    d2U/dy1dy1                 1.000
    d2U/dz1dz1                 1.000
    d2U/dx2dx2                 1.000
    d2U/dy2dy2                 1.000
    d2U/dz2dz2                 1.000
 ============== RANK, GROUP ===============   2   2
 ---- # OF INDEPENDENT TERMS ------    1
    d2U/dx1dx2
 ---- # OF ALL TERMS, MAT   -------   42
    d2U/dx1dx2                 1.000
    d2U/dx2dx1                 1.000
    d2U/dy1dy2                 1.000
    d2U/dy2dy1                 1.000
    d2U/dz1dz2                 1.000
    d2U/dz2dz1                 1.000
    d2U/dx1dx12                1.000
    d2U/dx12dx1                1.000
    d2U/dx45dx2                1.000
    d2U/dx2dx45                1.000
    d2U/dy1dy12                1.000
    d2U/dy12dy1                1.000
    d2U/dy45dy2                1.000
    d2U/dy2dy45                1.000
    d2U/dz1dz12                1.000
    d2U/dz12dz1                1.000
    d2U/dz45dz2                1.000
    d2U/dz2dz45                1.000
    d2U/dx1dx24                1.000
    d2U/dx24dx1                1.000
    d2U/dx33dx2                1.000
    d2U/dx2dx33                1.000
    d2U/dy1dy24                1.000
    d2U/dy24dy1                1.000
    d2U/dy33dy2                1.000
    d2U/dy2dy33                1.000
    d2U/dz1dz24                1.000
    d2U/dz24dz1                1.000
    d2U/dz33dz2                1.000
    d2U/dz2dz33                1.000
    d2U/dx1dx28                1.000
    d2U/dx28dx1                1.000
    d2U/dx29dx2                1.000
    d2U/dx2dx29                1.000
    d2U/dy1dy28                1.000
    d2U/dy28dy1                1.000
    d2U/dy29dy2                1.000
    d2U/dy2dy29                1.000
    d2U/dz1dz28                1.000
    d2U/dz28dz1                1.000
    d2U/dz29dz2                1.000
    d2U/dz2dz29                1.000
 ============== RANK, GROUP ===============   2   3
 ---- # OF INDEPENDENT TERMS ------    1
    d2U/dx1dy2
 ---- # OF ALL TERMS, MAT   -------   84
    d2U/dx1dy2                 1.000
    d2U/dy2dx1                 1.000
    d2U/dx1dz2                 1.000
    d2U/dz2dx1                 1.000
    d2U/dy1dx2                 1.000
    d2U/dx2dy1                 1.000
    d2U/dy1dz2                 1.000
    d2U/dz2dy1                 1.000
    d2U/dz1dx2                 1.000
    d2U/dx2dz1                 1.000
    d2U/dz1dy2                 1.000
    d2U/dy2dz1                 1.000
    d2U/dx1dy12               -1.000
    d2U/dy12dx1               -1.000
    d2U/dx45dy2               -1.000
    d2U/dy2dx45               -1.000
    d2U/dx1dz12               -1.000
    d2U/dz12dx1               -1.000
    d2U/dx45dz2               -1.000
    d2U/dz2dx45               -1.000
    d2U/dy1dx12               -1.000
    d2U/dx12dy1               -1.000
    d2U/dy45dx2               -1.000
    d2U/dx2dy45               -1.000
    d2U/dy1dz12                1.000
    d2U/dz12dy1                1.000
    d2U/dy45dz2                1.000
    d2U/dz2dy45                1.000
    d2U/dz1dx12               -1.000
    d2U/dx12dz1               -1.000
    d2U/dz45dx2               -1.000
    d2U/dx2dz45               -1.000
    d2U/dz1dy12                1.000
    d2U/dy12dz1                1.000
    d2U/dz45dy2                1.000
    d2U/dy2dz45                1.000
    d2U/dx1dy24               -1.000
    d2U/dy24dx1               -1.000
    d2U/dx33dy2               -1.000
    d2U/dy2dx33               -1.000
    d2U/dx1dz24                1.000
    d2U/dz24dx1                1.000
    d2U/dx33dz2                1.000
    d2U/dz2dx33                1.000
    d2U/dy1dx24               -1.000
    d2U/dx24dy1               -1.000
    d2U/dy33dx2               -1.000
    d2U/dx2dy33               -1.000
    d2U/dy1dz24               -1.000
    d2U/dz24dy1               -1.000
    d2U/dy33dz2               -1.000
    d2U/dz2dy33               -1.000
    d2U/dz1dx24                1.000
    d2U/dx24dz1                1.000
    d2U/dz33dx2                1.000
    d2U/dx2dz33                1.000
    d2U/dz1dy24               -1.000
    d2U/dy24dz1               -1.000
    d2U/dz33dy2               -1.000
    d2U/dy2dz33               -1.000
    d2U/dx1dy28                1.000
    d2U/dy28dx1                1.000
    d2U/dx29dy2                1.000
    d2U/dy2dx29                1.000
    d2U/dx1dz28               -1.000
    d2U/dz28dx1               -1.000
    d2U/dx29dz2               -1.000
    d2U/dz2dx29               -1.000
    d2U/dy1dx28                1.000
    d2U/dx28dy1                1.000
    d2U/dy29dx2                1.000
    d2U/dx2dy29                1.000
    d2U/dy1dz28               -1.000
    d2U/dz28dy1               -1.000
    d2U/dy29dz2               -1.000
    d2U/dz2dy29               -1.000
    d2U/dz1dx28               -1.000
    d2U/dx28dz1               -1.000
    d2U/dz29dx2               -1.000
    d2U/dx2dz29               -1.000
    d2U/dz1dy28               -1.000
    d2U/dy28dz1               -1.000
    d2U/dz29dy2               -1.000
    d2U/dy2dz29               -1.000
 ============== RANK, GROUP ===============   2   4
 ---- # OF INDEPENDENT TERMS ------    1
    d2U/dx1dx4
 ---- # OF ALL TERMS, MAT   -------   48
    d2U/dx1dx4                 1.000
    d2U/dx4dx1                 1.000
    d2U/dx53dx2                1.000
    d2U/dx2dx53                1.000
    d2U/dy1dy4                 1.000
    d2U/dy4dy1                 1.000
    d2U/dy53dy2                1.000
    d2U/dy2dy53                1.000
    d2U/dz1dz4                 1.000
    d2U/dz4dz1                 1.000
    d2U/dz53dz2                1.000
    d2U/dz2dz53                1.000
    d2U/dx1dx84                1.000
    d2U/dx84dx1                1.000
    d2U/dx130dx2               1.000
    d2U/dx2dx130               1.000
    d2U/dy1dy84                1.000
    d2U/dy84dy1                1.000
    d2U/dy130dy2               1.000
    d2U/dy2dy130               1.000
    d2U/dz1dz84                1.000
    d2U/dz84dz1                1.000
    d2U/dz130dz2               1.000
    d2U/dz2dz130               1.000
    d2U/dx1dx94                1.000
    d2U/dx94dx1                1.000
    d2U/dx122dx2               1.000
    d2U/dx2dx122               1.000
    d2U/dy1dy94                1.000
    d2U/dy94dy1                1.000
    d2U/dy122dy2               1.000
    d2U/dy2dy122               1.000
    d2U/dz1dz94                1.000
    d2U/dz94dz1                1.000
    d2U/dz122dz2               1.000
    d2U/dz2dz122               1.000
    d2U/dx1dx142               1.000
    d2U/dx142dx1               1.000
    d2U/dx70dx2                1.000
    d2U/dx2dx70                1.000
    d2U/dy1dy142               1.000
    d2U/dy142dy1               1.000
    d2U/dy70dy2                1.000
    d2U/dy2dy70                1.000
    d2U/dz1dz142               1.000
    d2U/dz142dz1               1.000
    d2U/dz70dz2                1.000
    d2U/dz2dz70                1.000
 ============== RANK, GROUP ===============   2   5
 ---- # OF INDEPENDENT TERMS ------    1
    d2U/dx1dy4
 ---- # OF ALL TERMS, MAT   -------   96
    d2U/dx1dy4                 1.000
    d2U/dy4dx1                 1.000
    d2U/dx53dy2                1.000
    d2U/dy2dx53                1.000
    d2U/dx1dz4                 1.000
    d2U/dz4dx1                 1.000
    d2U/dx53dz2                1.000
    d2U/dz2dx53                1.000
    d2U/dy1dx4                 1.000
    d2U/dx4dy1                 1.000
    d2U/dy53dx2                1.000
    d2U/dx2dy53                1.000
    d2U/dy1dz4                 1.000
    d2U/dz4dy1                 1.000
    d2U/dy53dz2                1.000
    d2U/dz2dy53                1.000
    d2U/dz1dx4                 1.000
    d2U/dx4dz1                 1.000
    d2U/dz53dx2                1.000
    d2U/dx2dz53                1.000
    d2U/dz1dy4                 1.000
    d2U/dy4dz1                 1.000
    d2U/dz53dy2                1.000
    d2U/dy2dz53                1.000
    d2U/dx1dy84                1.000
    d2U/dy84dx1                1.000
    d2U/dx130dy2               1.000
    d2U/dy2dx130               1.000
    d2U/dx1dz84               -1.000
    d2U/dz84dx1               -1.000
    d2U/dx130dz2              -1.000
    d2U/dz2dx130              -1.000
    d2U/dy1dx84                1.000
    d2U/dx84dy1                1.000
    d2U/dy130dx2               1.000
    d2U/dx2dy130               1.000
    d2U/dy1dz84               -1.000
    d2U/dz84dy1               -1.000
    d2U/dy130dz2              -1.000
    d2U/dz2dy130              -1.000
    d2U/dz1dx84               -1.000
    d2U/dx84dz1               -1.000
    d2U/dz130dx2              -1.000
    d2U/dx2dz130              -1.000
    d2U/dz1dy84               -1.000
    d2U/dy84dz1               -1.000
    d2U/dz130dy2              -1.000
    d2U/dy2dz130              -1.000
    d2U/dx1dy94               -1.000
    d2U/dy94dx1               -1.000
    d2U/dx122dy2              -1.000
    d2U/dy2dx122              -1.000
    d2U/dx1dz94                1.000
    d2U/dz94dx1                1.000
    d2U/dx122dz2               1.000
    d2U/dz2dx122               1.000
    d2U/dy1dx94               -1.000
    d2U/dx94dy1               -1.000
    d2U/dy122dx2              -1.000
    d2U/dx2dy122              -1.000
    d2U/dy1dz94               -1.000
    d2U/dz94dy1               -1.000
    d2U/dy122dz2              -1.000
    d2U/dz2dy122              -1.000
    d2U/dz1dx94                1.000
    d2U/dx94dz1                1.000
    d2U/dz122dx2               1.000
    d2U/dx2dz122               1.000
    d2U/dz1dy94               -1.000
    d2U/dy94dz1               -1.000
    d2U/dz122dy2              -1.000
    d2U/dy2dz122              -1.000
    d2U/dx1dy142              -1.000
    d2U/dy142dx1              -1.000
    d2U/dx70dy2               -1.000
    d2U/dy2dx70               -1.000
    d2U/dx1dz142              -1.000
    d2U/dz142dx1              -1.000
    d2U/dx70dz2               -1.000
    d2U/dz2dx70               -1.000
    d2U/dy1dx142              -1.000
    d2U/dx142dy1              -1.000
    d2U/dy70dx2               -1.000
    d2U/dx2dy70               -1.000
    d2U/dy1dz142               1.000
    d2U/dz142dy1               1.000
    d2U/dy70dz2                1.000
    d2U/dz2dy70                1.000
    d2U/dz1dx142              -1.000
    d2U/dx142dz1              -1.000
    d2U/dz70dx2               -1.000
    d2U/dx2dz70               -1.000
    d2U/dz1dy142               1.000
    d2U/dy142dz1               1.000
    d2U/dz70dy2                1.000
    d2U/dy2dz70                1.000
 ============== RANK, GROUP ===============   2   6
 ---- # OF INDEPENDENT TERMS ------    1
    d2U/dx1dx5
 ---- # OF ALL TERMS, MAT   -------  192
    d2U/dx1dx5                 1.000
    d2U/dx5dx1                 1.000
    d2U/dx51dx1                1.000
    d2U/dx1dx51                1.000
    d2U/dy1dy5                 1.000
    d2U/dy5dy1                 1.000
    d2U/dy51dy1                1.000
    d2U/dy1dy51                1.000
    d2U/dx1dx9                 1.000
    d2U/dx9dx1                 1.000
    d2U/dx47dx1                1.000
    d2U/dx1dx47                1.000
    d2U/dz1dz9                 1.000
    d2U/dz9dz1                 1.000
    d2U/dz47dz1                1.000
    d2U/dz1dz47                1.000
    d2U/dy1dy21                1.000
    d2U/dy21dy1                1.000
    d2U/dy35dy1                1.000
    d2U/dy1dy35                1.000
    d2U/dz1dz21                1.000
    d2U/dz21dz1                1.000
    d2U/dz35dz1                1.000
    d2U/dz1dz35                1.000
    d2U/dx1dx62                1.000
    d2U/dx62dx1                1.000
    d2U/dx148dx1               1.000
    d2U/dx1dx148               1.000
    d2U/dy1dy62                1.000
    d2U/dy62dy1                1.000
    d2U/dy148dy1               1.000
    d2U/dy1dy148               1.000
    d2U/dx1dx68                1.000
    d2U/dx68dx1                1.000
    d2U/dx143dx1               1.000
    d2U/dx1dx143               1.000
    d2U/dz1dz68                1.000
    d2U/dz68dz1                1.000
    d2U/dz143dz1               1.000
    d2U/dz1dz143               1.000
    d2U/dy1dy70                1.000
    d2U/dy70dy1                1.000
    d2U/dy141dy1               1.000
    d2U/dy1dy141               1.000
    d2U/dz1dz70                1.000
    d2U/dz70dz1                1.000
    d2U/dz141dz1               1.000
    d2U/dz1dz141               1.000
    d2U/dx1dx83                1.000
    d2U/dx83dx1                1.000
    d2U/dx130dx1               1.000
    d2U/dx1dx130               1.000
    d2U/dy1dy83                1.000
    d2U/dy83dy1                1.000
    d2U/dy130dy1               1.000
    d2U/dy1dy130               1.000
    d2U/dy1dy86                1.000
    d2U/dy86dy1                1.000
    d2U/dy128dy1               1.000
    d2U/dy1dy128               1.000
    d2U/dz1dz86                1.000
    d2U/dz86dz1                1.000
    d2U/dz128dz1               1.000
    d2U/dz1dz128               1.000
    d2U/dx1dx93                1.000
    d2U/dx93dx1                1.000
    d2U/dx122dx1               1.000
    d2U/dx1dx122               1.000
    d2U/dz1dz93                1.000
    d2U/dz93dz1                1.000
    d2U/dz122dz1               1.000
    d2U/dz1dz122               1.000
    d2U/dy1dy95                1.000
    d2U/dy95dy1                1.000
    d2U/dy120dy1               1.000
    d2U/dy1dy120               1.000
    d2U/dz1dz95                1.000
    d2U/dz95dz1                1.000
    d2U/dz120dz1               1.000
    d2U/dz1dz120               1.000
    d2U/dx1dx101               1.000
    d2U/dx101dx1               1.000
    d2U/dx115dx1               1.000
    d2U/dx1dx115               1.000
    d2U/dy1dy101               1.000
