     1     1      1 1      1 1    10.202215      1.0000    0.00000
     1     2      1 1      2 1   -2.5043011      1.0000    2.49539
     1     3      1 1      2 2   -1.7122656      1.0000    2.49539
     1     4      1 1      3 1   0.14925809E-01  1.0000    7.48618
     1     5      1 1      3 2   -.29965061E-01  1.0000    7.48618
     1     6      1 1      4 1   -.16680201E-01  1.0000    7.05804
     1     7      1 1      4 2   0.38269732E-01  1.0000    7.05804
     1     8      1 3      4 1   -.25152173E-02  1.0000    7.05804
     1     9      1 1      4 3   0.25151728E-02  1.0000    7.05804
     1    10      1 3      4 3   -.23194143E-02  1.0000    7.05804
     1    11      1 1      5 1   0.18471230E-01  1.0000    4.77831
     1    12      1 1      5 2   -.30832447E-01  1.0000    4.77831
     1    13      1 1      5 3   0.14278112E-01  1.0000    4.77831
     1    14      1 3      5 3   0.60752082E-02  1.0000    4.77831
     1    15      1 1      6 1   -.19410713E-01  1.0000    5.76286
     1    16      1 3      6 3   -.12033521E-01  1.0000    5.76286
     1    17      1 1     10 1   0.35718898      1.0000    4.07496
     1    18      1 1     10 2   -.63226401E-01  1.0000    4.07496
     1    19      1 2     10 2   -.13934529      1.0000    4.07496
     1    20      1 2     10 3   -.12944493      1.0000    4.07496
     1    21      1 1     19 1   0.60752320E-02  1.0000    7.48618
     1    22      1 1     19 2   -.14278111E-01  1.0000    7.48618
     1    23      1 2     19 2   0.18471286E-01  1.0000    7.48618
     1    24      1 2     19 3   -.30832458E-01  1.0000    7.48618
     1    25      1 1     29 1   -.10659690E-01  1.0000    6.27993
     1    26      1 1     29 2   -.26888865E-02  1.0000    6.27993
     1    27      1 1     29 3   0.34472455E-02  1.0000    6.27993
     1    28      1 3     29 3   -.21665672      1.0000    6.27993
     1    29      1 1     53 1   0.10000859      1.0000    8.14992
     1    30      1 1     53 2   0.10121976E-10  1.0000    8.14992
     1    31      1 2     53 2   0.45211255E-02  1.0000    8.14992
     1    32      1 2     53 3   -.11277126E-10  1.0000    8.14992
