# nstep,timer,jj0,sum(velo(1,:)),sum(velo(2,:)),sum(velo(3,:))
        2 0.1000000E-01 0.2783210E-05 0.3523210E-05 0.1064187E-04 -.9324139E-17 -.1287490E-17 -.8267042E-18
       53 0.5200000     0.2829950E-05 0.3449728E-05 0.1078896E-04 -.2538388E-16 -.3108611E-17 0.3415237E-17
      104  1.030000     0.2873724E-05 0.3385517E-05 0.1094381E-04 -.3951917E-16 -.3663926E-16 0.7860466E-17
      155  1.540000     0.2915236E-05 0.3330630E-05 0.1110695E-04 -.3710682E-16 -.4714924E-16 -.2648164E-16
      206  2.050000     0.2955226E-05 0.3285106E-05 0.1127897E-04 -.3664603E-16 -.5564668E-16 -.3903128E-16
      257  2.560000     0.2994460E-05 0.3248969E-05 0.1146047E-04 -.5692061E-16 -.6696304E-16 -.5101171E-16
      308  3.070000     0.3033725E-05 0.3222226E-05 0.1165210E-04 -.5383064E-16 -.7879439E-16 -.3843497E-16
      359  3.580000     0.3073823E-05 0.3204866E-05 0.1185449E-04 -.8990747E-16 -.6501147E-16 -.4792174E-16
      410  4.090000     0.3115565E-05 0.3196864E-05 0.1206831E-04 -.7372575E-16 -.5166223E-16 -.1452831E-16
      461  4.600000     0.3159759E-05 0.3198176E-05 0.1229421E-04 -.7971596E-16 -.3608360E-16 -.4374756E-16
      512  5.110000     0.3207205E-05 0.3208738E-05 0.1253283E-04 -.8307699E-16 -.6056963E-16 -.3458605E-16
      563  5.620000     0.3258684E-05 0.3228472E-05 0.1278476E-04 -.1535095E-15 -.4083376E-16 -.5540273E-16
      614  6.130000     0.3314953E-05 0.3257281E-05 0.1305061E-04 -.1681055E-15 -.9638557E-16 -.9963818E-16
      665  6.640000     0.3376731E-05 0.3295052E-05 0.1333090E-04 -.1681665E-15 -.4304283E-16 -.1152507E-15
      716  7.150000     0.3444695E-05 0.3341656E-05 0.1362612E-04 -.1765860E-15 -.6982262E-16 -.1089623E-15
      767  7.660000     0.3519467E-05 0.3396949E-05 0.1393673E-04 -.1832522E-15 -.8001412E-16 -.1251169E-15
      818  8.170000     0.3601611E-05 0.3460774E-05 0.1426310E-04 -.1761219E-15 -.3740497E-16 -.1301043E-15
      869  8.680000     0.3691623E-05 0.3532960E-05 0.1460557E-04 -.1607330E-15 -.6245005E-16 -.1717376E-15
      920  9.190000     0.3789920E-05 0.3613327E-05 0.1496439E-04 -.1623864E-15 -.2027458E-16 -.1799776E-15
      971  9.700000     0.3896841E-05 0.3701682E-05 0.1533977E-04 -.1664521E-15 -.6938894E-17 -.1524388E-15
     1022  10.21000     0.4012638E-05 0.3797828E-05 0.1573184E-04 -.1988969E-15 0.2168404E-17 -.1858323E-15
     1073  10.72000     0.4137468E-05 0.3901557E-05 0.1614068E-04 -.2158104E-15 0.2970714E-16 -.2068658E-15
     1124  11.23000     0.4271395E-05 0.4012655E-05 0.1656631E-04 -.2202015E-15 -.2818926E-17 -.1895185E-15
     1175  11.74000     0.4414383E-05 0.4130905E-05 0.1700869E-04 -.2215025E-15 0.3989864E-16 -.2038300E-15
     1226  12.25000     0.4566293E-05 0.4256083E-05 0.1746774E-04 -.2220988E-15 0.9280771E-16 -.2140215E-15
     1277  12.76000     0.4726884E-05 0.4387961E-05 0.1794330E-04 -.2340792E-15 0.8239937E-16 -.2378740E-15
     1328  13.27000     0.4895810E-05 0.4526306E-05 0.1843520E-04 -.2109857E-15 0.7546047E-16 -.2415602E-15
     1379  13.78000     0.5072620E-05 0.4670879E-05 0.1894323E-04 -.2081668E-15 0.7068998E-16 -.2482823E-15
     1430  14.29000     0.5256759E-05 0.4821433E-05 0.1946712E-04 -.2190088E-15 0.6938894E-16 -.2860125E-15
     1481  14.80000     0.5447568E-05 0.4977713E-05 0.2000659E-04 -.2274656E-15 0.1110223E-15 -.2775558E-15
     1532  15.31000     0.5644284E-05 0.5139449E-05 0.2056135E-04 -.2517517E-15 0.1023487E-15 -.2634611E-15
     1583  15.82000     0.5846041E-05 0.5306361E-05 0.2113107E-04 -.2719179E-15 0.1014813E-15 -.2487160E-15
     1634  16.33000     0.6051874E-05 0.5478144E-05 0.2171541E-04 -.3029261E-15 0.9454243E-16 -.2699663E-15
     1685  16.84000     0.6260714E-05 0.5654472E-05 0.2231401E-04 -.2715926E-15 0.7025630E-16 -.2476318E-15
     1736  17.35000     0.6471396E-05 0.5834989E-05 0.2292652E-04 -.3079134E-15 0.6418477E-16 -.2829768E-15
     1787  17.86000     0.6491636E-05 0.5827207E-05 0.2354505E-04 -.2823262E-15 0.5290907E-16 -.3126839E-15
     1838  18.37000     0.6680253E-05 0.5876328E-05 0.2405557E-04 -.2972882E-15 0.1144917E-15 -.2730021E-15
     1889  18.88000     0.6851754E-05 0.6319379E-05 0.2499752E-04 -.3139849E-15 0.7806256E-16 -.3087808E-15
     1940  19.39000     0.7019522E-05 0.6759870E-05 0.2594741E-04 -.3005408E-15 0.2775558E-16 -.3298143E-15
     1991  19.90000     0.7181924E-05 0.7196580E-05 0.2690413E-04 -.3326332E-15 0.6071532E-17 -.3009745E-15
     2042  20.41000     0.7337194E-05 0.7628161E-05 0.2786650E-04 -.3254775E-15 -.1734723E-16 -.3204902E-15
     2093  20.92000     0.7483428E-05 0.8053122E-05 0.2883324E-04 -.3428247E-15 -.5204170E-17 -.3497636E-15
     2144  21.43000     0.7618850E-05 0.8761851E-05 0.3009500E-04 -.3907465E-15 0.4857226E-16 -.2977219E-15
     2195  21.94000     0.7270313E-05 0.8856231E-05 0.3028364E-04 -.3764350E-15 0.9540979E-16 -.3249354E-15
     2246  22.45000     0.7627401E-05 0.9259331E-05 0.3100327E-04 -.3894454E-15 0.1058181E-15 -.3750255E-15
     2297  22.96000     0.6849439E-05 0.8511668E-05 0.3169176E-04 -.4039737E-15 0.7285839E-16 -.3705803E-15
     2348  23.47000     0.6558107E-05 0.8234878E-05 0.3236191E-04 -.3996369E-15 0.6418477E-16 -.4231641E-15
     2399  23.98000     0.7010157E-05 0.8787915E-05 0.3309719E-04 -.4252241E-15 0.5030698E-16 -.4549312E-15
     2450  24.49000     0.7131026E-05 0.8893589E-05 0.3397305E-04 -.4861563E-15 0.1058181E-15 -.4195862E-15
     2501  25.00000     0.6687618E-05 0.8818165E-05 0.3417422E-04 -.4523291E-15 0.1127570E-15 -.3917222E-15
     2551  25.50000     0.4669250E-04 0.2472007E-04 -.2920908E-04 -.1468886     -.1468886     -.1468886    
     2553  25.52000     0.5484285E-05 0.2898617E-05 -.3425970E-05 0.1383374E-16 -.4428288E-17 0.4336809E-17
     2604  26.03000     0.5406146E-05 0.2742312E-05 -.3395691E-05 -.1924459E-17 -.1878380E-16 -.1009663E-16
     2655  26.54000     0.5327021E-05 0.2588891E-05 -.3374427E-05 0.2574980E-16 -.1029992E-16 -.5296328E-16
     2706  27.05000     0.5247029E-05 0.2438385E-05 -.3362339E-05 0.5637851E-17 0.4011548E-17 -.6423898E-16
