0.48283702586657384,	3.44125470054114
0.4817150816182446,	3.14607244859
0.5106616698199129,	2.75808450415823
0.5407643298516089,	2.3700752299879
0.5673923754716539,	2.03748061660008
0.6262880495873762,	2.58989951560164
0.6366585684759262,	2.88491112964428
0.6458687495867362,	3.2168445211367
0.2099955420846407,	3.52008941426405
0.23302952675709052,	4.27612199757268
0.2560763092726772,	4.92145323774767
0.2791294907098323,	5.51143380635584
0.18814109195463594,	2.56108303880519
0.16284402202082207,	1.38073796629475
0.11309453980022563,	1.7137591744538
0.09912356104251227,	2.56272542867442
0.08516751310179191,	3.2825401159058
0.0712093321872154,	4.02080502699278
0.05610147836417967,	4.70374059625151
0.04215609529274,	5.33130416420486
0.027061039312841123,	5.90353839032995
0.015453395587730262,	6.3096566125389
0.007341696012831939,	6.47585793540929
0.12822585633567887,	0.827871142783403
0.2793513199908708,	3.59261052537279
0.2920595782257497,	3.66617679367104
0.30477850132990914,	3.64749194269126
0.31635201747332176,	3.53657730217201
0.3244679829959324,	3.33347553159041
0.33837283956410547,	3.05646621689358
0.3511258902499632,	2.7425777842241
0.4066152051174309,	2.76000418062876
0.42275968423455035,	3.11025981754542
0.4389212271425189,	3.31291366361723
0.45509556789362426,	3.4048661665554
0.3904621941048868,	2.48354943913452
0.3754417922099529,	2.4100258303134
0.3627164701842249,	2.48406135286
0.35000821194934617,	2.41049508456175
0.32803858123110985,	2.44780079730563
0.25625974502430515,	3.33473398616553
0.23434343865247245,	2.91078410251925
0.21128599126760503,	2.3577039816223
0.19860546169285606,	2.04428480320117
0.1882413417258745,	1.6939225175917
0.1882904001245657,	1.26956736891276
0.21019177567940553,	1.82266881954828
0.233281217672115,	2.09899558261114
0.25753099744256436,	2.33840056822424
0.28179784100386285,	2.43020376299248
0.30260286799664693,	2.46672027540958
0.3153175251530942,	2.48493587214101
0.17556934404655003,	1.30670244374815
0.16405341819725314,	0.919461040166031
0.16639968943900654,	0.624214798999207
0.154858167903436,	0.458376081684367
0.6654857101416507,	3.53013572112647
0.6770336305987897,	3.64062376687449
0.6862928701082911,	3.54820200968797
