 # iatom, [  taui(ni)  ],  alpha_i ;  jatom, [  tauj(nj), alpha_j  :   term group  rij
   1  [  1 ( 0, 0, 0) ] 1  ;    6  [  1 (-1, 1, 0) ] 1  ;     17   19    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   10  [  1 ( 1,-1, 0) ] 1  ;     20   19    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   23  [  1 ( 0,-1, 0) ] 1  ;     25   19    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;    3  [  1 ( 0, 1, 0) ] 1  ;     28   19    9.726
   1  [  1 ( 0, 0, 0) ] 1  ;   14  [  1 ( 0, 0,-1) ] 1  ;     41   19    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;    2  [  1 ( 0, 0, 1) ] 1  ;     44   19    2.432
   1  [  1 ( 0, 0, 0) ] 1  ;   19  [  1 (-1, 0, 1) ] 3  ;      9   20    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   11  [  1 ( 1, 0,-1) ] 3  ;     16   20    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;    6  [  1 (-1, 1, 0) ] 2  ;     17   20    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   10  [  1 ( 1,-1, 0) ] 2  ;     24   20    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   23  [  1 ( 0,-1, 0) ] 3  ;     25   20    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;    3  [  1 ( 0, 1, 0) ] 3  ;     32   20    9.726
   1  [  1 ( 0, 0, 0) ] 1  ;   14  [  1 ( 0, 0,-1) ] 2  ;     41   20    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;    2  [  1 ( 0, 0, 1) ] 2  ;     48   20    2.432
   1  [  1 ( 0, 0, 0) ] 1  ;   41  [  2 (-1, 1, 1) ] 1  ;      1   21    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   64  [  2 (-2, 1, 1) ] 1  ;     21   21   10.026
   1  [  1 ( 0, 0, 0) ] 1  ;   51  [  2 ( 1,-2,-1) ] 1  ;     33   21    6.878
   1  [  1 ( 0, 0, 0) ] 1  ;   38  [  2 ( 1,-1,-2) ] 1  ;     41   21    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   41  [  2 (-1, 1, 1) ] 2  ;      1   22    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   41  [  2 (-1, 1, 1) ] 3  ;      5   22    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   37  [  2 ( 1,-1, 1) ] 2  ;     17   22    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   49  [  2 ( 1, 1,-1) ] 3  ;     33   22    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   40  [  2 (-2,-1, 1) ] 3  ;     49   22    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   52  [  2 (-2, 1,-1) ] 2  ;     65   22    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   64  [  2 (-2, 1, 1) ] 2  ;     81   22   10.026
   1  [  1 ( 0, 0, 0) ] 1  ;   64  [  2 (-2, 1, 1) ] 3  ;     85   22   10.026
   1  [  1 ( 0, 0, 0) ] 1  ;   43  [  2 (-1,-2, 1) ] 3  ;     97   22    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;   42  [  2 (-1, 1,-2) ] 2  ;    113   22    7.295
   1  [  1 ( 0, 0, 0) ] 1  ;   51  [  2 ( 1,-2,-1) ] 2  ;    129   22    6.878
   1  [  1 ( 0, 0, 0) ] 1  ;   51  [  2 ( 1,-2,-1) ] 3  ;    133   22    6.878
   1  [  1 ( 0, 0, 0) ] 1  ;   63  [  2 ( 1,-2, 1) ] 2  ;    145   22   11.231
   1  [  1 ( 0, 0, 0) ] 1  ;   38  [  2 ( 1,-1,-2) ] 2  ;    161   22    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   38  [  2 ( 1,-1,-2) ] 3  ;    165   22    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   62  [  2 ( 1, 1,-2) ] 3  ;    177   22   10.026
   1  [  1 ( 0, 0, 0) ] 1  ;   37  [  2 ( 1,-1, 1) ] 1  ;      9   23    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   49  [  2 ( 1, 1,-1) ] 1  ;     17   23    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   40  [  2 (-2,-1, 1) ] 1  ;     25   23    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   52  [  2 (-2, 1,-1) ] 1  ;     33   23    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   43  [  2 (-1,-2, 1) ] 1  ;     49   23    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;   42  [  2 (-1, 1,-2) ] 1  ;     57   23    7.295
   1  [  1 ( 0, 0, 0) ] 1  ;   63  [  2 ( 1,-2, 1) ] 1  ;     73   23   11.231
   1  [  1 ( 0, 0, 0) ] 1  ;   62  [  2 ( 1, 1,-2) ] 1  ;     89   23   10.026
   1  [  1 ( 0, 0, 0) ] 1  ;   37  [  2 ( 1,-1, 1) ] 3  ;      9   24    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   49  [  2 ( 1, 1,-1) ] 2  ;     17   24    5.615
   1  [  1 ( 0, 0, 0) ] 1  ;   40  [  2 (-2,-1, 1) ] 2  ;     25   24    4.656
   1  [  1 ( 0, 0, 0) ] 1  ;   52  [  2 (-2, 1,-1) ] 3  ;     33   24    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   43  [  2 (-1,-2, 1) ] 2  ;     49   24    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;   42  [  2 (-1, 1,-2) ] 3  ;     57   24    7.295
   1  [  1 ( 0, 0, 0) ] 1  ;   63  [  2 ( 1,-2, 1) ] 3  ;     73   24   11.231
   1  [  1 ( 0, 0, 0) ] 1  ;   62  [  2 ( 1, 1,-2) ] 2  ;     89   24   10.026
   1  [  1 ( 0, 0, 0) ] 1  ;   34  [  2 ( 0, 0, 1) ] 1  ;      1   25    6.119
   1  [  1 ( 0, 0, 0) ] 1  ;   35  [  2 ( 0, 1, 0) ] 1  ;      9   25    6.878
   1  [  1 ( 0, 0, 0) ] 1  ;   58  [  2 (-2, 0, 1) ] 1  ;     33   25   13.968
   1  [  1 ( 0, 0, 0) ] 1  ;   59  [  2 (-2, 1, 0) ] 1  ;     41   25   13.755
   1  [  1 ( 0, 0, 0) ] 1  ;   53  [  2 ( 0,-2, 0) ] 1  ;     49   25    9.726
   1  [  1 ( 0, 0, 0) ] 1  ;   45  [  2 ( 0, 0,-2) ] 1  ;     65   25    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;   56  [  2 ( 1,-2, 0) ] 1  ;     81   25   17.021
   1  [  1 ( 0, 0, 0) ] 1  ;   48  [  2 ( 1, 0,-2) ] 1  ;     89   25    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   34  [  2 ( 0, 0, 1) ] 2  ;      1   26    6.119
   1  [  1 ( 0, 0, 0) ] 1  ;   35  [  2 ( 0, 1, 0) ] 3  ;      9   26    6.878
   1  [  1 ( 0, 0, 0) ] 1  ;   58  [  2 (-2, 0, 1) ] 3  ;     33   26   13.968
   1  [  1 ( 0, 0, 0) ] 1  ;   59  [  2 (-2, 1, 0) ] 2  ;     41   26   13.755
   1  [  1 ( 0, 0, 0) ] 1  ;   53  [  2 ( 0,-2, 0) ] 3  ;     49   26    9.726
   1  [  1 ( 0, 0, 0) ] 1  ;   45  [  2 ( 0, 0,-2) ] 2  ;     65   26    3.971
   1  [  1 ( 0, 0, 0) ] 1  ;   56  [  2 ( 1,-2, 0) ] 2  ;     81   26   17.021
   1  [  1 ( 0, 0, 0) ] 1  ;   48  [  2 ( 1, 0,-2) ] 3  ;     89   26    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   34  [  2 ( 0, 0, 1) ] 3  ;      1   27    6.119
   1  [  1 ( 0, 0, 0) ] 1  ;   35  [  2 ( 0, 1, 0) ] 2  ;     17   27    6.878
   1  [  1 ( 0, 0, 0) ] 1  ;   36  [  2 ( 1, 0, 0) ] 2  ;     33   27    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   36  [  2 ( 1, 0, 0) ] 3  ;     37   27    9.206
   1  [  1 ( 0, 0, 0) ] 1  ;   57  [  2 (-2, 0, 0) ] 2  ;     49   27   16.372
   1  [  1 ( 0, 0, 0) ] 1  ;   57  [  2 (-2, 0, 0) ] 3  ;     53   27   16.372
   1  [  1 ( 0, 0, 0) ] 1  ;   58  [  2 (-2, 0, 1) ] 2  ;     65   27   13.968
   1  [  1 ( 0, 0, 0) ] 1  ;   59  [  2 (-2, 1, 0) ] 3  ;     81   27   13.755
   1  [  1 ( 0, 0, 0) ] 1  ;   53  [  2 ( 0,-2, 0) ] 2  ;     97   27    9.726
