 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 3  :    33    4    4.075
   1  [    1 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 3  :    45    4    7.058
   1  [    1 ( 0, 0, 0) ] 3    48  [    2 (-1,-1,-1) ] 1  :    17    5    7.058
   1  [    1 ( 0, 0, 0) ] 3    48  [    2 (-1,-1,-1) ] 2  :    21    5    7.058
   1  [    1 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 1  :    41    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    30  [    2 (-1,-1, 2) ] 2  :    45    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 1  :    65    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    16  [    2 (-1, 2,-1) ] 2  :    69    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 1  :    89    5    7.058
   1  [    1 ( 0, 0, 0) ] 3    62  [    2 ( 2,-1,-1) ] 2  :    93    5    7.058
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 3  :    13    6    5.763
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 3  :    16    6    7.486
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 3  :    21    6    2.495
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 3  :    24    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 3  :    37    6    5.763
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 3  :    40    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 3  :    45    6    2.495
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 3  :    48    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 3  :    61    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 3  :    64    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 3  :    69    6    7.486
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 3  :    72    6    5.763
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 3  :    77    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 3  :    80    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 3  :    93    6    5.763
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 3  :    96    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 1  :    12    7    7.486
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 1  :    13    7    5.763
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 2  :    20    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 2  :    21    7    2.495
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 1  :    36    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 1  :    37    7    5.763
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 2  :    44    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 2  :    45    7    2.495
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 2  :    60    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 2  :    61    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 1  :    68    7    5.763
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 1  :    69    7    7.486
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 2  :    76    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 2  :    77    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 1  :    92    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 1  :    93    7    5.763
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 1  :     1    8    8.523
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 2  :     5    8    8.523
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 2  :    16    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 1  :    24    8    4.075
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 1  :    28    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 2  :    32    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 2  :    37    8    5.763
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 1  :    45    8    2.495
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 1  :    49    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 2  :    53    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 1  :    64    8    4.075
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 2  :    72    8    5.763
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 1  :    80    8    4.778
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 1  :    84    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 2  :    88    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 2  :    96    8    4.778
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 1  :     4    9    6.280
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 2  :     8    9    6.280
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 2  :    13    9    5.763
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 1  :    21    9    2.495
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 1  :    25    9    6.280
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 2  :    29    9    6.280
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 2  :    40    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 1  :    48    9    4.075
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 1  :    52    9    8.523
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 2  :    56    9    8.523
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 1  :    61    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 2  :    69    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 1  :    77    9    4.075
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 1  :    81    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 2  :    85    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 2  :    93    9    5.763
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 3  :     1   10    8.523
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 3  :     4   10    6.280
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 3  :    13   10    6.280
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 3  :    16   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 3  :    25   10    6.280
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 3  :    28   10    8.523
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 3  :    41   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 3  :    44   10    6.280
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 3  :    21   11    2.495
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 3  :    29   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 3  :    37   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 3  :    45   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 3  :    53   11    7.486
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 3  :    61   11    8.150
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 3  :    77   11    7.058
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 3  :    85   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 1  :    21   12    2.495
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 2  :    29   12    4.778
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 1  :    37   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 2  :    45   12    4.778
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 2  :    53   12    7.486
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 1  :    61   12    8.150
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 2  :    77   12    7.058
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 1  :    85   12    4.778
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 1  :     9   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 2  :    13   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 1  :    25   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 2  :    29   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 2  :    45   13    2.495
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 1  :    61   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 2  :    77   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 1  :    93   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 1  :   109   13    7.486
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 2  :   125   13    8.150
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 1  :   137   13    7.058
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 2  :   141   13    7.058
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 1  :   157   13    7.058
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 2  :   173   13    4.778
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 1  :   185   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 2  :   189   13    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 3  :     1   14    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 3  :     5   14    4.778
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 3  :    33   14    7.058
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 3  :    45   14    4.075
   1  [    1 ( 0, 0, 0) ] 3     3  [    1 (-1, 1,-1) ] 3  :    13   15    7.486
   1  [    1 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 3  :    16   15    7.486
   1  [    1 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 3  :    21   15    4.778
   1  [    1 ( 0, 0, 0) ] 3     5  [    1 ( 1,-1,-1) ] 3  :    24   15    4.778
   1  [    1 ( 0, 0, 0) ] 3     2  [    1 (-1,-1, 1) ] 3  :     1   16    2.495
   1  [    1 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 3  :     4   16    2.495
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 3  :     9   17    7.058
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 3  :    12   17    8.523
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 3  :    21   17    8.523
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 3  :    24   17    8.150
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 1  :     8   18    5.763
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 1  :    13   18    7.486
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 2  :    28   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 2  :    29   18    4.075
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 1  :    36   18    8.523
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 2  :    40   18    8.523
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 1  :    41   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 2  :    45   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 2  :    60   18    4.778
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 2  :    61   18    6.280
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 1  :    72   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 1  :    77   18    4.778
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 1  :    84   18    8.150
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 2  :    88   18    8.150
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 1  :    89   18    8.523
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 2  :    93   18    8.523
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 3  :     5   19    7.486
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 3  :     8   19    5.763
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 3  :    13   19    4.075
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 3  :    16   19    7.058
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 3  :    29   19    6.280
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 3  :    32   19    4.778
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 3  :    37   19    4.778
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 3  :    40   19    7.058
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 2  :     4   20    5.763
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 2  :     5   20    7.486
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 1  :    12   20    7.058
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 1  :    13   20    4.075
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 1  :    28   20    4.778
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 1  :    29   20    6.280
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 2  :    36   20    7.058
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 2  :    37   20    4.778
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 3  :     9   21    4.778
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 (-2,-1, 1) ] 3  :    13   21    7.058
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 (-1,-2, 1) ] 3  :    25   21    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 3  :    45   21    4.075
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 1  :    13   22    7.058
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 2  :    29   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 1  :    41   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 ( 1, 1,-1) ] 2  :    45   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 (-2,-1, 1) ] 1  :    57   22    7.058
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 (-2,-1, 1) ] 2  :    61   22    7.058
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 (-2, 1,-1) ] 2  :    77   22    8.150
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 1  :    93   22    7.486
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 (-1,-2, 1) ] 1  :   105   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 (-1,-2, 1) ] 2  :   109   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 (-1, 1,-2) ] 2  :   125   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 ( 1,-2,-1) ] 1  :   141   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 2  :   157   22    2.495
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 ( 1,-1,-2) ] 1  :   173   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 1  :   185   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 ( 1, 1,-2) ] 2  :   189   22    4.075
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 3  :     5   23    7.058
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 3  :    13   23    4.075
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 (-2, 1,-1) ] 3  :    37   23    8.150
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 3  :    45   23    7.486
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 (-1, 1,-2) ] 3  :    61   23    4.778
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 ( 1,-2,-1) ] 3  :    69   23    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 3  :    77   23    2.495
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 ( 1,-1,-2) ] 3  :    85   23    4.778
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 (-1, 1, 1) ] 2  :     5   24    7.058
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 ( 1,-1, 1) ] 1  :    13   24    4.075
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 (-2, 1,-1) ] 1  :    37   24    8.150
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 (-2, 1, 1) ] 2  :    45   24    7.486
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 (-1, 1,-2) ] 1  :    61   24    4.778
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 ( 1,-2,-1) ] 2  :    69   24    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 ( 1,-2, 1) ] 1  :    77   24    2.495
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 ( 1,-1,-2) ] 2  :    85   24    4.778
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 3  :    13   25    5.763
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 3  :    21   25    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 3  :    29   25    6.280
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 3  :    37   25    4.075
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 3  :    53   25    5.763
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 3  :    61   25    4.075
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 3  :    77   25    4.075
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 3  :    93   25    8.523
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 1  :    13   26    5.763
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 2  :    21   26    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 2  :    29   26    6.280
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 1  :    37   26    4.075
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 1  :    53   26    5.763
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 2  :    61   26    4.075
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 2  :    77   26    4.075
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 1  :    93   26    8.523
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 1  :     9   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 2  :    13   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 2  :    29   27    5.763
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 1  :    45   27    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 1  :    61   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 2  :    77   27    4.075
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 1  :    89   27    4.778
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 2  :    93   27    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 2  :   109   27    5.763
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 1  :   125   27    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 1  :   137   27    7.486
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 2  :   141   27    7.486
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 1  :   157   27    4.075
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 1  :   169   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 2  :   173   27    6.280
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 2  :   189   27    8.523
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 3  :     1   28    6.280
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 3  :    21   28    4.778
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 3  :    33   28    7.486
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 3  :    41   28    6.280
  41  [    2 ( 0, 0, 0) ] 1    41  [    2 ( 0, 0, 0) ] 1  :     4    1    4.778
  41  [    2 ( 0, 0, 0) ] 1     1  [    1 ( 0, 0, 0) ] 1  :     2    2    2.495
  41  [    2 ( 0, 0, 0) ] 1    18  [    1 ( 1, 0, 0) ] 1  :    10    2    4.778
  41  [    2 ( 0, 0, 0) ] 1    38  [    1 ( 0, 1, 0) ] 1  :    22    2    4.075
  41  [    2 ( 0, 0, 0) ] 1    53  [    1 ( 0, 0, 1) ] 1  :    34    2   10.289
  41  [    2 ( 0, 0, 0) ] 1     1  [    1 ( 0, 0, 0) ] 2  :     6    3    2.495
  41  [    2 ( 0, 0, 0) ] 1     1  [    1 ( 0, 0, 0) ] 3  :    10    3    2.495
  41  [    2 ( 0, 0, 0) ] 1    18  [    1 ( 1, 0, 0) ] 2  :    24    3    4.778
  41  [    2 ( 0, 0, 0) ] 1    18  [    1 ( 1, 0, 0) ] 3  :    32    3    4.778
  41  [    2 ( 0, 0, 0) ] 1    38  [    1 ( 0, 1, 0) ] 2  :    48    3    4.075
  41  [    2 ( 0, 0, 0) ] 1    38  [    1 ( 0, 1, 0) ] 3  :    56    3    4.075
  41  [    2 ( 0, 0, 0) ] 1    53  [    1 ( 0, 0, 1) ] 2  :    72    3   10.289
  41  [    2 ( 0, 0, 0) ] 1    53  [    1 ( 0, 0, 1) ] 3  :    80    3   10.289
  41  [    2 ( 0, 0, 0) ] 1     8  [    1 ( 1, 1, 1) ] 1  :     4    4    9.447
  41  [    2 ( 0, 0, 0) ] 1    52  [    1 ( 1, 1,-2) ] 1  :    16    4   10.781
  41  [    2 ( 0, 0, 0) ] 1    35  [    1 ( 1,-2, 1) ] 1  :    28    4    7.486
  41  [    2 ( 0, 0, 0) ] 1    23  [    1 (-2, 1, 1) ] 1  :    40    4    4.075
  41  [    2 ( 0, 0, 0) ] 1     8  [    1 ( 1, 1, 1) ] 2  :    12    5    9.447
  41  [    2 ( 0, 0, 0) ] 1     8  [    1 ( 1, 1, 1) ] 3  :    20    5    9.447
  41  [    2 ( 0, 0, 0) ] 1    52  [    1 ( 1, 1,-2) ] 2  :    36    5   10.781
  41  [    2 ( 0, 0, 0) ] 1    52  [    1 ( 1, 1,-2) ] 3  :    44    5   10.781
  41  [    2 ( 0, 0, 0) ] 1    35  [    1 ( 1,-2, 1) ] 2  :    60    5    7.486
  41  [    2 ( 0, 0, 0) ] 1    35  [    1 ( 1,-2, 1) ] 3  :    68    5    7.486
