 # om(i),i,integrated_dos,total_dos,(dos(la,i),la=1,n))
0.74945      ,   3.217      ,  0.8808E-02
0.75269      ,   3.231      ,  0.8754E-02
0.75594      ,   3.249      ,  0.1019E-01
0.75918      ,   3.270      ,  0.1267E-01
0.76242      ,   3.295      ,  0.1513E-01
0.76567      ,   3.323      ,  0.1637E-01
0.76891      ,   3.349      ,  0.1571E-01
0.77216      ,   3.372      ,  0.1339E-01
0.77540      ,   3.390      ,  0.1043E-01
0.77864      ,   3.403      ,  0.7988E-02
0.78189      ,   3.415      ,  0.6858E-02
0.78513      ,   3.427      ,  0.7258E-02
0.78838      ,   3.442      ,  0.8872E-02
0.79162      ,   3.460      ,  0.1097E-01
0.79486      ,   3.481      ,  0.1260E-01
0.79811      ,   3.503      ,  0.1302E-01
0.80135      ,   3.524      ,  0.1202E-01
0.80460      ,   3.541      ,  0.1005E-01
0.80784      ,   3.554      ,  0.7918E-02
0.81108      ,   3.565      ,  0.6372E-02
0.81433      ,   3.574      ,  0.5867E-02
0.81757      ,   3.585      ,  0.6492E-02
0.82082      ,   3.599      ,  0.7958E-02
0.82406      ,   3.615      ,  0.9638E-02
0.82730      ,   3.633      ,  0.1076E-01
0.83055      ,   3.651      ,  0.1075E-01
0.83379      ,   3.667      ,  0.9596E-02
0.83703      ,   3.681      ,  0.7848E-02
0.84028      ,   3.691      ,  0.6337E-02
0.84352      ,   3.701      ,  0.5771E-02
0.84677      ,   3.712      ,  0.6479E-02
0.85001      ,   3.726      ,  0.8370E-02
0.85325      ,   3.745      ,  0.1111E-01
0.85650      ,   3.769      ,  0.1443E-01
0.85974      ,   3.800      ,  0.1843E-01
0.86299      ,   3.840      ,  0.2355E-01
0.86623      ,   3.891      ,  0.3013E-01
0.86947      ,   3.955      ,  0.3800E-01
0.87272      ,   4.033      ,  0.4625E-01
0.87596      ,   4.123      ,  0.5359E-01
0.87921      ,   4.222      ,  0.5899E-01
0.88245      ,   4.327      ,  0.6210E-01
0.88569      ,   4.434      ,  0.6332E-01
0.88894      ,   4.541      ,  0.6349E-01
0.89218      ,   4.647      ,  0.6338E-01
0.89543      ,   4.754      ,  0.6336E-01
0.89867      ,   4.861      ,  0.6346E-01
0.90191      ,   4.968      ,  0.6352E-01
0.90516      ,   5.075      ,  0.6345E-01
0.90840      ,   5.181      ,  0.6324E-01
0.91165      ,   5.287      ,  0.6278E-01
0.91489      ,   5.391      ,  0.6160E-01
0.91813      ,   5.490      ,  0.5895E-01
0.92138      ,   5.582      ,  0.5417E-01
0.92462      ,   5.661      ,  0.4728E-01
0.92787      ,   5.727      ,  0.3913E-01
0.93111      ,   5.779      ,  0.3102E-01
0.93435      ,   5.820      ,  0.2407E-01
0.93760      ,   5.852      ,  0.1877E-01
0.94084      ,   5.877      ,  0.1501E-01
0.94409      ,   5.898      ,  0.1237E-01
0.94733      ,   5.915      ,  0.1043E-01
0.95057      ,   5.930      ,  0.8860E-02
0.95382      ,   5.943      ,  0.7500E-02
0.95706      ,   5.953      ,  0.6243E-02
0.96030      ,   5.962      ,  0.5036E-02
0.96355      ,   5.968      ,  0.3868E-02
0.96679      ,   5.973      ,  0.2777E-02
0.97004      ,   5.976      ,  0.1831E-02
