 #junk,om(i),total_dos(i),integrate_dos(i),tretrados(test)
0.69106       ,    2.0619       ,    2.9593       ,    0.0000    
0.69430       ,    2.0487       ,    2.9659       ,    0.0000    
0.69755       ,    2.1788       ,    2.9730       ,    0.0000    
0.70079       ,    2.1193       ,    2.9798       ,    0.0000    
0.70403       ,    2.2168       ,    2.9870       ,    0.0000    
0.70728       ,    2.3970       ,    2.9947       ,    0.0000    
0.71052       ,    2.5616       ,    3.0030       ,    0.0000    
0.71376       ,    2.9101       ,    3.0124       ,    0.0000    
0.71701       ,    3.1541       ,    3.0226       ,    0.0000    
0.72025       ,    3.5742       ,    3.0342       ,    0.0000    
0.72350       ,    4.0346       ,    3.0472       ,    0.0000    
0.72674       ,    5.0383       ,    3.0635       ,    0.0000    
0.72998       ,    5.8902       ,    3.0825       ,    0.0000    
0.73323       ,    6.5152       ,    3.1036       ,    0.0000    
0.73647       ,    6.7776       ,    3.1255       ,    0.0000    
0.73972       ,    6.9015       ,    3.1478       ,    0.0000    
0.74296       ,    6.2307       ,    3.1680       ,    0.0000    
0.74620       ,    6.2533       ,    3.1882       ,    0.0000    
0.74945       ,    6.3378       ,    3.2087       ,    0.0000    
0.75269       ,    6.3873       ,    3.2293       ,    0.0000    
0.75594       ,    6.4427       ,    3.2502       ,    0.0000    
0.75918       ,    6.5137       ,    3.2712       ,    0.0000    
0.76242       ,    6.5844       ,    3.2925       ,    0.0000    
0.76567       ,    6.7939       ,    3.3145       ,    0.0000    
0.76891       ,    6.7283       ,    3.3362       ,    0.0000    
0.77216       ,    6.2896       ,    3.3566       ,    0.0000    
0.77540       ,    6.2380       ,    3.3767       ,    0.0000    
0.77864       ,    6.1300       ,    3.3966       ,    0.0000    
0.78189       ,    6.0564       ,    3.4161       ,    0.0000    
0.78513       ,    5.8942       ,    3.4352       ,    0.0000    
0.78838       ,    5.6903       ,    3.4536       ,    0.0000    
0.79162       ,    5.4423       ,    3.4712       ,    0.0000    
0.79486       ,    5.2397       ,    3.4881       ,    0.0000    
0.79811       ,    5.0873       ,    3.5046       ,    0.0000    
0.80135       ,    5.0138       ,    3.5208       ,    0.0000    
0.80460       ,    4.9148       ,    3.5367       ,    0.0000    
0.80784       ,    4.8148       ,    3.5522       ,    0.0000    
0.81108       ,    4.6777       ,    3.5674       ,    0.0000    
0.81433       ,    4.5718       ,    3.5822       ,    0.0000    
0.81757       ,    4.4734       ,    3.5966       ,    0.0000    
0.82082       ,    4.4015       ,    3.6108       ,    0.0000    
0.82406       ,    4.3541       ,    3.6249       ,    0.0000    
0.82730       ,    4.3403       ,    3.6390       ,    0.0000    
0.83055       ,    4.3873       ,    3.6531       ,    0.0000    
0.83379       ,    4.3559       ,    3.6672       ,    0.0000    
0.83703       ,    4.3260       ,    3.6812       ,    0.0000    
0.84028       ,    4.2018       ,    3.6948       ,    0.0000    
0.84352       ,    4.0760       ,    3.7080       ,    0.0000    
0.84677       ,    3.9833       ,    3.7209       ,    0.0000    
0.85001       ,    3.8978       ,    3.7335       ,    0.0000    
0.85325       ,    3.8737       ,    3.7460       ,    0.0000    
0.85650       ,    4.0211       ,    3.7590       ,    0.0000    
0.85974       ,    4.0563       ,    3.7721       ,    0.0000    
0.86299       ,    4.0307       ,    3.7851       ,    0.0000    
0.86623       ,    12.492       ,    3.8255       ,    0.0000    
0.86947       ,    23.681       ,    3.9021       ,    0.0000    
0.87272       ,    26.650       ,    3.9882       ,    0.0000    
0.87596       ,    39.247       ,    4.1151       ,    0.0000    
0.87921       ,    31.455       ,    4.2168       ,    0.0000    
0.88245       ,    32.320       ,    4.3213       ,    0.0000    
0.88569       ,    33.397       ,    4.4293       ,    0.0000    
0.88894       ,    34.658       ,    4.5414       ,    0.0000    
0.89218       ,    34.692       ,    4.6535       ,    0.0000    
0.89543       ,    34.500       ,    4.7651       ,    0.0000    
0.89867       ,    33.709       ,    4.8740       ,    0.0000    
0.90191       ,    33.559       ,    4.9825       ,    0.0000    
0.90516       ,    33.118       ,    5.0896       ,    0.0000    
0.90840       ,    32.825       ,    5.1957       ,    0.0000    
0.91165       ,    33.151       ,    5.3029       ,    0.0000    
0.91489       ,    34.882       ,    5.4157       ,    0.0000    
0.91813       ,    35.285       ,    5.5298       ,    0.0000    
0.92138       ,    38.875       ,    5.6555       ,    0.0000    
0.92462       ,    23.875       ,    5.7327       ,    0.0000    
0.92787       ,    15.544       ,    5.7829       ,    0.0000    
0.93111       ,    11.215       ,    5.8192       ,    0.0000    
0.93435       ,    9.4505       ,    5.8497       ,    0.0000    
0.93760       ,    7.6458       ,    5.8745       ,    0.0000    
0.94084       ,    6.6134       ,    5.8958       ,    0.0000    
0.94409       ,    5.8257       ,    5.9147       ,    0.0000    
0.94733       ,    5.1265       ,    5.9312       ,    0.0000    
0.95057       ,    4.2472       ,    5.9450       ,    0.0000    
0.95382       ,    3.6272       ,    5.9567       ,    0.0000    
0.95706       ,    3.3617       ,    5.9676       ,    0.0000    
0.96030       ,    2.3373       ,    5.9751       ,    0.0000    
0.96355       ,    2.1057       ,    5.9819       ,    0.0000    
0.96679       ,   0.80353       ,    5.9845       ,    0.0000    
0.97004       ,    0.0000       ,    5.9845       ,    0.0000    
